mu	Nn	target
4.003624016681196	3.0440646566434215	12.187290367668007
3.6621658551502962	3.4504213883379102	12.636015394251373
4.068818480832982	4.956681021828051	20.16783534520808
1.8620840088018935	1.843708154938294	3.4331394722082416
2.2908908461023585	3.867132739185589	8.859178992863006
4.574071402968878	4.91044077175655	22.46070671006406
4.907665250031776	1.2912245314588988	6.3368977630294
3.2852414729302186	1.8820489046240088	6.182985115553684
2.8508395711959533	4.020271319423442	11.461148564356511
2.3436667319487667	2.7293791849310587	6.396755194596364
2.7464422753301325	3.468591391191396	9.526286032614207
4.704941705797483	2.5878582886389	12.175722390910867
4.179831066489878	3.9575521824365216	16.54189955940299
1.575192171415018	3.50260633899835	5.517278084738819
2.513099944646879	3.249512058873804	8.166348575285124
1.4603849604633607	4.44007682522237	6.484221418856655
1.7691636364476897	3.46842918171158	6.136218783878143
1.8188118213208333	2.600965417627151	4.730666648426942
3.2841343043997586	2.5552263317736044	8.391706451683254
1.9929925347558808	4.779591821900208	9.525690820227377
1.5023793607331788	4.421871090586952	6.6433278623205485
1.5618457954453129	1.7509691526451363	2.7347438090132483
2.818505216746968	2.008326222219165	5.660477934254447
1.5977148517156694	1.68193210077111	2.687247896979338
1.6792116199898688	3.33976164999362	5.608166570665825
2.0129581631748823	3.7426561903104987	7.533810330242526
2.9078420155117346	1.1857294896317137	3.447914028982382
3.2710257309983635	3.376204836070131	11.043652891906508
2.636833644850024	3.256400559061478	8.586586555241736
3.534985873842904	4.750607405267084	16.793330069792635
2.0430285482702133	1.178891527955535	2.4085090469270503
1.2111173067228518	2.7112282564243566	3.28361546383156
4.9975857393878345	4.751740157067745	23.74722884623827
3.590846690278054	4.642688136294629	16.67118132820675
3.709541723515611	4.4785973070803715	16.613543573439294
2.7699632455874705	4.694845819389348	13.004550363408491
3.06387883203923	4.323467399180898	13.246580245362056
3.833174597741445	2.448430988552793	9.385263469643538
2.0731798361721308	3.0634210874250765	6.3510228281541705
3.1112475347935296	4.06819881096183	12.657173521654967
2.853104598095592	4.991325449088471	14.240773589385865
3.030027390282368	3.300967009334783	10.002020452702867
1.9024825940785195	3.7691683540900143	7.1707771878078335
3.6709151984106314	3.613740772060632	13.265735923273539
1.5471975013380934	1.993834624337826	3.0848559488568603
1.8454598765202757	2.8594756752605295	5.277047626579028
3.1919892911523244	1.3136381370185242	4.193118865812419
4.885922219799894	4.9920160769123285	24.390602271784235
1.1795608156675748	3.9449319212256384	4.653287114753967
2.2586832581086256	1.559493374073626	3.5224015751514317
2.263894149976665	2.9425166131413767	6.661546146699912
2.5248327097074	3.5546129983905073	8.97480316868745
1.2199638631003444	3.785358295740292	4.618000329690263
2.7821479925668595	4.9220813243721455	13.693958675852794
2.356588461539214	4.927513784988079	11.612122129778323
3.9626289249401467	1.418951998731811	5.622780233276311
2.190705764933854	3.3028299256419302	7.235528558699827
3.955093875894371	1.3328934090820326	5.271718559480319
2.8247128270530135	3.1730718388902788	8.963016724474066
4.884281090053512	2.8533722607713146	13.936672176168567
1.9904000467553369	3.957673214841613	7.877352951863091
4.614613917010988	3.4369550081959583	15.860220412961686
1.7300229395027134	2.899104485482462	5.015517263899871
2.2112689725108896	3.995472285257806	8.835063894917766
2.1163503806698567	2.336300027961437	4.944429453535185
2.933110766596766	2.1488121965882456	6.302704189207431
2.250194935740488	3.632620470883946	8.17410418705028
4.9115573070061584	3.486976561820584	17.126485211569094
1.143440438353549	3.203561291525248	3.66308152747409
3.498355949641005	2.9152274640819047	10.198503343527793
4.003858351737991	4.952537073054497	19.82925692224127
2.2983805813206097	3.8035571396732775	8.742021869768426
4.198828453448492	4.412039436258514	18.525396722699085
4.550864093738059	2.10187343660546	9.565340352229603
1.325608440400292	1.3829886901339052	1.8333014806196493
3.5768828695221107	2.8814196972460078	10.30650075498283
1.123766527076372	2.6919985902926347	3.0251779067076434
2.3276382810931926	1.2747177930147595	2.9670819326117828
2.3137812192262146	3.1414712601212607	7.268677202407483
2.936064798329382	3.9593378288407206	11.624872423953125
2.4456777962902074	1.9793624111460264	4.840882699751286
3.6744913181771817	2.5870306626715056	9.50602170984461
2.3269601657307244	2.8355791780042687	6.598279793991405
1.1847242857103106	1.59033537272648	1.88410893849322
1.1192002986898184	4.135403449480911	4.628344775861941
1.4657452045422046	4.033062169238251	5.911441534181549
1.6699886581276866	2.946125814037826	4.919996694860369
3.581673025520021	1.1908847278321109	4.265359706180025
4.922087052933788	4.1313618472424904	20.334922659296872
3.2375474661166463	1.2625114859824134	4.087440862385524
1.4206504826243518	4.874769250018674	6.925343287721377
1.5167423278730157	3.5434183427182315	5.374452585762393
1.7092579081117134	4.434678014267679	7.58000846581618
1.192024264576972	4.595765889169775	5.478264454205536
2.3460619248867403	4.714861580401365	11.061357234890965
4.534967562609896	1.9460495002329783	8.825271358789758
2.449559261056726	3.4177382592192997	8.37195240473853
2.1456362055542915	3.7333703534016434	8.010454599001585
4.2672860287463	4.425583440719174	18.885230385631907
2.7948791036235496	2.5634328133895767	7.164484803685457
2.690782395274767	3.5520339416598863	9.557750397636859
3.5665982092161346	4.33519565282025	15.461901051950276
4.798677891765389	4.593470828578999	22.042586911571288
2.0852836264596477	3.780894429352129	7.8842372469004856
3.82784274191261	1.704810200488358	6.525745352277943
3.783612610617345	3.0649593873736602	11.59661898909699
1.1814271979245947	3.3016113727876633	3.9006134727885033
4.1942543570959865	2.4346884152271904	10.211702493737766
3.454808075137623	1.793738005319443	6.197020545458863
4.311250852763687	2.525120690489692	10.886428730204914
2.1012169302424946	2.6950338142298658	5.6628506780358006
4.519497891373736	3.942086796185882	17.816252962974342
4.159383570986212	4.309695976965459	17.9256786425355
2.709315953109857	3.6768821344919864	9.961835424683764
1.9224623619796184	4.461058980223909	8.576217984051642
3.8342664190491247	4.168505797478717	15.983161796884241
3.766113581114479	3.4882733041580445	13.137233465428688
2.482715099093109	4.706834512536191	11.68572911320616
1.9856171596508376	2.8555120357352037	5.669953697745316
1.3436243494547035	3.2794895607082553	4.40640202755012
2.730942802057017	3.03579715334032	8.290588384419928
2.5817761966412873	3.030914696608689	7.825143417754563
1.8067402100703596	3.2890501353883184	5.9424591325434335
3.3160256928510963	2.088005165911265	6.923878776967572
3.4715814654192854	1.4832920116048376	5.149369055291841
3.8492256232951902	1.9726566867488395	7.593200664598227
3.5251777733516154	1.1974725881138188	4.221303751816668
4.7438860479507285	3.2341616616295785	15.342494383421702
1.124852358402355	1.580507251393863	1.777837309202411
3.476179445579357	4.449829355484047	15.468405341869286
1.1644242059100036	3.900913083987798	4.542317620146434
1.442320092055259	2.0969826535402767	3.024520213892494
2.8388148023306896	4.916154757639535	13.956052896535551
3.637074140813985	3.7964842688333422	13.808094760180838
3.4475461253953665	4.4172715215704885	15.228747319009633
2.6156186874980487	3.187731568759117	8.337890261973817
4.4931423852775705	1.834830385629348	8.244154175466415
2.5449574636262087	1.1893152683881	3.026756768888902
2.369931329689212	2.8053306259507207	6.648440940577261
2.192531000825188	1.291055730190282	2.8306797122351925
1.4868525828279693	4.324742770140697	6.4302549578502814
4.149122646149295	1.068968649425832	4.435282031356347
3.574010837564344	1.9566531158590168	6.993099441434167
