epsilon	c	Ef	target
1.0559623753256409	4.191377113383603	3.841052184316846	67.28095808396765
3.888898810350701	4.55960034732165	1.343202317696917	31.9442448900172
2.457037477848864	2.8647378151245446	4.121221888373812	117.47943407122102
4.074326940355596	4.0181784553378375	4.830339997182816	383.94723499638906
2.6591192622017594	4.360082427212431	3.5656100856022714	147.30697201030424
2.9158204139592483	4.158641201451947	3.276020898373193	130.34316858933136
3.1644641242566376	1.5243851653796154	2.822317998288596	38.482912041677146
2.560016149914811	4.859324371793557	2.347039190958558	68.9518382649677
2.111492513467013	3.5253966117670625	4.462491297293159	146.30785984693
4.035727744661852	4.189515994654071	1.9077737157318555	62.19075315143067
2.8436757402774315	4.615642311334582	1.2845492682599833	21.487080034254028
1.8650357596522087	3.223069210675553	2.757866304062854	45.17145396796217
1.9276920748766504	3.793828608210256	2.1853685472530464	34.287119570102426
4.279189929808887	1.5871034072564525	1.5531650012351692	16.527045915698817
1.5714732758046406	4.37937751388114	4.363854890804107	131.27770920265058
4.343584100219951	2.410164369559895	4.837365441984346	245.76577680822788
4.7537563505063964	2.7580365295060303	1.0471715793019452	14.349621992742641
2.290621100578332	4.8516586054802655	2.266632751493564	57.054098282092845
1.0777842754486635	1.582878788024609	3.976075117927717	26.61902757441589
4.6827825879638425	2.36568952417268	3.825722776211772	163.09061346051843
4.134548763986166	3.6611808861874007	2.915646022639516	128.1822619014897
1.0377721532015567	3.763712482288391	4.516850075954707	79.24430872262542
4.272683698930289	4.027614027693159	1.3142994274345623	29.733549135562424
1.1243114684411035	4.017428115680962	1.296056306062666	7.610322896346896
1.5536899411010978	3.34640851281905	3.723462624767413	71.17108745572541
2.026174161241008	3.943030139666643	1.3109437346186437	13.491969272070675
4.188626339363264	3.9555232325553433	1.1434164367659485	21.600966597824492
2.084374040752766	3.8195134178881744	3.632187433584949	104.58331212341972
4.809384106380158	4.010432420622381	4.450069914085479	376.2968040108395
4.890508859821868	2.5474248021728183	4.219302361650659	222.36738657193604
1.357349076349585	3.7881636587922256	3.104013312700475	49.968454108446245
1.7233448840178105	2.4214737376344755	2.2000659768482107	20.010250426278596
2.5532917330201874	3.5289558515097785	4.0827146020756855	150.1113137033782
3.1892852242850283	3.1892002610981804	2.689659214561268	74.25871237545265
4.859196521985198	1.4846492112483984	2.200174739175244	35.00224642456597
3.7836046323917327	3.841027947434352	2.6360317006830645	101.82471383956127
2.8666718937961884	2.126939745968811	3.2904475828040125	65.91752177699627
3.987452375055104	4.0901433458560135	1.073669020775442	18.77531920814133
3.6883507488981135	3.979360942554832	3.964803485147797	234.62420952680685
4.651246922024077	1.7829311186184171	4.947381046678347	199.09005819514798
4.873762870220247	4.726376798015552	3.3560424337744776	257.57201797084554
3.7029525719852905	4.2176970438403	4.483128382478059	310.5616929701314
4.902775654282339	1.3396172817769694	3.096184317735932	62.56990799611116
3.107210940639575	4.840716533227853	3.229760100991744	156.9501411114935
2.626916407706005	2.7451161190896456	1.9385493580036848	26.650708297571292
3.959861715910889	1.6076873721160845	3.664613932500644	85.45824274970862
2.8685529292155203	2.516259889349993	2.0199596127920283	29.44683345564756
3.5164197123481435	1.99456147047113	4.182026780368177	122.20394731474877
4.873904627566915	1.3862372591034178	3.4953092887276918	82.50311702921687
1.1941018716734395	4.869528882098359	3.3864993091335664	66.50193865899641
2.588804316230204	1.6478716814765018	2.1796436930412377	20.19879241273962
2.4385576108624862	4.112279186063736	2.151691934564285	46.91946159978098
1.7598020211540049	2.0453368596616595	4.332357481000607	65.67734248522518
3.063640984817664	4.006371067603772	3.835117121613592	181.3336282459934
3.56236709518474	3.0261486890080143	2.60453082833656	73.32241068851627
2.568023428361496	2.8342859982623763	4.666922852435266	157.02459735981228
1.161767428733588	4.316982037536175	1.0196098801266742	5.162767812011538
3.4297671831353425	3.6775241692962912	4.42072763050382	248.25384556459485
3.5719261001734592	4.619993469639988	4.691596928694585	368.0180922359652
3.494485055037224	2.720343322697316	3.1304109331242977	94.19786987865811
4.226492384243735	1.352830351622936	4.780272597741991	129.6724548329178
4.718557658071655	2.0327771721637533	2.143736628798893	44.19406017214267
4.131451402393987	4.514036829063669	2.9402011649034088	163.26500688871317
4.912925569557472	4.83319015327316	1.7728866135118926	73.5220826155303
1.1963318117215556	3.3299894971947115	3.0415508705489063	36.95871820403964
3.9246084373822834	1.628577367424517	4.838248102957923	149.23823951191645
4.632854117554661	4.212245530726016	3.4482210989600266	229.5179960801799
4.057249061374144	3.5714973902002267	2.468653695791257	87.87419934885567
1.858896085038349	1.4247340671113045	4.085886121631565	44.267538104400074
3.772871879687669	3.0936392456420165	1.9456756542438365	44.26400318877035
2.325114791221272	4.4117975829249225	1.9157234497792968	37.675270615287374
2.0121480908343994	3.751945048509608	3.5721149587953533	96.94494115371363
2.5398770587054083	1.9354689578283404	2.63210296191539	33.867091148934364
4.351412012100074	3.9812923296347535	2.332901643408862	93.07693461299102
1.2595453950776836	2.914120402122565	1.1446440102094662	4.818252149481006
1.6143509098771154	2.414815652135112	1.822473256401884	12.967677702273773
3.9329499776855656	3.4850717206363213	1.9944877982905216	54.54391120670705
2.1895944532118854	4.621031698486049	1.028412520718387	10.749241391753205
3.326716250698247	3.143559624356109	3.675942232392996	141.18446667929652
4.75101967176234	3.092500024493805	1.5874241268642602	37.45918813326804
4.419639312139298	3.932659015350669	3.147706325621765	173.79316725361548
1.832831880375989	3.4930370420850485	2.2223417256218148	31.69654459796471
3.8771610229771984	1.9167928802868404	3.399473768852064	85.40555529382391
2.7833737472546782	1.4678195966517054	1.319674155310563	7.133942255182942
4.393765648184279	4.037365818825156	1.3727301761289263	33.575207925133085
1.0114868640356105	1.8555451742753508	3.4092172066096724	21.558054131604685
