mom	B	chi	target
4.6572882813297305	3.282828241805903	4.144466998441492	80.70966780870529
4.868398850899811	2.2222311879577403	3.9752369346735854	53.9161774610914
4.652117822121358	2.6966257822711275	3.037860735021852	49.74407002997779
2.3153782617211065	2.5427992529597283	3.795484799165023	28.20425570981913
2.1955412243742303	1.9770984978870825	4.696438864923139	24.88159759902356
1.8421053182143	3.81506780434628	2.7637238575541327	26.482036359645193
3.3432800978651533	3.4208552400225165	4.13367726717303	58.919875045717475
3.8941090839375807	2.505268713829414	3.1052173830745287	40.04873745810894
2.8763178683248256	4.133199118160814	4.129548122531235	61.75022935717386
4.211989786491399	2.671444931057387	2.6299430601857816	41.201183322072644
4.8074763571038535	2.234443654568301	2.4763830043752217	37.25751483934773
4.2382286449863695	4.300448490426192	3.736287086349408	86.60126332864178
3.201696352193259	3.77027884302082	2.669387391672512	44.043817173478516
3.457429866267709	3.8884736857720577	1.3524375019720551	31.561780229580005
1.8782425151921869	1.007637845616669	4.222824563919248	9.967395776593383
2.5957944613047874	1.9797634019618584	4.601407361369155	28.69240138172319
4.09020333720232	1.9337505144383087	4.217999178416813	41.2458474769076
2.2751696630084326	1.155801369146742	4.205057947426898	13.59973522899274
4.894193706783729	3.4297359708804445	4.128931614108218	86.18829724689884
1.5628057494247218	3.8360768866401744	2.564734587458437	21.021654228455233
3.932108169541123	2.817886780665752	2.448277739141444	38.08123595472808
1.1011723404016207	1.059942820595182	3.7389647042489766	5.614988101184107
1.5492914105751572	4.281094235323127	4.613969758357713	38.551959066404486
2.618882559551977	1.011180961082902	4.713962329654457	15.15585168852287
1.847004617034104	1.5074361591926642	1.0868454911618408	5.849729324599674
1.4816961096612475	3.980008551842484	4.499396065648986	32.68205021457349
2.184653829212336	4.318679355999871	1.1119057236263643	20.051245663455024
1.3217298992315272	3.377590291585201	4.926445913371251	26.38969558357437
3.6600593712991856	1.9263436530751985	1.6705266403061905	18.96024927091612
4.412903736795246	2.443191779174565	2.7731307595239807	40.59497359571209
3.122682667474905	4.826096314486929	4.927561511650311	88.87639156630087
1.2188541920024516	1.9835395712222	1.4904791692558486	6.05241274249897
1.0691298023573546	4.491734555892421	1.1477240825984991	10.232712974468207
2.4366583792520293	3.479187371399745	4.940566744145469	50.821643177464146
3.144593695683676	2.9147089363277248	1.3643609126740492	21.932117823057105
4.768987491693741	3.7307405001916174	1.3041056275112537	40.523561202718874
1.529803969403635	4.130898732564541	1.226630098713961	14.227621410699951
2.322834538725465	1.0985484464497608	2.6036817702145028	8.944292636154268
2.9326839792408244	4.747198072557482	4.821022714270713	81.30736448664625
4.835502166238982	1.8642816337195964	3.444069522845082	39.68865747952438
3.033627693174395	2.4658003801307817	1.5242374562447143	18.657789789213794
2.024547229520956	3.985742237975576	2.9655302712612563	32.1131301087509
2.069708488573532	3.9136518702278575	3.8302498706696415	39.58908030235145
3.5510062401755547	2.663092307208012	2.664195258537608	35.28999021627405
1.6293127855043688	1.9436077563036087	2.7432028403821587	11.836070865607391
4.39063891350927	1.2755074041115	3.325471057950211	24.078642218597125
3.0004511700432857	4.399170503855468	1.7344006157843843	36.87735297932663
2.403123604316737	1.0896219400377438	3.9747088612085726	12.966986526817983
1.113248887425855	3.7349298033057714	4.856442398738687	24.506860264565343
3.9903372663685968	4.714708455252845	1.968648197861095	56.10923571869104
4.1071925366014455	4.344926717243089	3.5708861854146914	80.87990487061155
4.757110795562362	1.3136212948111905	1.0937296309185816	12.826529621956091
2.598268819032409	2.630346892686652	3.899657350411138	33.46125276094499
4.05510402250226	4.35043761107594	3.40161756636957	78.85875265279779
3.112143924541352	2.393979856588676	1.865812101239833	21.32113222841063
4.951605916704432	2.0580139111072064	2.089661231301311	31.897073137715804
4.608362479704642	2.508029552119558	1.8215992235398184	32.45845513987607
2.020353291584373	1.6484254444793116	3.9502262153426577	16.49316656460734
4.3375957107771965	4.435340973680173	1.8370106749170008	55.289613009478856
4.024327088345464	2.600251283905148	4.592609637430339	58.75183165542595
2.3372865760884736	3.9091503880958696	2.5290169499637374	31.99696248827412
2.451043205435014	2.663288831672212	1.4150418987834033	15.876851583650074
2.579199514308257	1.9117900528974632	2.4998003049342907	17.128295572536068
2.1288887876187257	4.335082702147369	4.807442064466638	53.259849275042974
1.362705924214839	3.7749069349565647	3.071351125524978	20.941563295633173
1.7251655134022943	3.5569338468921874	3.3920343499444274	26.870177420617402
3.2524771632872813	1.8857040435589152	1.6339322422403986	16.062659845060022
2.885465245601954	4.075721450821495	4.7386439704591234	67.6227877001089
4.317521906500173	1.18572188611525	2.3850347189940453	17.43071961646324
1.5895858030894967	1.22937067404808	3.132987542142918	8.11372829975875
