mom	B	h	target
4.591741640713913	2.4456550339723755	1.670223011049308	85.81013937993053
4.849123801077231	2.606037547333644	4.322317122042237	36.70521364001191
4.7617839787666645	3.371039846635247	2.31144423011506	86.10873167964546
4.667846431680047	2.4482006236555462	1.528944151993835	92.6208500298016
3.4032715135246856	3.741031601667513	4.721144181691106	33.77224310527411
2.2051615652291203	3.3363936802624607	4.860657630956112	18.720334455665625
3.81668537870056	4.900077425908178	3.2821750928575866	72.02444442026868
1.1571305704663324	4.031382517071034	1.4803489059254336	39.67728555158119
3.5379762970424853	4.583081985438097	4.866937480899079	41.887230609342865
2.8258772960885614	2.1924005844211547	4.600665691209923	16.81760603279313
2.865206205742916	1.8291816486477348	1.961627161679801	33.25699212863658
4.005503325749839	2.4932333011056382	3.632722276304116	34.223784488941014
3.5775804373755635	2.2199729225509746	3.959290834402728	25.25206251689928
4.840880481683284	2.584977518196361	2.8990053139007963	54.353287994235096
3.1409872449216505	1.240031984936239	4.16430298956171	11.712324470226681
3.908687139838522	3.411320242410288	3.0004165402288674	55.08397610671987
2.819748681452654	4.0052994145548535	2.490321070418989	57.41614573592828
3.33232417080982	2.458724016803614	2.0486768885967632	50.00637940922094
2.9973714791647774	4.209231285802671	4.843777992287427	32.77271599165134
1.2225739223664749	4.082712678868527	1.9240194512168705	32.72516746884752
3.000707485691964	3.0155700138808883	3.1351195185536773	36.31539146559918
3.751311507617376	4.238615905574825	3.094733418652852	64.30669832818661
4.0201770424750585	1.7855151970588286	4.815604758717333	18.86615334802163
1.1738801457909824	2.974611423691046	3.932830051794636	11.228248416539959
2.2394953193042486	1.0534741694049266	2.339629639087709	12.702465585835212
3.419538316345532	3.7983983294533727	2.7815094138022807	58.57851844900274
4.1318759498214295	2.944781089330226	1.773446339877954	86.85907400230283
3.370530703180864	4.541277938514876	1.0534399483341303	181.3125602098895
1.857159181134794	3.881707853460711	2.52417238970474	36.0142605411775
2.231792199185752	3.0653711201651768	2.1707665186946152	39.76895940004484
1.1588909344549307	3.7416616030086254	2.06020491882802	26.69145594123905
2.7673369477555902	2.169355095422961	3.5266764777667587	21.50082051821308
1.4186748832444502	4.079242290935184	2.1640783435310493	33.49787462448771
2.4548957246974275	3.470161270378813	4.6408100120571625	23.337950812866424
2.4437411101728697	3.875864297748064	1.5735574211676155	76.27962745251388
2.0124087233165007	3.142119336238093	2.0091866795296003	39.064276809012604
3.306614034744392	4.2314650176749815	4.33210372490089	40.799601948132114
2.92142921386645	2.947726049105125	1.8354956331799683	59.148969732328446
2.8874790943637327	4.514513346233199	3.1246599495263774	53.00710037213084
3.3197270046622664	2.250233552890783	4.409826240981532	21.514567182067033
1.9317371049753544	2.122351508293716	1.326009651353364	38.89340110377112
1.300304690289357	1.4191037987633974	1.360523244656252	16.92062775840959
4.351090132365737	2.6582471163876047	2.561498665733801	56.565880893336065
4.638996551168972	4.3240579426188575	2.526959130493176	100.19249200573016
3.489506244928932	1.1284916861305776	1.3150331866187153	37.692805244958684
2.208520079559713	3.7957397195492057	1.659133662718184	63.83739240204001
2.1601919012134534	4.517566276295877	2.6218261495317385	47.24306965653583
3.6753725948185134	4.897196577277958	4.8818228800531935	46.445970813108296
2.357452013455709	3.3769863649245964	4.007360845753015	24.948278753094453
1.3421671325450055	2.0268915767375097	4.250209922313643	7.990996253920144
2.8544235141157506	3.723268417039852	2.0968672174663983	61.9988750517317
3.860827309781603	2.885400598790552	2.773184690641908	50.3271578717989
3.815784306780868	4.363668510241794	4.792974357304576	43.65899575488291
4.46804677958983	1.5035951222452786	3.8385062833470247	21.792784513374293
3.0757821512858934	3.0651548876254244	4.885750397164916	24.411446422294077
2.7879404415857767	1.4835665948862444	4.474555192680499	11.531817334452782
4.139504201986067	2.425013187476534	4.0538441340389015	31.10709268921194
3.0715044982518176	1.8599547972414645	4.963499136859756	14.411928102112217
4.537294609382549	3.4506641120462382	4.615045530690231	43.33793893363493
4.093459967017504	2.941636898811927	3.570869765918056	43.025288403699165
1.6160862207499265	3.9176839191502806	2.254976662182113	35.51172397866523
1.1164694030502975	2.756504724575097	3.7420822821565545	10.33384835347057
3.256062743046196	4.294789793189271	3.3672570727143416	52.426712914475814
3.6943603244729113	2.48952439000377	3.1473500505973746	36.7052840341719
3.701799162130968	1.4548984980647464	1.6480350720036134	41.44223978000392
1.8809275614480536	2.011744250860628	4.984186377785741	9.610043223147901
4.1329424480020425	4.048738130853504	2.617599520817139	80.87710621653669
4.040847787149138	2.595735640238712	1.05017383479642	125.89796876553973
1.8021091919880992	1.0573750767154158	3.581074489342728	6.719168366459405
2.9072297811942502	3.7214199900730622	4.135693012827116	33.1689968257103
2.5394949632842048	4.392036832234342	1.6322241335234784	87.88832187416772
3.6700294268723184	2.7618613800568066	4.331246423492349	29.708748042842576
1.57965723141713	4.125714623040277	3.2247050301945066	25.06616380905916
2.614436199437162	2.700301300691817	2.150348783785564	41.22034455119753
3.928845394111089	4.6321048664800974	2.819598011423444	80.64207051799126
