Pwr	r	target
3.8696179181372616	3.5775091067874	0.02407187469036595
2.9530985685726523	2.3659432314960167	0.0428214778582985
1.25325217320235	1.1912270952080664	0.07046468498203344
2.995138138790181	3.6304690548827336	0.017779205527875357
3.0932833890101428	3.0656965857010423	0.026331436015283455
3.7899712478088095	3.917213433719773	0.019438652915310096
3.4415442751713963	4.779167226582187	0.012144800651359033
2.6310848315042503	2.9341630956281017	0.024560945412987565
2.0029848197429376	2.8443609321175627	0.019609705024991958
3.3311838551275565	3.838043123123892	0.017691481816120937
1.1390293950405317	3.71626068701448	0.006661191250075553
3.993900507008065	4.927451622108379	0.012947582241299714
3.4419489605962883	3.921120510273942	0.018098179678488296
1.983673725432504	3.6794899244447903	0.011597944756693774
3.934517465474996	4.29513416427862	0.016980493258820374
4.981146361950484	1.842839109326933	0.11626042150268527
4.7870078405373695	4.59337250592892	0.018095937515361805
1.4884454517031536	4.3824746185190895	0.0061956112430066775
1.2529196717952655	3.7400950325778015	0.007088521228348679
3.038487585817662	3.343170470100541	0.021382339486285533
2.0133800524519128	4.680852254434908	0.007420244587586573
4.784622941465246	1.943151933536324	0.10183319313003737
3.554662419045701	4.1445817467259936	0.01631254762100406
2.657992689066305	1.8855852278647	0.05917125845106511
2.065733958989312	1.7572456033280552	0.0532002135217648
1.09559265652371	3.5415812999691942	0.006876054474600859
1.7985918317113776	1.2511578447876477	0.09069873444361419
1.4318109140256627	1.9559178869906857	0.029852236508768993
3.974665345666191	1.252388107664458	0.20390121093019398
3.017187010786058	4.374356729341063	0.012377787897656329
4.068439824329325	4.514992396751851	0.015935037526048093
1.8390488183742355	2.5418776438942534	0.022631008022007043
1.6484077322048734	2.7291644327157987	0.017959273783816662
1.7458681922532744	4.498654765895104	0.006886149822968722
3.573825446608037	1.6711568885232544	0.10134074147451173
1.2313317280167542	2.586457148251674	0.01464063525225421
2.465510233083671	2.1692984628929173	0.04165699202659158
1.978332826961711	2.2062157088424046	0.03313069128856546
3.1230588526284744	1.0329138072214876	0.2290432688528884
