epsilon	c	Ef	target
1.0559623753256409	4.191377113383603	3.841052184316846	65.29885963378561
3.8888988103507014	4.55960034732165	1.343202317696917	31.991623934970065
2.4570374778488637	2.8647378151245446	4.121221888373812	119.54974588853815
4.074326940355596	4.0181784553378375	4.830339997182816	381.9798889050439
2.6591192622017594	4.360082427212431	3.5656100856022714	147.4009269638022
2.9158204139592483	4.158641201451947	3.2760208983731935	130.13842646205808
3.1644641242566376	1.5243851653796154	2.822317998288596	38.424372231107135
2.560016149914811	4.859324371793557	2.347039190958558	68.52661481355979
2.111492513467013	3.5253966117670625	4.462491297293159	148.23552404312503
4.035727744661852	4.189515994654071	1.9077737157318555	61.537441416521304
2.8436757402774315	4.615642311334582	1.2845492682599833	21.657770682314357
1.8650357596522091	3.223069210675553	2.757866304062854	45.71968314686279
1.9276920748766504	3.793828608210256	2.1853685472530464	34.92727836556304
4.2791899298088865	1.5871034072564525	1.5531650012351692	16.383322421698974
1.5714732758046406	4.37937751388114	4.363854890804107	131.0569285312194
4.3435841002199505	2.410164369559895	4.837365441984346	244.96988138792958
4.7537563505063964	2.7580365295060303	1.0471715793019452	14.37714411584172
2.290621100578332	4.8516586054802655	2.266632751493564	57.096016599700526
1.0777842754486635	1.582878788024609	3.976075117927717	26.970479250231644
4.6827825879638425	2.36568952417268	3.825722776211772	162.1394645870752
4.134548763986166	3.6611808861874007	2.9156460226395158	128.6823248506791
1.0377721532015567	3.763712482288391	4.516850075954707	79.68742687974691
4.272683698930289	4.027614027693159	1.3142994274345623	29.72605150570763
1.1243114684411035	4.017428115680962	1.296056306062666	7.587216806158468
1.5536899411010978	3.34640851281905	3.723462624767413	72.08373943200655
2.026174161241008	3.943030139666643	1.3109437346186437	13.73014026720582
4.188626339363264	3.9555232325553433	1.1434164367659485	21.661295200394544
2.084374040752766	3.8195134178881744	3.632187433584949	105.03165259798813
4.809384106380158	4.010432420622381	4.450069914085479	381.95687774466035
4.890508859821868	2.5474248021728183	4.219302361650659	221.7873236803851
1.357349076349585	3.7881636587922256	3.104013312700475	49.54130422031761
1.7233448840178105	2.4214737376344755	2.2000659768482107	20.19869782952364
2.5532917330201874	3.5289558515097785	4.0827146020756855	150.19127650598455
3.1892852242850283	3.1892002610981804	2.689659214561268	73.58167447985241
4.859196521985198	1.4846492112483984	2.200174739175244	34.922285929752874
3.7836046323917327	3.841027947434352	2.6360317006830645	100.98444270550074
2.8666718937961884	2.126939745968811	3.2904475828040125	66.01507621935473
3.987452375055104	4.0901433458560135	1.073669020775442	18.80073735994096
3.6883507488981135	3.979360942554832	3.964803485147797	230.72193221453517
4.651246922024077	1.7829311186184171	4.947381046678347	202.9806704282836
4.873762870220247	4.726376798015552	3.3560424337744776	259.4463848225492
3.7029525719852905	4.2176970438403	4.483128382478059	313.89607302905165
4.902775654282339	1.3396172817769694	3.096184317735932	62.96168983488397
3.107210940639575	4.8407165332278534	3.229760100991744	156.89926868008794
2.626916407706005	2.7451161190896456	1.9385493580036852	27.09946389951772
3.959861715910889	1.6076873721160845	3.664613932500644	85.49448043183345
2.8685529292155203	2.516259889349993	2.0199596127920283	29.45125017670525
3.5164197123481435	1.99456147047113	4.182026780368177	122.66530711128135
4.873904627566915	1.3862372591034178	3.4953092887276913	82.54405814811311
1.1941018716734395	4.869528882098359	3.3864993091335664	66.68533048339192
2.588804316230204	1.6478716814765018	2.1796436930412377	20.26719400993368
2.4385576108624862	4.112279186063736	2.151691934564285	46.427553139359645
1.7598020211540049	2.0453368596616595	4.332357481000607	67.55806887662615
3.063640984817664	4.006371067603772	3.835117121613592	180.52872076868638
3.5623670951847397	3.0261486890080143	2.60453082833656	73.1287143644
2.568023428361496	2.8342859982623763	4.666922852435266	158.52723920840168
1.161767428733588	4.316982037536175	1.0196098801266742	5.213957759146507
3.4297671831353425	3.6775241692962912	4.42072763050382	246.49476047343688
3.5719261001734592	4.619993469639988	4.691596928694585	363.2329295962956
3.4944850550372237	2.7203433226973157	3.1304109331242977	93.1557375680084
4.226492384243735	1.352830351622936	4.780272597741991	130.65581867953
4.718557658071655	2.0327771721637533	2.143736628798893	44.08003171920061
4.131451402393987	4.514036829063669	2.9402011649034088	161.22108415008023
4.912925569557472	4.83319015327316	1.7728866135118926	74.63387456541861
1.1963318117215556	3.3299894971947115	3.0415508705489063	36.85400445631221
3.9246084373822834	1.628577367424517	4.838248102957923	149.61701924784688
4.632854117554661	4.212245530726016	3.4482210989600266	232.03447345802232
4.057249061374144	3.5714973902002267	2.468653695791257	88.30846743602768
1.8588960850383491	1.4247340671113045	4.085886121631565	44.214166061126825
3.772871879687669	3.0936392456420165	1.9456756542438365	44.18578911751644
2.325114791221272	4.4117975829249225	1.9157234497792968	37.64658685974899
2.0121480908343994	3.751945048509608	3.5721149587953533	96.3312651381698
2.5398770587054083	1.9354689578283404	2.63210296191539	34.0568638675285
4.351412012100074	3.9812923296347535	2.332901643408862	94.28598263099585
1.2595453950776836	2.914120402122565	1.1446440102094662	4.809082150597836
1.6143509098771154	2.414815652135112	1.822473256401884	12.94804657966558
