q1	q2	epsilon	r	target
2.420628686677852	2.89553730421238	3.737885666569431	1.3138779228240742	0.08643933809204167
3.832658619606502	2.3691357672182987	3.8534258805576767	1.3278580322999138	0.10634814602996784
2.6740379132723304	3.0783639891431664	4.836381986893176	1.4512805853375317	0.06430641524589673
4.7588238702645285	1.0612741946326043	2.3856782671479686	4.713059762855512	0.007584022343173644
4.466770634203759	3.3335350500272165	4.858419729557359	1.9228712892394773	0.06596192971833498
1.5891595485943877	4.189109031930999	4.30034714873233	2.82481092980812	0.015438212560141147
2.652672391924047	4.349918409298788	1.1045285584989817	4.103165815947956	0.049378714465797495
3.373720514476408	2.917414570009538	2.337499653040079	1.3840452258395146	0.17492233547643396
4.674463329690422	1.9391617453072985	4.222249354284826	3.0601449461694097	0.0182434955430116
4.513723820885997	1.5059159739671055	1.5600730102552944	3.355112918486125	0.030801130212242407
3.313383429444118	3.3344155676524405	2.9305308080320174	3.4287119056536888	0.0255195654301928
1.1717219787917714	2.4580624136079803	2.9807991738169983	4.439745127043463	0.0039008461563325453
4.490514727236097	4.747937499441408	1.5746247303155718	1.1811186363607988	0.7723731041508529
4.943506833690215	4.485616841688092	4.165636273304305	2.0921639600180666	0.09677756014304666
2.6812625244812684	2.620532613386124	2.706520331215202	1.9246215729727512	0.05577210680628593
2.1884966969914745	2.2226280869415524	3.5566373906044464	3.0474240180187637	0.011719186550373007
3.1326761332083133	4.083532728030294	2.494123451677206	3.2610190265406116	0.038381068728168426
2.8858491683833223	1.979729350139718	3.930894257162626	2.9196406999111373	0.013568111589675785
4.844747768103269	2.9283410944928034	2.9124302651214133	4.902178560355738	0.016130550215372484
2.4177815559260343	3.0111126084824265	2.645214541245769	1.954271525717247	0.05734604664454186
2.0159533179584805	2.1525343645147537	3.5871274506021984	1.3745223456845	0.05095306156761256
1.0534337347948988	1.1479728976538297	2.477863289589127	2.438612403666913	0.006530795645335003
3.8144354591811016	4.937596908522163	1.1598038081170774	3.2288361188188968	0.1239537024585367
3.2857218415848317	4.365056012853458	1.4857297035767978	1.4576182748789843	0.3615624631028596
2.3296728693360103	4.893190928563237	4.875676598292639	3.6072008274360168	0.014298869574087781
3.0681937477212697	2.5180802700281686	1.395122721396444	2.304543267477852	0.08297749928651922
3.151404066727574	2.689028009173466	1.5382040773849996	2.6827256861748934	0.06091483325937955
4.8902518580049685	3.9839374997126473	4.666561321164576	2.3585924406969885	0.059721553694602976
4.70634361458097	2.438459322527489	4.339067136664654	1.2655982070543654	0.13140176895899916
2.446077921455973	1.2846300102522856	3.0043634925903984	1.57285338892263	0.03364414733012317
2.577149955379309	4.802655549998015	4.163828893827901	2.2019457326960383	0.04878711842882827
2.392113109504759	3.1409755855538863	3.1396361782498916	2.6616779946131963	0.026881039235938452
2.3691642431067854	4.285228115133152	3.791214495502264	3.534405973740597	0.017058782409902634
1.0571398168344641	4.583391133336273	2.8666057836533194	1.412265593896752	0.06743863270730463
3.5194180046625854	3.1395820046775196	2.7415602135126194	4.989157116958428	0.01288488860121568
1.1006146038147584	1.3171424862545231	2.9054515108529104	4.370516521647448	0.002078638664481241
2.875736285944817	4.448792334685729	3.65531305306419	2.7619965442408687	0.03650988694216382
2.7356768758518872	3.8830524719514554	2.2524104668973512	2.787979229509835	0.04828381641165009
3.414245104494945	3.5186324486894947	3.9156369156614086	1.7321569888083137	0.08137327957104397
2.5574764976679627	2.3376618127146367	1.0380933765669074	4.067432428284823	0.027701695815595992
1.8557955804290711	1.2797020517001685	3.801655485302677	4.529871293567906	0.00242261641448264
3.1517732711482944	3.9795508470368417	2.4502862099758618	4.7135082240551665	0.018334699989941517
3.6380053673102783	2.9722620779409046	4.998086310248442	2.3898917469791736	0.030142575778555926
4.9810144692124965	4.0107319721157255	1.1934303804081328	4.29802137919226	0.072110307459265
2.852295394618937	3.7658686663868433	1.3646853812573645	3.3621901205939637	0.05540803288981454
2.9541586438080163	4.032550151871021	1.5781610096556418	1.2727610345335891	0.3708161802740405
2.370609457297135	1.672808601607798	3.1041541428157187	1.85467051751016	0.02955422573068912
1.3459687324806846	3.9268871519006794	4.094483613216681	1.0948469865321888	0.08569737832239928
4.166329796394328	4.212111443594106	2.011554689563616	4.951177419133148	0.028320101873686512
3.0402952996727257	1.356059627941824	4.969443464348302	2.935423568772637	0.007661880649814403
3.044707977950754	3.842529505500585	2.6083631035132844	2.617658185496676	0.052090565550514036
1.9418435305500283	1.3615805873385631	1.2464844404659776	2.84579996745686	0.02084261073275749
4.643761315606213	2.387794300070143	4.9923289556408355	4.945902474132241	0.007225412487353999
4.923413763794696	4.255871345499541	3.5223636316098195	4.545952081307849	0.02290662292352243
3.5891084378718467	1.0553755299785346	3.2319693114972963	4.933533636102737	0.003831777834565715
3.895177335700345	3.836680911978169	4.033250860271032	4.954293738815684	0.012013078428584362
3.870034544126705	2.8858438529749875	3.351253420434893	1.1508324205353992	0.20023793588849315
3.6546536997456154	2.7209882038907525	3.380233100162273	3.1402580889513283	0.02374027197932753
3.13153940212462	3.1895979702849524	3.887306405768713	2.7981803446081064	0.02611462449965036
3.35739654970018	3.035135925544898	3.467833628342685	3.168861368620925	0.023286605570730052
2.684906929052915	2.179176847975873	4.998293524197634	1.2433019144648068	0.060261076649614935
4.865302211305114	4.6876814082986185	4.1521501961784635	2.4946827120565915	0.07023512439217419
3.692791074300709	1.913758899527948	1.0446084827699709	3.9791479645403194	0.034001523054108126
4.043615667760598	4.8831575481279135	3.311135317244532	2.36109827992548	0.08512471753192208
3.825347878641956	3.830216633862571	4.634849783132174	2.318688149167231	0.04679118698606683
2.43553106596674	4.507515591463099	1.7944306646384964	3.2465305153012967	0.04619078959869625
3.044932410105294	4.3090124080998935	2.353910805202033	3.642974063367458	0.033422842048549964
3.6457170927219416	3.6268868693633127	3.2874359330867278	1.5441461534386858	0.13423723680318045
2.734764722078127	4.7850657991776435	2.6550008035274955	2.8056455739061215	0.04982734504982224
3.8317433758198707	4.1249269714133785	3.0238704974672124	2.1031700343027384	0.09403528752828848
4.88944681200833	2.390964729760939	3.9160978193296256	3.1441434247490623	0.02403061042174981
1.3186571544402277	1.320027315918356	4.007541526116913	2.6258906546547127	0.005012722272351441
1.81974853516642	3.520209334660996	3.068575767223085	2.865370833990692	0.020233521800068443
1.6798455057536872	4.474988673753211	4.327429753718153	1.420658944338896	0.06849229704721957
4.377303031993587	4.424206437616193	2.8564334980553454	3.33442370112544	0.04852510080981812
3.2403016529543054	1.3441086742237398	4.25821626206173	1.3502507538711113	0.044643002025502136
3.5385608765960734	2.896892355921814	3.835164536362244	3.512694622656969	0.017237900624205323
1.0537479241231518	3.422808483058412	4.218449768289451	2.1124112945880977	0.01524753447114865
2.1002774996115026	4.131255677875261	3.4982403314065307	2.1544079892909918	0.042524904320639184
3.4295754852972813	1.2096643023371365	4.860851393615424	4.288680085769776	0.0036926293760556643
4.291931357455274	4.25425202369771	1.1912065846442292	1.0085671194239971	1.1991387053496512
4.370965038700513	1.085416269834116	4.785216221534482	1.3290051232440527	0.04466927660469952
1.0771244668087916	2.669325355547336	1.0533177707331784	2.5165050555827584	0.03430066286937977
2.2395325144841225	2.7804421597152644	1.3911146839777002	3.0978185399279425	0.037118164236822696
4.0689515587134935	1.1639804095099282	1.9931668283337152	1.3028631322939304	0.1113979210877647
4.6825423890443565	1.0437647225674065	2.5760122996362464	3.1289461701681858	0.015421632592596969
3.0752117992178287	2.8111030461828785	1.6906779703755364	2.977952175305981	0.045882344614496265
2.933211445540446	1.717006942789292	2.0446953005038973	4.614768801652993	0.009204009612811506
3.6653619947135816	4.26672312619856	4.940823945903281	1.442978375092573	0.12097132728213078
3.6336728562009206	4.682735144858012	2.757805595100125	2.3612203893764097	0.08806409119781802
3.057037553687219	1.5190095379241564	3.3668591977123308	1.8595972254078597	0.03173866657785046
3.9369539932973767	3.3841211394726765	4.9681816701375965	4.1967511840310845	0.01211636827272232
2.9033446555375804	1.857655871140357	2.1865443419662567	2.4446587709594327	0.032844239390370636
2.1753285135855385	3.803843130128268	1.634656517867504	1.2444198205618395	0.2601220912865794
1.2003077384038296	1.412952483923215	1.0791928750131894	2.8187827892230763	0.015739394016598147
3.0348376128885657	4.134226787804957	3.3500905091476807	4.45595922986978	0.015010008319206274
2.7564471999554425	2.576435051660348	1.8732308129656443	1.023087250822913	0.2882321189396113
2.83698480922613	1.3981116888127259	4.377343946622041	3.5604060881812383	0.005688257794901952
