m	v	c	target
3.5631253738487674	1.7221507772663418	6.377670163952184	150.52044370280277
2.344448559634206	1.6925573310341884	6.498964717302918	102.56062394989394
1.287208618661222	1.4009085522354434	4.5936553239334925	28.520893210299977
2.605655357974625	1.5258603055292062	5.331239979319127	77.29162202889552
4.817617142136882	1.90675968299066	3.983641801736846	87.07525484396967
4.329523819543991	1.030600543925786	4.8431331408088205	103.93347531544727
1.2764858269382977	1.204649987793475	4.012045808605892	21.540910962264615
4.640488137710599	1.4011606727798016	8.833757532197914	366.7647712615062
3.7357906738360978	1.742310799238885	3.998186129605916	66.34974623846476
3.254989101316218	1.1993107112610983	4.577782550863731	70.68059162108639
3.5804494378389826	1.85462435391176	6.699382806764685	167.23264504328432
1.4652784623125403	1.3590894475246875	5.44289660715867	44.82909155118991
1.5887435859181351	1.8569428702926736	4.484741089109732	35.104891304086514
1.8578910675153577	1.658326870653947	7.145984128525488	97.53606078769344
3.8968231106398	1.6967908938112832	3.092774974043353	44.58280114348368
2.6462034693228866	1.920028972384004	7.015191035064602	135.3973344037476
4.611594059501618	1.7462034948166694	3.1314199253213215	54.47685812835318
4.178113278954512	1.0219236542791863	6.095717063876285	157.47810927750126
4.300748829171667	1.0341200221351985	5.966333482347269	155.44710293644172
4.7383870086915945	1.1736216617251878	5.051455519139463	124.31203017207213
4.516865673324398	1.0524264975320874	8.6505516259539	340.53584713039857
2.1710092470552014	1.6688193045145865	5.856051012978464	77.6717732391769
3.9027203249376505	1.2372019457575147	6.064977368662754	146.64093046679187
2.135401283623206	1.5642085765579723	7.0566067417193254	109.04658462143995
1.315916706064744	1.862021215490472	6.923918823086924	65.4988247565006
2.9682014470020355	1.8242016612031628	8.814016065130993	235.69351120819556
2.368536544552769	1.5840843918948129	6.205085783964147	94.32130780436256
1.3456411989528396	1.562573428756612	9.127708378736989	113.79197301787909
3.538122361654907	1.1521800802870343	6.643914596335156	158.58118274089003
2.070055934565694	1.6241367676489182	9.45327157694026	187.78137562926062
1.4791048026555873	1.1616767888130544	3.186734469753332	16.130676311347766
3.6266762198277496	1.1685569255021406	8.703682945301086	277.2457274189584
3.5680614872297407	1.6010750005694492	3.590264738928023	51.384711231170314
3.703149808237	1.4148623345071254	9.207799081100287	317.7397422612408
3.5784268779226966	1.0775039602276422	3.6645317655398975	50.27645641852297
1.8248434734874155	1.8585974446505604	9.225596125604211	158.5665535162959
1.2461047659593447	1.6801209354940445	8.300191050201423	87.6628266851762
4.783349043912249	1.0415510588139187	6.3805791129993406	197.3862887306091
1.676873044325896	1.3576301720658244	5.930870358430214	60.59326799600722
3.38078174032813	1.0867925780859478	7.1903436115842725	176.82136066846326
4.599787225860387	1.798480290858459	6.370846526003581	194.6101700561679
3.5240785908329713	1.22612772093732	9.404499688066947	314.36905978672166
1.9052652529548555	1.4781204042886484	8.066148386528424	126.0970771676636
4.178079105083635	1.6735648371782292	4.458712066520119	89.61278679554836
2.6230888774544847	1.7413774278198182	6.591003284348786	118.14869263609936
4.752350066396348	1.9291769360912705	4.186181356045026	93.83943477929613
1.201649764570429	1.2892854881032891	9.750951012156117	115.2661304482416
4.618738592012981	1.611548393006196	6.412512034189166	196.22153045734325
3.6516784597361114	1.4146492706373563	7.856424519571309	229.13928512715503
1.5540344953656042	1.926283252239818	8.3868282148566	112.31156137029544
3.628081885807386	1.125003205526515	8.469009889761216	262.5477588218555
2.1409860864031582	1.981457382874748	7.565601775034906	126.97878059283808
3.3090064043699687	1.906769125171188	3.1677453681701864	41.58126529787732
2.738717028583058	1.2098172868507526	5.50745580366157	85.15080933071103
1.491572293167561	1.4228726015371864	8.034116388811148	97.82292325957151
1.3929077577345703	1.1540480383452791	5.0318031713778515	36.23292251235908
4.6560902988767925	1.7557272960181	5.1845850068800905	133.01455158642028
2.6386205251369934	1.2463189227064675	3.739186931254973	39.129492068907595
3.6626688817894406	1.2856023891688202	6.924392815631684	178.72212576196145
1.6913056975313006	1.9772239884811709	3.825328690018022	28.91049669379344
1.3514779062843405	1.6735022059966311	6.684346095995205	62.37105019976335
1.4630116882769701	1.1265745175848707	3.328700294293964	17.22715534665727
2.327064451035965	1.8026660884135224	9.38472444773019	208.84064570969727
3.5946395997441094	1.7470039386218148	8.593973224187662	271.14859829857846
2.0236646080058223	1.5650828402120256	7.478471961310391	115.7415593487632
3.346086543904213	1.9724530326432104	7.235245644196353	182.05949486718845
2.7189564273007307	1.7747021465426767	8.981715682875661	223.75289183143227
1.3504577213470887	1.1057658890317572	4.764667302164102	31.51870071131903
2.082310979357893	1.1575180196479709	4.594595201441101	45.4233329789981
4.968659382387882	1.1225832786588483	7.984207584286537	319.91789650266264
2.5005429950254032	1.909581025648104	4.997706406126106	67.58422195231076
3.301693919527345	1.054387398034285	5.694165186071958	108.9364168564765
2.9629756932818783	1.9547084135742248	6.864184829202992	145.63654395573462
4.5986556116865565	1.175783357017388	8.120613775351165	306.48505121873364
1.141787847928156	1.956399169759456	7.435253963705267	65.42698696420065
3.975079086791384	1.3196210803421011	6.6840561109777	181.15872596213768
2.9830637453877435	1.140315717531365	7.800179934994189	183.4690920743449
4.6087670133602625	1.041865929486269	4.135391872870564	81.44379210742959
4.493828631767075	1.9036941942045669	6.280961604525462	186.0343637226761
1.5953647223789251	1.8134914688844372	7.62433433565523	95.47952220222099
2.480961836820533	1.4013198520709222	7.938194339967798	158.8320160046109
1.7865044106717534	1.433781957420272	8.902661270624076	143.4664522325607
4.9963798825209205	1.3249628989919715	4.27597958109918	96.08286191980612
1.067306903221613	1.6464185742376454	9.883578711480773	105.73740241484778
4.820899540961046	1.3361769259734884	7.9460880925182895	308.7901330830453
2.7035385080622967	1.4499096385713983	4.361523890020871	54.530411026810334
4.3295865231447594	1.6813989135423988	5.765822843431656	150.4761798953101
1.905939511615112	1.7045776037058131	7.2518074908471775	103.12013002788281
4.9771191950977975	1.1547203950929137	6.346890635708336	203.89630422290128
2.673196057155232	1.45217682166896	7.463173681768674	151.79553461369068
4.010631236243679	1.6768738251168394	7.927550949826895	257.887709455714
1.4623696877083776	1.8779570319010437	8.271581219796715	102.73681478660326
2.0230944540427656	1.2377738884097915	3.0754096682620387	20.902411628903465
4.140691568113233	1.0242101532553938	6.072560121041354	154.9113544059633
2.717696155564688	1.8295675041287616	9.922926950496997	272.26438871884466
4.030908548552948	1.592088655753924	3.4133980012983125	53.09440065200072
3.853746389850984	1.1930837826716338	6.476761883119288	164.47331075524045
2.905572011464732	1.8977437740974628	9.625341673634145	274.5828817139069
1.5816286984770591	1.873422813898105	7.381665821247614	89.09859179060284
1.4236166708886695	1.3823545154219221	8.119353586944099	95.24086767562405
1.9382668551546045	1.7845856100667468	6.061552372464696	74.51938234226539
3.1133103411135337	1.6831003363492612	6.444708738315791	133.95801811182392
2.111375601368742	1.597145123676483	8.170437795082071	143.71974706657812
2.83287538328726	1.9157858524857843	8.39636802402242	205.12574215961982
3.6889363137811664	1.1506011477166045	6.357864244375023	151.6193242776769
4.331623475084322	1.9816566766712944	9.610082525846348	408.82767289162325
4.880919137287195	1.4321604809554782	5.07368103251018	130.97185334262008
1.8983071066663868	1.4334346738908397	4.647688136625907	43.10676807357563
4.836344788711722	1.491636238894824	6.258158338003619	195.0342995629052
