q	epsilon	d	target
4.991495629139304	3.4378230326171177	3.380830765578279	0.10235188088040836
2.441465578514649	4.647321864999565	3.1965078200599404	0.01915861342585284
3.4364672842307846	4.083891367680165	2.046227706882861	0.0674741887368592
3.899921493974445	3.7010472166533344	4.846104863541541	0.040488872453439816
1.058609544789327	3.1759868360501735	3.512952118257961	0.004795811150969576
3.0882758369392214	1.4021224790272948	1.540428959877933	0.2108365623753456
2.8187618069200195	4.7707765592070634	4.0189491490785985	0.019785933958455928
4.784134368799023	4.484849074101279	4.785225631425729	0.05092111108302204
1.8025153754086445	2.8913994223796826	4.723632664895696	0.011358347072501256
4.460908253406148	2.89400236544877	2.1226212243879963	0.15467373922495115
4.872934073943681	4.250558544652495	2.2706257444824467	0.11747106285243307
3.1320876206230963	4.0234539250382735	4.3238710994456815	0.026923866067444933
3.2852025481185145	3.557090685955937	2.0137348381212257	0.07193967432868678
4.823552810655452	1.2334523573587708	4.005627169430545	0.22484465003610685
2.5653155982822424	4.251208932430212	4.594866916756073	0.016085612532520468
4.519605634386871	4.2137096340612	1.3072856767149217	0.17705465977351195
1.473514763847966	3.113704502913482	4.847578579776631	0.006868281981593017
2.952670598845061	2.3113762728538214	3.2654319020269353	0.055151852358252165
3.501210362145481	4.4556725596655165	4.842417603679252	0.027127032593383317
4.734279758611535	2.657546909048948	4.050220766588714	0.09942362342183236
2.8104126889757697	1.613962336622864	2.5761755847091936	0.0907011358634812
3.7410117179227775	4.436753530807582	3.3891254776513606	0.044439234733436264
2.9580922761316235	1.998075296081708	3.2969093294188063	0.06342288121160249
1.8076637107019515	3.753021667294703	1.0430684600358342	0.039854996944111806
4.840750537534184	1.6989504231390793	2.361391526274814	0.27888045905733105
4.033780106153282	1.9251811135261983	2.4047666418782194	0.1678113358344235
2.6009879356653043	1.3830693921325523	1.4835442732279789	0.15742495584579236
4.6819690303865125	2.083504774460195	1.3725409771000656	0.3659979396136784
4.39850852270675	4.255748153487252	2.4101147277605173	0.09006138594349415
3.0149676946469914	1.3389125527041752	2.3577720830529496	0.13748416426887589
4.236213363326014	1.1002729971615892	3.9118049193081315	0.19907622416204052
1.4042547603539544	2.145554153720868	1.1689199698269772	0.03754126798553013
3.6958018627697684	2.602762887351044	4.666713572131911	0.05369242198458047
1.4978396930867408	1.0013044240037874	4.078973203494211	0.026227389727349216
2.5629011910629518	2.7917201461187413	1.3236894608832035	0.08486861611216356
1.2701750222190735	3.5160079752448232	3.066271790444626	0.0071450952660213046
2.3093698770567848	2.687367149404083	4.0904481946976405	0.02316490262553576
2.763614330575975	2.8107859694649555	4.130746374200184	0.031407976049428965
1.6537285155648735	2.6494889776284754	2.93445693499305	0.016794998101414004
4.069838190637963	4.371698649295915	2.0105950741066696	0.08997478971720548
1.4535655266535639	3.621565891687857	4.016441007098125	0.006935421039946676
3.7967980983476437	2.704966582796806	2.7848466583248888	0.09137201496351824
4.209082840006621	2.1596573808261947	1.421587150510363	0.2755230806826637
3.3381707968950964	2.67648960081426	3.273448875945544	0.0607277751586302
2.1231967632824627	2.1536878057787847	2.540519310483373	0.03933839382881114
4.415783282341753	3.161688287052623	1.4032684662319777	0.2098442492532369
3.0143126789015198	2.689449421985952	1.1818639731913207	0.1364856874051014
4.403309828892997	4.635861283514823	3.940799404189928	0.05067399153844256
1.6417720654810033	4.5503872549124935	4.379078288384679	0.006458565114159275
2.8482056268373275	4.544950877978371	2.776033403761002	0.030699421038354706
2.3803512316272815	1.5787723397982156	4.156532736366315	0.04122614818278016
4.0405378034382	1.75748863653277	3.2091456319795686	0.13820946426422448
3.864822147380552	3.4835669220409415	3.5705540971517298	0.0573377487532016
3.816547418478166	2.698125456383419	2.6728184672603863	0.09643864701845256
2.8514661511087867	2.9774225287518465	1.57103268742418	0.08299503953606051
2.6889111064048565	2.082197404432335	1.659048978486712	0.09993397631437644
3.60990946336156	3.163359141134796	2.258423214598401	0.08709238345357624
3.6489664105220863	2.6650496290850763	3.9808726077722585	0.059923550376272464
4.38489020215618	2.316547381242596	1.4888300328828268	0.2661782247497729
1.2799952904354144	1.9850660915799727	3.0031424974302987	0.013122217116055743
4.378044337896419	4.405410838625972	4.06282353234443	0.051131357388216434
3.0139264464860065	2.1206799683413977	4.378240595653542	0.046712372713369935
3.46618860447248	3.240132104494871	3.35553097201548	0.05276206656856818
1.9915740793474408	1.349841372817456	1.8183114938341498	0.07715841498648021
1.9482262722840464	1.2739811433336832	1.2163036769266062	0.11695402104438565
1.5400489557062458	1.4460291669479155	4.426831821708651	0.01769051041050584
3.1608426259684217	3.040058527731105	3.930419997377177	0.03992328119860263
2.761168715030045	3.563356829865524	1.9168104553317344	0.05329528520539562
1.6798547484225566	4.707216158395979	2.532817273357742	0.01130099929452471
2.8086351344525675	4.422826684481113	3.576030147195035	0.0238139228570529
2.435887640893286	2.524585853588102	2.759828528767205	0.04066152344991848
3.5415684431881966	2.4896571156737504	4.8130822404426485	0.04997696096907926
4.162896809090885	1.3633418339151366	2.21703152399906	0.2737512103620825
3.0168267529066006	3.5644635814360663	3.9625122406641418	0.030766445835759625
3.2745303938835444	4.196329824354304	4.286707121164966	0.02846072834450102
1.5884250446712027	4.920634253067723	4.48233188416353	0.005461975441118224
2.9130864527155187	2.3949488431525854	4.278786231790533	0.039539511787085535
1.2560983946524802	4.310703520834924	3.9196546035720554	0.004458540892293723
1.486064141251774	1.7961501359120553	1.6912471910768718	0.034710971749742185
3.8269162028947714	2.8446507237482983	2.1494398570016853	0.11436286961005425
1.801840191889422	3.6201402722107834	3.5222162450467662	0.01215717062245249
4.494621072949575	4.582956073267812	1.1661750577766603	0.1804754405154076
4.6177873027095	2.1446645482143496	2.700051017937353	0.17582389378890362
3.774974402236417	3.8606952567154127	2.3321055042459453	0.07557109107551489
4.009327581089815	1.3086642346229174	4.235687922175428	0.1384625359806788
1.6591390035324567	1.6568073689903682	3.2621985531953297	0.02431781353388128
2.414423410892279	4.843570184153869	1.2001621286209858	0.0478809477094998
2.328050342104992	3.66861567364156	3.887699464609743	0.018143924040740743
3.5240497473805834	1.4263039780353342	1.9172360829675819	0.21683918184014625
1.8989391894762	1.8286546658818492	1.6076094186758558	0.05856676833346702
1.8413973439373987	4.472393577938126	3.844477113736876	0.009415840996722496
2.5141911296731623	1.7345666123871777	2.9482136305986435	0.059018481817767726
3.5850245214753027	4.855597072984188	3.619457061173225	0.034917213448293724
1.5659631582630698	2.1734647743954643	1.038402545024121	0.051878345522533335
2.2172501323043496	1.8648424833602504	1.5159675348143606	0.08303070207951553
3.24412799847306	3.5164142119444706	1.775504348372983	0.08048511738073835
4.656450795160538	3.9991892097550954	2.0931807947556837	0.12367238303108315
3.191174622271736	4.568738143978578	1.0980835876093609	0.09691943145043803
4.5741985224813915	4.902027796200846	3.5723567349669354	0.05704805135963195
3.2733319839633017	4.5859293319998065	1.8124879767035	0.06154871666872753
3.9007542625294	3.295950074514299	4.721839527341054	0.04668170629346223
2.1371531800967656	2.9240995766852307	3.6623567934537498	0.020363849522956917
3.0254658287942493	4.2993077048457415	2.3542661748946787	0.043178922311308085
3.912489101057858	3.4648128665884013	2.0279486040814976	0.1040185846722043
1.5266728333317672	4.3300629433197715	4.127298050652598	0.006226920192376258
3.8462511458122894	1.236368634664132	2.8800330081552312	0.19836781946879398
