x1	x2	x3	y1	y2	y3	target
4.712252666143534	2.54912303699518	3.9178520527595686	1.7525454184699043	4.299324457471683	1.7414019804017475	26.040499162376882
2.061034300057654	1.996991860702756	3.713306943183369	2.1127845884505785	1.9882108121014923	4.874709497400658	26.426254937257504
1.7026841886491764	3.2175430701019425	3.6706711296921535	3.910019388067333	2.0570095919463114	2.9523083256253515	24.11299808389682
4.505592173324883	3.4833824482488582	1.568298681648105	2.504797207747698	2.043000533142665	4.198094460681206	24.986012902026822
4.155540762937909	1.0827079687978785	1.1198625787564709	4.310644848748593	3.66144382504725	4.7809820148785	27.231377638377687
4.3397829947532385	2.2825681277856784	1.1662503497116825	2.8263640886538086	1.9237800864589367	2.3952628814573926	19.450442092292075
2.792415756668949	3.0809932162886704	2.2693237026133213	4.575288593430753	3.0747624369963598	3.438852710503705	30.053300135430874
1.4704216955611953	2.4792052969709766	2.114402991263016	3.813024831245482	2.7241385444596498	2.84336441815406	18.372471377679858
4.506921451250356	1.2213351623539055	1.4900627862047835	3.6613272847677103	3.8692220753171966	4.147702840268734	27.40726910182899
4.9762673313168815	3.6954587165270905	3.369925545061015	4.958928665261345	4.219493607555462	2.238188171395691	47.81244664008178
1.6880694708482236	2.1840091136654385	2.7991125000697354	3.4377854220784783	4.508811497816064	4.6434180110575145	28.64795541916759
4.282088903710252	4.769569190392855	2.8674871433780424	3.5249192308150423	2.1231600801405603	1.3868071676461748	29.197228152828337
4.801638652683046	2.6533365259409853	2.654642262676858	2.9588008242478847	1.4640004879942663	4.5085850717168885	30.060258848343334
2.6441530268272966	3.810607349093253	1.8875095734109748	4.625419179276325	3.0278710298316835	4.149651497599834	31.600850649650567
4.3345459274978815	4.45902421748539	1.6617764360194331	4.3183583123214175	2.878913237509793	3.713974247899064	37.727061171386524
4.951066418122434	3.936366918117392	2.7084417364157805	3.521052775711525	4.587671343477885	4.260006365447897	47.029702899499604
1.7433983268893498	4.977966982254248	2.4503331208390517	4.61028994332471	1.7482924269553093	4.95527162905284	28.88257994579803
1.4101831901389799	2.5669643053735767	3.0373093918581198	2.0028307600382744	3.9141478944913572	2.222132282082541	19.621139451932127
4.9718490974965786	4.732282764692499	2.2807505295142803	4.519752818079338	2.497757712384277	1.3560963577340703	37.384542228143616
1.4152552740335018	1.2770104021317374	3.409617145486498	1.96436107214812	2.2356299614919433	1.8473489351083288	11.933747686447902
3.9760764300901466	1.5458444091216923	4.246619741210348	4.847425387700861	4.947545333075903	4.507563033435799	46.063775285207946
2.5966459165403184	4.277400164851899	3.0800160912654917	4.136138473943435	3.505567248865888	4.081235588527661	38.30507229171947
2.3628811476675957	1.7154094485190825	3.406935358342296	2.504355602258051	4.541559362705539	2.8993268096155713	23.585947504495717
4.922397572183046	3.9979538180871184	2.3150850047980582	1.2976467990879397	3.331572988513123	1.9267972313408543	24.16770778060715
3.899112541753482	4.583351609798667	3.5445524061278078	4.066138089509549	4.6140252052031725	1.383275058846114	41.9051208113974
4.477964301692318	1.437519938256805	2.0567204220832997	4.933469244996797	2.3317505828019573	4.574101776958347	34.85148565377009
1.5701630946860838	3.7018183751156633	3.3118434935068564	2.7096917537479457	1.6134038257139234	4.625201187321247	25.545128376610002
2.1799681628559595	4.07633251605691	3.702408103729773	3.2417316626358645	4.103717724118867	3.2489857821501453	35.8240611013486
4.103160393718868	3.4846432907252702	3.4990038031851665	1.555121337711021	2.8762101783889	1.4051531526312029	21.32011500627578
3.875646049570929	2.9907907300567094	3.9118211103907616	2.938013578304889	2.0816319007107373	1.324759989024118	22.79465020164468
1.1115240605397396	1.563455497099317	4.3910844348291365	4.295746052253083	4.773672269864116	2.0605327485750484	21.286222526441122
1.7814269488543328	1.9085035616002988	4.1861668932736675	3.5581138005394126	1.0568687905782888	1.8380293652574844	16.049855340039986
2.62453001076293	3.9366754975163185	3.619249229833073	3.8303918286678655	1.2609929046694268	2.6089809684481704	24.459650538379158
2.1594720601751103	3.1017262101661123	4.832424273229	3.835152247559954	4.416779411966921	1.4366977191734214	28.924277523169753
