mom	B	chi	target
4.6572882813297305	3.282828241805903	4.144466998441492	78.65415463629506
4.868398850899811	2.2222311879577403	3.9752369346735854	53.82563444238093
4.652117822121358	2.6966257822711275	3.037860735021852	50.655047155854966
2.3153782617211065	2.5427992529597283	3.795484799165023	28.23361871320329
2.1955412243742303	1.9770984978870825	4.696438864923139	24.727108983911773
1.8421053182143	3.81506780434628	2.7637238575541327	26.4505355257666
3.3432800978651533	3.4208552400225165	4.13367726717303	58.71323670288154
3.8941090839375807	2.505268713829414	3.1052173830745287	40.049637282364785
2.8763178683248256	4.133199118160814	4.129548122531235	60.982091568946245
4.211989786491399	2.671444931057387	2.6299430601857816	40.84447782376697
4.8074763571038535	2.234443654568301	2.4763830043752217	37.343428047606956
4.2382286449863695	4.300448490426192	3.736287086349408	86.32491343909305
3.201696352193259	3.77027884302082	2.6693873916725117	44.29423205615222
3.457429866267709	3.8884736857720577	1.3524375019720551	31.62646396148837
1.8782425151921869	1.007637845616669	4.222824563919248	9.884656357372386
2.5957944613047874	1.9797634019618584	4.601407361369155	28.78596220456887
4.09020333720232	1.9337505144383087	4.217999178416813	41.271413891133314
2.2751696630084326	1.155801369146742	4.205057947426898	13.68745050221409
4.894193706783729	3.4297359708804445	4.128931614108218	86.09318030609016
1.5628057494247218	3.8360768866401744	2.564734587458437	21.370737184153867
3.932108169541123	2.8178867806657517	2.448277739141444	38.207729871156175
1.1011723404016207	1.059942820595182	3.7389647042489766	5.5312234797562025
1.5492914105751572	4.281094235323127	4.613969758357713	37.235566841999606
2.618882559551977	1.011180961082902	4.713962329654457	15.131510387436393
1.8470046170341037	1.5074361591926642	1.0868454911618408	5.8102819163940325
1.4816961096612475	3.980008551842484	4.499396065648986	32.43083603283669
2.184653829212336	4.318679355999871	1.1119057236263643	19.925449075821806
1.3217298992315272	3.377590291585201	4.926445913371251	26.457207735001163
3.6600593712991856	1.9263436530751985	1.6705266403061905	18.828633907619068
4.412903736795246	2.443191779174565	2.7731307595239807	40.680273901115584
3.122682667474905	4.826096314486929	4.927561511650311	89.33052924986237
1.2188541920024516	1.9835395712221997	1.4904791692558486	6.021095809658827
1.0691298023573546	4.491734555892421	1.1477240825984991	10.313902129517102
2.4366583792520293	3.479187371399745	4.940566744145469	50.36169553046544
3.144593695683676	2.9147089363277248	1.3643609126740492	21.670728090083536
4.768987491693741	3.7307405001916174	1.3041056275112537	40.99431272285056
1.529803969403635	4.130898732564541	1.226630098713961	14.071111596399785
2.322834538725465	1.0985484464497608	2.6036817702145028	9.19568152938227
2.9326839792408244	4.747198072557482	4.821022714270713	81.04046295050382
4.835502166238982	1.8642816337195964	3.444069522845082	40.06212186152641
3.033627693174395	2.4658003801307817	1.5242374562447143	18.882104733940047
2.024547229520956	3.985742237975576	2.9655302712612563	31.999146233020404
2.0697084885735317	3.9136518702278575	3.8302498706696415	39.12559632318194
3.5510062401755547	2.663092307208012	2.664195258537608	34.65103921057557
1.6293127855043688	1.9436077563036087	2.7432028403821587	11.853768756553908
4.39063891350927	1.2755074041115	3.325471057950211	24.223902878085717
3.0004511700432857	4.399170503855468	1.7344006157843843	36.092710771150585
2.403123604316737	1.0896219400377438	3.9747088612085726	13.026256268513187
1.113248887425855	3.7349298033057714	4.856442398738687	24.35053961289843
3.9903372663685968	4.714708455252845	1.968648197861095	55.85000041381952
4.1071925366014455	4.344926717243089	3.5708861854146914	81.56952355212167
4.757110795562362	1.3136212948111905	1.0937296309185816	13.083804489922711
2.598268819032409	2.630346892686652	3.8996573504111383	33.48596495444181
4.05510402250226	4.35043761107594	3.40161756636957	77.65103530780016
3.112143924541352	2.393979856588676	1.865812101239833	21.35147475362887
4.951605916704432	2.0580139111072064	2.089661231301311	31.48511201042809
4.608362479704642	2.508029552119558	1.8215992235398184	32.61178786705977
2.020353291584373	1.6484254444793116	3.9502262153426577	16.48624216276999
4.3375957107771965	4.435340973680173	1.8370106749170008	54.580442616231835
4.024327088345464	2.600251283905148	4.592609637430339	58.5225307107909
2.3372865760884736	3.9091503880958696	2.5290169499637374	32.24393874658933
2.451043205435014	2.663288831672212	1.4150418987834033	15.764997436265887
2.579199514308257	1.9117900528974632	2.4998003049342907	17.25712324162538
2.1288887876187257	4.335082702147369	4.807442064466638	53.59635409183043
1.362705924214839	3.7749069349565647	3.071351125524978	20.943388646212192
1.7251655134022943	3.5569338468921874	3.3920343499444274	26.95083865159331
3.2524771632872813	1.8857040435589152	1.6339322422403986	16.15445782480548
2.885465245601954	4.075721450821495	4.7386439704591234	67.48847652182005
4.317521906500173	1.18572188611525	2.3850347189940453	17.32927977874213
1.5895858030894967	1.22937067404808	3.132987542142918	8.076643628420506
1.7685182923425715	2.9614524332849745	1.772412745528147	14.520186828392598
1.5460346729027683	3.6745366697762822	2.979416607525338	22.60691094138707
1.7790188994518081	4.510203607876667	1.4083171312071552	19.32370437830848
2.8698293932793155	3.142904657124965	3.0384912345446757	36.42557620662813
1.9027160192819264	4.201436898785636	1.9201163517577895	23.34382270305036
2.7847207670123564	3.3404888530396666	2.641794945940374	33.87717357606161
1.2847895554384658	4.728396830446746	3.5351794451292715	27.551191826167173
3.1106698388720093	4.449358608016374	4.38897778526715	74.58606956656553
1.7620009049902818	4.923300329029216	1.813775264651107	24.409105466094907
1.94047471101984	4.495674229649847	4.797776979865811	50.57831142494243
3.28903231229165	4.277791307863039	4.927245584301972	83.39512339122312
4.854918901424054	1.59567881846308	4.878251238751167	45.5381731241594
4.404005848712545	4.496217830334398	4.716939823846453	113.20323855801958
2.7245803970664078	3.894163429193049	2.734353184273849	39.62134292308881
4.037683619068851	3.784373207139692	1.5273369070609504	38.617964987521155
1.9543265999505124	4.303616054713037	4.914306228910976	49.74328584639492
2.5768788573924497	2.163909906135028	1.7273576621363058	15.208110934757865
4.489919231043546	1.7007695170102035	4.768614914321779	44.050976532354795
2.8813741578285885	1.6256327888709992	4.176192143030578	24.24557545883601
4.946878171465917	3.4744404634963058	3.7594458763729035	81.80361227585651
1.0364489645736414	2.13432146048191	2.9876980875953265	8.821247822881793
2.6171591359527238	4.138701989584919	3.8825019878468887	52.885512244328936
3.3279671639745803	1.5138234737424692	1.9520109790419964	14.872097918915975
1.7706492405190632	1.4214228844824035	2.4513525740341233	8.68650687474407
2.3369355952382644	4.574409265704107	3.9758597562981297	53.19243758571826
3.414037675233488	4.744424348765606	2.8433530511112624	62.25326246653685
3.0579983779832	3.117686882325512	3.1663999753285643	39.721963351449816
2.1747989380272923	3.3414935352990125	4.5060338606274435	40.0127697832885
1.7414518835465482	3.247328010622984	2.8136385804401067	21.566375891704002
1.747229811552241	2.3788621615973886	3.741113877877449	19.706055264187388
1.289864423996459	3.0088000282398415	2.6147497139671745	14.028641630869947
3.0109185523277198	2.1956040615913097	2.3538139175626784	22.17134274777264
4.251740302494961	2.4495334038073717	3.986619424155452	51.93454372408433
3.8179219268896385	1.1935234090827511	2.025016048650212	13.784330191379519
2.453870933965745	3.921170771475908	3.6419047857192273	44.66462593992057
1.833444662246268	4.396762350042073	2.0225342900161736	24.365315265321637
4.51759540021845	4.785460336879842	3.8350739766428723	104.52836966841576
2.8402180100761405	4.054361543947658	4.377579881452832	61.92428791932392
1.9937602140643125	1.4716344047079413	3.6985685998641604	13.786004939769116
2.7059256401191245	3.7999286408284503	3.289591008321708	44.10696603282819
1.2671577263722158	1.9083477407437628	3.874034706823138	11.7862814730835
4.154131889351852	3.917833220230135	3.9489215571795815	80.54466792254634
3.190187857125569	4.501743105925551	4.005107431679595	71.88038086306292
3.3223865502389964	2.9471787693251907	1.8500772772119145	27.907007920148224
4.66575306389168	3.4989787685470395	1.054706691849575	33.54384885537523
