g_	h	Jz	mom	B	target
2.6583461201312613	1.157113738511807	1.3595427313963144	2.630706381690348	3.495396031731329	180.45834655028546
3.5323344878646337	4.79162766640666	3.052890911559324	1.7850310986941431	1.1429284130174566	28.849263352785826
4.953087338138529	2.631433526961938	4.932757232676331	3.141416727320204	4.176511953079373	765.4070767659803
3.477775463104	1.119626261008987	4.2058444392168965	4.924985654973504	4.833462746180297	1954.0014516497765
1.089537063899258	3.4183192111846314	1.7514450769213026	2.8812506968892717	4.3661511408197144	44.12508930401148
4.291335336125822	1.1792402378792723	1.1465433246060246	4.889296682060961	1.5180992610307245	194.58397070538481
2.3958859634373373	4.879432075929038	4.913986586040122	4.175353042627038	1.466942611365222	92.85750878809984
4.53725376891387	3.826389056599396	2.2988567712500734	2.5964663376763224	1.3840153076552628	61.54876121822406
1.3514262312308234	1.2086448955125828	3.2498679608502763	4.4328110238422225	1.6363001682465732	165.6080330635003
4.073882238427496	2.2626361132820176	4.864219431770391	3.0546569843197227	2.1223246909468383	356.7475990835222
3.5813060401342995	2.1639066929870894	2.004626526040353	2.5651208366596947	1.2459316241934455	66.62209476789279
4.134378501966033	4.3356956131263935	3.687951040550397	2.835749235929621	1.4314429415586964	89.69295432375489
3.846324738444189	1.0652340528058295	3.2816799199427407	3.1715320345815163	2.736518104984047	646.1664770332303
2.7716799882284158	2.332609991906033	2.121196439390652	1.3674037551914644	2.2853896281261377	49.49014573386663
3.1662051909434807	3.1366853968869783	4.725251572217292	4.493003158931558	2.267065849324759	305.2627111095308
2.8512838796961306	2.2026006058299785	3.766384785364493	3.9676649145958196	4.2308332761399265	514.2450951643207
3.514663644847819	2.3182427295581736	4.002725199618896	1.8509881577253744	1.2226648810367102	86.29220860539554
1.6408945005477755	2.5604630787197906	3.262574500724565	3.703013582963908	4.667789490294365	227.0748387818049
1.2617276210796369	3.4672020818302576	4.847707842823741	4.2118799059988286	3.4571017206173087	161.39530624524372
1.6849063064767944	1.8412004782665539	3.2235741061741727	2.6350370559814267	1.7473393742632908	85.34069867465222
3.2727884299374823	4.657000774632371	1.6516804418865558	1.187382429512374	4.59233220057717	39.76870326318779
3.9367802097743647	3.5174741351937233	2.7209544379065003	2.626201655034522	1.2219014668496728	61.4010292277782
3.790720143177394	2.1840946654461133	4.493043020426591	1.2678643327762673	4.503460585505326	279.76273232878253
1.9648078349431928	2.3973211260970952	3.1341955720630437	4.248376947999112	1.8179713478644015	124.65505873473695
3.867587739840512	2.987408173108553	2.0708889760839653	3.4185119317545736	4.194704463017545	241.5576315984523
3.384291033094061	4.5605160511933125	2.089995683707486	4.612586324872593	4.655868636527792	209.27829944580589
3.4146300955456423	3.6029456950333487	4.2739047801600565	3.15540406348126	1.0821827756839753	86.90529851850485
1.0748990742076825	4.683189851957781	1.7405838342154532	2.0143096019706723	3.8649125932478983	19.541893332978784
2.648833166091022	2.436937950993897	4.564296959559129	3.878478003418839	2.0115395365105657	243.1945290491796
2.339683727388367	3.098811573711181	2.4459747505174216	3.9499796655519823	3.3166833160190525	152.01718604175971
2.7683952396162783	3.2391434133242316	4.27543478106227	3.73192120496373	4.113026744390977	352.4131214959552
1.2761435875995866	4.40288951411101	2.059952081470325	4.357822195630469	2.6701632613869584	43.65219274464425
2.379960640210706	1.765559065800178	2.6495049255884897	1.0877089007463066	3.166711744318724	77.29534469475317
2.147363226153646	2.949262527987828	1.4061760280178563	2.7107887122642214	1.4533582224640431	25.344281140177323
3.7152016904990335	4.57595816609159	1.7667001319244422	4.7995019672891805	4.443186448583388	192.1913210349503
3.6529419644183374	2.139464078840057	1.0185747459907644	4.1833808942462865	4.963843868865325	226.91127050156518
4.313900930940531	3.057292644424316	4.8058746191664135	4.4294122623404135	4.807216831004082	907.2464461030401
3.7724399413285457	1.3991418170125338	4.175316108978691	4.937200280713493	3.064642120163067	1070.262572349176
3.4540947177281414	2.299161174326588	1.6163306446023071	4.911812136217697	2.5683564781912573	192.4739463005779
4.7285939834161095	1.7069786712919357	1.0401595907671908	1.501252032928451	2.190457497658071	59.5349805621604
3.5890863824474657	3.211838989467804	2.8760340689093784	3.4510048365305286	2.838308279223264	197.79220494083398
2.21591134561484	4.933232649246129	4.407685718876556	4.239261854642864	3.924659459787692	206.96813936206382
1.9812572899399277	2.535281900583332	4.222143317643516	3.4215073159991283	1.4565355234661568	103.3156268366007
2.1612428192787903	2.2791148604979683	3.683749173788197	1.225215570675004	3.004834546081926	80.80539197911736
1.8793317733716008	4.847892018512752	1.4563259145481715	2.7463308733327008	3.28051426837466	31.95830628211302
2.4657369487164966	2.541779955580988	4.419029313915624	4.0398838593988895	3.248142809116501	353.4431252385189
2.6855444938087016	4.522274514926841	3.5716349181464526	2.248255470232824	2.8904750439406364	86.6038585068225
1.6057756321488943	3.730415977376983	1.8944424369275543	1.4600232112266167	2.551956906596509	19.090705551094285
4.163892300332654	2.00865736979635	2.515123926261272	2.0972101328780663	2.76946126770438	190.2699155699665
1.0733832685068625	1.8838716475762287	3.8220558678728933	1.9845794090334976	4.236387135616765	115.03885018721199
4.171602322949614	1.5231288932913831	1.8377722104851075	4.18563963058201	1.3887751656752771	183.83642615174676
2.564630080531084	3.658677422552511	3.5741589227594304	2.0118289551950657	3.161156598781018	100.11321400714813
1.5039743181421672	4.179856952322135	3.441149347709892	2.2045093600520795	4.290056094075551	73.576192390092
4.191179371263207	4.804041247834613	1.0623707028680731	1.7586827317304343	4.6922730212664785	48.05695475869586
1.4997495564953889	2.8618284805104257	4.032009692182844	1.8059203945012252	3.942990720224208	94.53680792453613
1.3104938493538398	3.618427012368958	2.258863088538769	1.915915791474453	4.260666153204927	41.96032761907305
1.9140243076646255	4.333497287150093	3.5989669434900717	1.6798225901483734	1.7415650114605707	29.219296423669558
4.82519634611365	2.882061662045603	4.4823799792504495	1.7139244635455482	2.056644288831718	166.20769303461816
4.578811764412485	3.381168872423564	1.4227810431090495	1.9840539565785589	2.6550174961174218	63.77122100024397
3.3560311191171697	4.238018183759099	2.1665557473424366	1.6943152659025633	4.093492175130507	74.76547357152005
1.3014091434799702	2.271704423537945	2.1529174449786583	2.224440755242457	1.2409570113487982	21.39177666197019
4.3291225982076025	4.7170811064943114	3.4961634645806257	4.9653306020512495	1.4918507668112255	149.33846793576697
3.5431007504181915	1.6670219664155934	3.750633406388248	1.9387673057856232	1.0284322087968438	99.86838394404566
1.7079964823790292	4.2414271610984535	2.20171031194565	2.55052157643636	1.4733637208654145	20.934084714959354
1.0719543845768378	4.942280599962416	3.7164364999322412	4.017343098063211	2.7711617611384027	56.38405325370493
1.2663126809820675	3.8711212835317657	1.434023650297906	2.0603846618843606	3.685887088853092	22.383639129231344
1.5876513696705206	2.6321580637942805	1.8796653617799624	2.8197460919815787	2.1533713410770483	43.25462147105997
3.85078605560017	2.4990800202581123	3.2510808391774826	4.065124430449863	1.4391565233784733	184.1444945518889
1.376151568971181	2.188273343780402	2.8845611036072225	2.2505113775176917	3.2965657872087624	84.56044716031505
1.0960632436939757	2.893356912342272	4.2037650680666365	2.9335768565289557	4.452034261472248	130.67962462404518
1.383163133265506	1.3052927378041341	2.952596302977562	3.5350959660525123	2.774369864465072	192.80353370632943
1.1156794692012126	1.1944939442083244	2.15794848538201	1.0702151072718378	1.2249465932966823	16.602162550818985
4.531339284538513	3.781457460325847	2.265444586484388	2.0930219268900325	4.563878915757947	162.9328168598677
4.3753198050847075	4.3076763522862125	3.3334292867329025	3.5776165599369483	4.4521682821317485	338.84666441097215
4.0948515729513995	3.8334050733709626	3.781417055858975	3.4428435237943864	4.853719745294535	424.11133451631434
2.0575367055402225	2.578127227135285	3.932731731096941	4.677536950427244	4.760346469520632	439.1098979370033
3.8631068676176046	1.6145809174387682	1.8980045000921135	3.391988701862201	2.2275473169465254	215.5933437762656
1.6606310813000509	2.026918068821399	1.8380935620101175	4.70178456421702	2.608438382858444	116.04535416048832
2.3932964624001847	2.7525408686968063	3.753369664311403	3.8763741654846386	4.420819268493328	351.3924142759562
2.9798323056800613	2.431733178185401	2.7134832436372154	3.0980170576334256	1.9876965084642142	128.65207518498914
3.570183874141108	3.029395574428449	1.6271123833088672	3.6544436072521504	3.4462572015450457	151.7403101102124
3.3378575900010343	1.857732459622928	1.2284006780311725	1.820045868961777	1.0301669087848184	26.00126505268715
3.4577219420529866	1.1590878082852796	1.5692395936203516	3.078158347808122	3.091373229592127	279.8886276738469
4.477424442835158	3.5968191494708988	3.7419204618474162	1.5670393818779744	3.5297525851331346	161.885615316654
1.733448739125925	3.4091415690258864	3.0686957719572976	4.872031866960898	3.0669199450723204	146.49143409387847
3.5982634496197314	2.46544879036207	3.0860313398153014	1.5376403658357898	1.5845822423586682	68.95197779163465
2.8207843882382195	4.69361608281801	2.389643331442107	1.3060324985734022	3.6047300254296446	42.48171185732545
4.1901757996024935	3.839228991928821	1.871086861398361	2.0586080899680304	4.9400916954683805	130.48804683846805
1.8406621606344653	3.0547940724409135	4.347202619778509	1.2103882989381494	1.928430729326396	38.41586851504776
3.5182202020677686	1.4476050874232502	4.117485395746227	1.4855196388031957	2.107664446999788	196.86328169763198
4.826239983288997	3.1864741402476637	1.953814871466257	4.482068468406744	2.9205974049216645	243.39518123234956
2.792279265931595	3.5290066188873173	1.915670323565172	4.022300215881806	1.997974171635408	76.53698855400054
3.486030190685961	1.4274690308222424	3.5586076958149904	4.158474303088491	4.25999603881826	967.3143899172774
4.844222408812756	1.9272219621628257	1.6422474233510398	2.7521251373658155	3.001388593690228	214.24031614715943
2.67109768038519	2.210389894006065	3.4512086914157147	1.1663660595249414	1.3389782097861829	40.92421491040645
2.3357581864606187	3.4358587104901646	3.203298976214336	4.043565579887433	3.710841084820962	205.30842614933067
3.6365465221577424	1.5273339804179689	4.753548241124985	3.63879128566176	1.0032173758318996	259.60024578484047
4.656894207641387	1.0588393122158282	1.5135445670064938	3.0967071121280263	1.184333238090454	153.39649838101238
1.7452322868953427	4.92976349302472	4.061167581178486	1.9081624135017008	4.630071439216739	79.81067107481665
3.5567134045476143	3.237022676829636	4.0554422809881165	1.7202752326163269	4.8867333417904	235.3627884998032
1.5793088694800232	4.8709977326035325	3.615511975808863	3.5841625296881605	4.8525986627904825	128.10346862331656
4.0240041088044025	4.188455038807873	2.0130867755131443	3.547877632430634	1.8455878086907869	79.57016653965115
4.229096721262904	1.3590695442856957	2.6825045919759694	3.0151081561840867	3.982536911935755	629.780174717197
2.489435181607349	3.798682286968832	1.8533000155071608	4.312183192013477	4.101464348480727	134.9676207923081
2.7443973147161067	3.0323299229389105	4.129747787229299	1.5359170190882927	3.037446023434553	109.55955345807148
3.482451214109208	4.7826239996999105	4.364687669383184	4.608853100353911	1.1753382596244497	108.1701873054262
3.8130618228809223	1.472442577995722	4.263545159026172	1.8122713541332451	3.5862507592181383	450.86870746949205
4.44958241694021	3.95736009575498	1.8181229967822263	2.7855766018635952	4.435853752022642	158.7117713075676
4.915763623132488	3.1130836183672463	4.845266257992714	2.089301324768777	1.267247330166418	127.28000559661707
3.0610251111646307	2.7407847356716557	3.0632789897018684	1.7854410567107433	1.847769012756559	70.91720045731319
1.972234082586192	1.4438805160156507	2.258613149622112	4.8101181570338705	4.121764457271182	384.315445410812
1.8909751314400116	2.246864829460632	1.0845119431740993	3.8901435322976647	4.780557152592472	106.65156158684655
