x	c	u	t	target
2.783352953366672	7.117067566252053	1.7383522050881468	2.4523983609630027	2.430490975158955
3.6872035026960095	4.7253188483160775	1.0343587989847416	1.0645963467081845	0.9160041709875479
2.8292270894294984	5.100783793850051	1.8451563286021724	1.1222592720546365	0.9885610581890536
4.261635012201664	7.509509678264497	1.5649732990687757	4.570723947670398	4.552411009499848
3.3199559300042236	3.5763649246468177	1.120922774719626	1.8243995594915616	1.6148111910314138
1.2726144677520983	6.486021372669942	1.5951800608216415	2.1455316457330964	2.163735505438326
2.590043574309145	8.438745684130451	1.9708147433544667	1.5567740623257853	1.5273304935276442
4.000551214253703	3.7692923585818887	1.4845843114820054	1.1174826570208642	0.7609643096661178
4.647325562394872	7.867444189772932	1.4528946776122198	3.3887108296372346	3.3370205057917723
1.984896957689288	5.758004127943071	1.8263876425774808	2.115314495254242	2.1151978416369555
2.6332372173460974	4.900417287744335	1.0797637497864334	3.0359912377780005	2.9911037584689093
2.020672210801329	6.5901507265117605	1.3253499456196256	1.7758688696393716	1.7499585439358278
1.722254223001411	4.394528818278332	1.5487116370156782	2.542651161590561	2.5693800396278546
4.636750378891195	6.540925073834299	1.518195833211669	1.4773644355914164	1.3496872667691977
4.013120619480355	4.855832962155682	1.1527912142630141	3.0611661500197336	2.9492797688383834
3.9156332575453674	9.691788746857926	1.5454797524734736	2.1996008061511323	2.16285133667671
4.135317711832517	5.560923800753121	1.929323301323305	2.2004721107710767	2.071116795858011
3.7692112866386185	5.539578179563033	1.5282660571051685	1.901455265074674	1.7829341503382157
2.196135669338888	5.405305431680444	1.6266945484282649	1.5003665626685598	1.4450868465515254
4.442622758943534	6.015307598486652	1.8969290507693408	4.500027991559816	4.496560612770115
2.6172533046781212	9.767424879716307	1.5174375034736736	3.938447352602717	3.9447134552580936
1.2823082939994066	9.578847031936498	1.9404851973067416	2.884357524852528	2.91773566753163
4.584996889294131	9.607527107398623	1.471923944945951	3.31837954176532	3.2840354977235573
1.4433821935196949	4.070266458531732	1.8924954377369358	2.9121622828084286	3.103102591826995
2.706209906759032	8.170803262621451	1.2713699618348429	3.131364719320477	3.117803495339225
3.237118122610898	7.205415583774665	1.7628821663918743	4.1330274987044415	4.149210462255123
4.703134707497818	9.53127216166993	1.7218112399484848	1.9562160567987459	1.8983078828079225
1.0865066620024155	3.372891295783543	1.109875522564594	1.3839077586143025	1.3532726639617836
1.708184660996778	4.212535287206464	1.2500109987270491	4.398472494743066	4.479923735025674
2.929461960518995	3.720437885053429	1.219075993434797	1.075497444172434	0.8652600999228981
4.692707361230512	6.742946126685097	1.1386146612773551	2.3946061665721308	2.310264457973142
1.127893114902201	6.869977518440321	1.8097574568614971	1.7980809765312822	1.819084532342356
1.942597370950157	6.430394552259662	1.3516985680517242	1.6478189717159926	1.6205236572792632
4.223327782283501	5.635922202579973	1.6868627947926482	4.430726773499995	4.408538772376298
3.2221138627399486	9.048723488155057	1.4835427212656214	2.615542723066508	2.5922391346875364
2.1810221501914357	4.814907077258382	1.7060058275128118	2.361114394160563	2.3532872668114506
4.1838555090832115	4.978279170987124	1.9783078937157352	1.2288213301392523	0.975150737970092
1.6122656786183014	5.190514293392899	1.8344419754703212	3.0660266481063383	3.1601937962947444
4.0232119390997285	9.908325020705092	1.4500371594410373	2.5672727922756917	2.535144680407336
3.9889598047333537	9.658610340949863	1.0916410209516152	4.9910368504312315	4.976244753707066
3.7988435210399674	7.1828604315747056	1.5228356599415331	4.975330754951804	4.976327917379533
3.627273784246471	5.599408732933426	1.7743483492264789	1.6912792474131415	1.5667468233987858
4.8643260105452475	8.307288808582275	1.5120323008959564	3.8299288637438775	3.786602205567339
4.913469949656119	9.038511304245613	1.4201303402256509	2.420266969999576	2.3642189352446965
2.163153250385433	8.305749283946739	1.0580131072372334	3.9769705645289584	3.9761865226074518
1.5518920689095823	8.883888551732289	1.2767253850967273	1.3181679980604746	1.3066268825836422
1.0338030947517267	3.572783743531696	1.024328644923913	2.899158100058115	2.939605329233259
4.249223229956457	8.45058448409291	1.9342979907464728	1.0894908415943676	1.0009697208930877
3.1787429451253457	9.05908771820719	1.6571121371536643	1.5382533184456637	1.4993659376567543
4.042772378858608	6.522911957305995	1.1721344541326186	3.878201568237393	3.8291597782267672
3.9028792578750515	3.7327825800622234	1.929395157679932	1.418025335995076	1.0251557079879918
4.113031796792233	9.599614200474381	1.4638870936747042	4.228506578962132	4.212436367270621
4.534288214596955	9.926050772877442	1.8874228119606251	3.986853326297556	3.9724684941043917
1.1086971763969862	5.469476226187932	1.1877304987398083	3.586430010422392	3.629010625856839
2.177854480360124	5.7980182925389325	1.788910238155469	1.924652676894244	1.9015314156542675
3.6011854877278298	6.474054226415287	1.115243839095536	4.615944601232108	4.588720458505133
2.1930593429783527	6.062881400734187	1.3111200792148998	4.675181251516066	4.708371357820654
3.2830329923444856	7.613765844694827	1.6085177182859214	3.53408226965847	3.5224920382271687
2.027857659270184	6.538149502023251	1.3686211281082212	3.3033078555371453	3.3117536653182134
2.2292145408481168	5.525325449722134	1.6951010899014287	1.12069939242402	1.0474340794601833
4.0793286976013166	4.366432154433708	1.3471720033323376	4.331348478462061	4.250465332232481
1.156587251606977	9.212591032562463	1.4488743863130893	3.182975755296518	3.2030922717785444
4.025168439499995	5.6549574791690995	1.3570462560128096	2.570783571582138	2.4722109995548243
3.2019479829017325	3.3227675014474163	1.8745013654062943	1.7663231747855181	1.4808365484155763
3.0076629965602835	3.342887353095346	1.969097951966924	3.2702455939243458	3.3909949154081245
3.0664094166821814	5.0403318742472765	1.8961060801390184	1.3458353529487257	1.2055262243447815
3.768335192439456	3.1555380517064284	1.6500328016910115	2.276639472092804	1.9382980236562075
2.7487046483111537	7.225225405179349	1.3416093672893794	1.070442070086851	1.0174967432016322
3.7225361739178635	6.448846406403183	1.4488194986791645	2.935415779225254	2.879337066547696
2.3917832712943805	5.967259678749644	1.5604204923374942	1.1048809805037392	1.0361209202705235
2.9544921667613235	3.2175496822783995	1.885950641522799	4.968885802830691	5.468561533801836
4.148329704465007	7.753371898957948	1.2534180444377334	4.70009527644247	4.675095461156848
4.22955671510563	3.0624926034600417	1.233120422057989	4.090633170800596	3.861392212307241
4.685427043799287	9.81317621802233	1.3822914934274153	4.121685885577087	4.095262259343326
2.870551255291552	9.618202311635963	1.7636016614116876	3.8713283718971865	3.882428297614092
1.2812661998158288	6.848708470602678	1.0560215121142371	4.221336384055043	4.243235565379983
1.4185940237153662	5.753322674216625	1.1796984165061764	2.9003481220149934	2.9116560790393797
2.90522390042687	8.220827221268607	1.189129395846166	1.5779386835166611	1.5430482869916218
4.525080061807958	5.9368377505517635	1.3717060601769084	3.062982327819804	2.9671609556161864
4.024999555302928	4.367627540303594	1.9964675576776836	2.85617554811534	2.737682277055533
1.6923744916641508	9.434463218285655	1.3899046217243862	1.1727693942646935	1.1589886602982264
2.12259661984563	3.2482485006225192	1.8700111626898044	3.874263423172144	4.278133837826709
2.753313802187692	7.5338555956164805	1.8478480448301235	3.869777655333145	3.8992463907245862
4.222333832606962	4.697054745028146	1.0566012721948672	2.964813304667852	2.8352655467709313
1.1413021584295089	7.0196634705754395	1.4044512508365183	2.6190621210346707	2.639909641633398
4.3104303712417815	6.550877454407091	1.11170192285934	2.0087954129506254	1.9250545691067456
2.7416053257827118	7.2430399028813435	1.526291687634604	3.277109835164312	3.2707915539089663
2.3640398184151024	8.070635069945396	1.2704885789725888	2.5116419990465237	2.4966598558916817
2.7218708250932484	3.197462837558048	1.2105356498903301	4.266398402254096	4.261315556010875
4.281353614973216	4.592185537698198	1.9871090915256155	3.468814451909469	3.4002044409877845
4.481634681396267	6.274955891201916	1.9819661601772596	2.233846711383936	2.1166148720312807
2.800891173331092	7.703304026597603	1.0189492622326997	4.534967593467336	4.5266481560874325
4.003938174402482	9.512392025537338	1.104883265094745	2.7806778411556046	2.7504036054197125
1.920782245440393	8.773279938190885	1.5705097446415652	3.199362926061164	3.212054997602595
4.133893517566209	6.37277899961221	1.3617874838948307	3.5681879530364577	3.5106622864628307
4.1653584958483485	6.379358463014111	1.7663920264291015	4.498160457502985	4.493038701802644
1.5745234300397837	7.338065312989893	1.9847612588168608	4.270941432286039	4.37601265895011
2.750513040429926	6.711893923583743	1.0280121784087863	1.0382280128574988	0.9871093224131774
3.271269332179339	4.326977910659055	1.359779894531857	3.728275938065208	3.6769750312554015
4.065324697974344	5.092917556636229	1.8828694786950164	1.2499693313437068	1.027671263018452
3.4833147346234066	6.471591815506175	1.9453657651422265	2.43305634022868	2.381398427835108
1.1279552208846289	4.091401308303725	1.237349500529355	3.297324567930948	3.371843393576197
4.296719882248688	7.2869668779937555	1.67731428084309	3.9614702282925647	3.9313091045241166
