omega	c	target
7.207937390916187	5.581231442089566	1.29146004169603
9.073848442439383	7.506346866505445	1.2088234934796829
7.975807774454207	2.0817502530278373	3.8312990536946767
9.388748102889835	1.278919536404462	7.341156214788338
1.368476660802903	7.691016138504441	0.1779318410153552
6.1068816886856725	4.9506316279160085	1.2335560687346865
3.9186691621714735	9.103292433428976	0.4304672392794276
6.469336638688157	5.03693633746034	1.2843792744758098
2.5354066393369448	6.7752468011250295	0.3742161302398521
3.175623512718	3.916597344542712	0.8108118433830922
2.49680089438585	9.3620307373891	0.2666943705295036
8.124834241960817	4.623617687192709	1.7572461201682783
4.739263546686642	9.402048074208183	0.5040671467834172
6.185392635166628	2.5205492933840348	2.4539859828975032
8.982502285886898	9.86719975353487	0.9103395603873294
2.525432284172978	7.196458771895392	0.35092708291967795
1.7739714974366725	9.38699388590231	0.18898185286994595
8.658625090607124	5.38886428313582	1.6067625079562418
6.102105395527699	4.89093893400963	1.2476347543609885
9.204586571614737	1.034928616477965	8.893933769982592
2.8122322661073635	5.7975710470623625	0.4850707724456996
6.317513824721825	9.271942512956947	0.6813581745026462
6.312545113443843	8.086177975961082	0.7806586909427461
9.741613256026351	3.453517329400836	2.8207801863604565
7.193236130187736	6.492949096453878	1.1078534612440314
5.144722813180801	6.450476853426533	0.7975724787614566
1.0495139750605285	6.207005745879131	0.1690853880322742
4.067320809176101	6.105183989686699	0.6662077369079952
6.770179330974747	8.716012153026304	0.7767519379403409
9.67479042812116	5.071597959603877	1.907641438691016
8.156967544094723	3.370386458269766	2.4201876090738312
9.684931597394778	6.304863166498662	1.5361049624131968
5.169177516878649	3.1133988571628466	1.6603004478485532
3.056650708130725	4.543730633356729	0.6727182913729621
5.630041493152522	1.7633064130997158	3.1928889110404084
8.067162465529133	3.356613043573208	2.4033638554122447
5.370894669913052	7.480153652218465	0.7180192974137839
7.840309201900418	8.882926831397041	0.8826267907767232
4.150575845173679	2.066343470513422	2.0086572752313967
3.8176719924272913	7.750311713044693	0.4925830255319533
4.7390809928353095	4.210829708398174	1.1254506406145042
9.116660681739516	6.791876477088772	1.3422889406915748
4.3178572969720665	2.4395033086030664	1.7699739458212096
9.917210958635255	2.3003167191029426	4.311237177158231
6.209838646824091	2.8956455430251653	2.1445437829163616
3.851103483429205	6.775119281919603	0.5684185507562113
6.065282634204991	2.2071340361903933	2.7480354771176136
4.773544268349398	3.6513557829077263	1.3073347414389804
9.161435921594322	5.3696100609031685	1.7061641008720414
7.332851790657934	3.7829513017417007	1.9383944454378328
3.707063520988557	4.619559916845391	0.8024711417792456
7.467877894840679	9.705576131062973	0.7694419984960527
2.9364229447003907	6.680120941422053	0.4395763146281136
4.593789208929109	1.6867300774951128	2.723488049582384
3.667599681801777	4.065241458216582	0.9021849549401058
7.934633544284222	6.799712820680031	1.1669071552775796
7.145194152501867	9.260039845299838	0.7716159187077999
2.87531334554664	2.6136904022747984	1.10009714350412
1.2133407231017963	1.7793343687800671	0.6819070908711088
9.422898985770336	1.4015798974295208	6.723055177269457
8.914540456849819	8.626266395514621	1.033418172836059
6.270188798649862	5.032432968417317	1.2459557510254955
7.989531902173676	4.576794235610387	1.7456611529550548
5.721086583601395	1.7544274873259664	3.260942173404536
8.294103393594169	5.410789579946806	1.5328822662654176
9.243512474549828	5.525855651428728	1.6727748710120371
4.503095173630942	7.81835425922795	0.5759645859377592
3.4263953814637964	3.1519376987267327	1.087075859033614
3.528865025645728	8.631839292504692	0.4088195929122495
3.4435745868938863	8.69306788583119	0.3961288042517831
2.657517726426476	8.99159761909182	0.2955556775342993
3.879370655320928	1.7937757422844385	2.1626843110167213
5.240657246876144	7.8234518468123575	0.6698650863443906
8.253466592339834	2.0593973023337337	4.0077097231247745
2.1765266797368854	8.052121071166567	0.27030476324191144
7.426313661047753	7.770874526780789	0.9556599627821072
1.5259797005682658	5.326068694992727	0.28651145675287804
7.603063779921621	3.3218103932055114	2.2888313539728387
3.7984434946398142	7.254812010344056	0.5235757300428898
5.817309568483733	4.775609252847858	1.2181293025627404
8.284617571074268	4.257343753846636	1.9459592765063591
8.191312253769112	4.685980311733074	1.7480466644853696
8.280919194163673	5.065684930240766	1.6347086935329966
1.1477357998115876	8.344347959138915	0.13754649319897572
9.405800435185686	5.934156618807823	1.5850273323381403
3.630371362795578	3.638227782027701	0.9978405917103564
2.430413721317436	3.496854556118153	0.6950285413115466
1.2795377244527493	2.6569683259612478	0.481578087307395
8.723865747285338	4.53647927153075	1.9230476378527863
8.250620823017815	9.345653601478938	0.8828297275764816
6.312781082023431	8.424821496755134	0.7493073989110431
8.839155342103075	5.1663863939427825	1.7108970696551755
1.3984266515975647	2.470602568128605	0.5660265514322785
3.8799299384910273	4.989211589933534	0.7776639391921871
9.401793947122195	8.914141514827007	1.0547054847047328
5.7463008806766105	1.204477160049593	4.770784429353573
5.255549104585605	3.0046400971571052	1.7491443016946486
3.3002699967522897	5.566121976249099	0.5929208901340457
9.108341900343207	2.654599768487795	3.431154484554113
7.067377591273138	4.10762378594413	1.7205513356546878
2.518734998517448	3.5347740078724463	0.7125589904497049
3.3199536028443704	9.990880371087824	0.33229840409778505
2.441255347726416	7.343873199935803	0.3324206833728769
3.7224258382964464	1.0015881186314286	3.716523557989859
1.5556079121582624	9.941104173378507	0.1564824072887253
8.747199484117472	3.6173420412779667	2.4181289422736443
9.915928523095884	7.359368041875008	1.3473885891660773
4.968322976698822	4.034575623700101	1.2314363244336424
6.304774530361134	8.906120702955908	0.7079147858695204
3.293534358810733	3.06754793862508	1.0736700533152688
5.277767299999133	1.0415529446314788	5.06720981127513
8.267390230286884	9.869077840491046	0.8377064568654297
4.092217869958354	3.5798744598115446	1.143117703120176
2.5577217338550136	6.222825008962497	0.4110226031056995
4.7840022124857	8.17959070230696	0.5848706110852744
5.608027577360855	9.284419353010332	0.6040256653791212
4.109524478208426	5.922014511116937	0.6939402918540531
7.206562485016477	4.220090133259558	1.7076797550412024
3.6353247796016617	9.224283331087623	0.3941037638501316
6.978971972017359	2.642923812984394	2.640625483689857
4.467634427492618	2.2845440227800293	1.9555913052863896
8.566438014448437	7.163954495534519	1.1957694622136592
9.498346988612976	6.994350431475103	1.3580027311570928
7.152739225607182	2.7495928301472485	2.6013812471369198
9.031829505095963	2.763663605042029	3.2680639889088847
8.965279889791557	6.710345072453631	1.3360385781939248
8.260225548114423	4.50609507234042	1.833122784918105
9.644204033911851	7.784366744423527	1.238919535853145
3.9571099434542942	6.939931075489803	0.5701944155367581
1.2814734648797494	9.13451045830139	0.14028923287456022
6.29719480442284	1.6673189735489022	3.7768386879321647
5.56192149535916	2.747240423239412	2.0245485063155897
3.4895236343104434	4.149659549243319	0.8409180543369514
9.831980456265107	2.0801635942410233	4.726541933281188
6.3915422997917375	1.5586258537934985	4.100754702763034
7.469412789036614	6.5707308584165345	1.1367704673931285
2.94364321619363	3.846164393125872	0.7653451374711675
4.655954475835332	1.094072257485159	4.255618807607404
6.495259845648737	3.1934526001772228	2.0339302500648606
5.829684020609781	2.361796556687485	2.4683260732610046
4.857146115067947	1.7485520916682151	2.7778103599040973
5.3301243929480995	1.1549125578782538	4.615175717493567
9.830424267490788	4.679932635028258	2.1005482416375485
9.855413984877547	5.4317387489933635	1.8144123714904368
4.190726465755524	2.5596487343412218	1.637227174780329
1.9746204940837169	1.675880221353343	1.1782587257275037
1.936175081144828	5.051960804637276	0.3832521977145154
3.627438833570392	4.015464256294399	0.9033672327886466
3.5306394544838247	1.9149452544544172	1.8437286634023025
3.5157267639237224	2.5154404844233578	1.3976584958755924
3.7475816847103776	6.430423486995955	0.58278925055076
6.515126204992541	4.515446828002221	1.442853044927791
2.560408780942187	3.481886523717848	0.735351012590802
3.1322652393213213	2.170969195254381	1.4427958011418494
3.9731777930052328	8.248761719914041	0.4816696042283832
5.634803665375485	8.824872989318061	0.6385138542159247
8.661263093114982	3.7947147929332483	2.2824542991332373
4.954926239819763	6.299281553214991	0.7865859301511767
3.1179218353004865	3.2037551617147604	0.9732085249709492
9.127547140324069	7.680693435336535	1.1883754008890657
5.995492099756937	4.588355856921526	1.3066754817442394
6.494222356027707	2.698265451659404	2.406813737334047
2.23673979859352	3.794897071169325	0.5894072373099466
3.3946814327168875	1.3767548025291436	2.4657124322215886
8.809160441601662	2.696141852453329	3.2673208323908662
6.445874900044147	5.711759524887161	1.1285270102773606
3.052269068158148	9.138328694849116	0.3340073628428994
6.2022204151974885	5.171107548217051	1.1993988439354653
7.592023963192402	6.689276249757656	1.1349544673786574
5.097425301578092	1.8489552383836296	2.756921960985004
8.957464132553907	6.843501329079298	1.3089007661168983
2.357317145021129	1.0121343551582769	2.3290555577006318
1.874228872372845	6.359939178076205	0.2946928924782224
8.271016197080275	5.88880724326012	1.404531657331228
9.9139305546423	9.950987665256738	0.9962760369260812
2.362294803132805	7.967256576386343	0.2965004051876858
2.985379275963042	6.161999594678558	0.4844822253057574
2.0857129588356633	9.037438547048056	0.2307858524268395
9.361877081731498	2.9448263704381583	3.179093061550706
3.038713736542243	6.016881488011884	0.5050313426642385
2.1803333993499394	5.445456552264226	0.4003949675153232
2.3558386724979004	8.975654417111652	0.2624698504441757
8.824569769110498	6.522710183459166	1.352899258269757
3.430094459515713	3.0355079615754264	1.1299902694821122
5.507817297765576	8.953782945155607	0.6151385767895511
1.538534795772513	3.776708640557077	0.4073745004448037
5.667121396735665	3.7499643194825687	1.511246751680462
1.6385441081009182	1.3298419086635718	1.2321345096933949
8.120075575911525	8.41062120793438	0.9654549141092263
9.630356774239344	5.549956798575731	1.7352129257493965
9.11417556355625	4.505962185971464	2.0226924211507287
9.366731751975989	3.0341011625405163	3.0871520922305136
8.246378824288676	8.255573597972662	0.998886234423948
5.932393465148086	7.708972308620907	0.7695440102325853
4.4070201775930595	1.143314441280442	3.85460029058801
2.6207548839047035	1.8089776492772285	1.4487491788258509
6.603286304613023	9.333408568915422	0.7074892581693066
3.189816319556945	5.356123111360849	0.5955457432991113
2.8107659429919964	1.420540184344467	1.978659930897396
2.9922522322101224	2.60714157045366	1.1477137513823044
9.260053395050264	2.2294169722553496	4.153576253473345
3.8123767568926654	4.637434530684343	0.8220874562578623
9.845830557189256	9.89088534029186	0.995444817976095
3.7104676588961953	8.596022317696928	0.4316493747645731
7.505898363867647	4.692827625218818	1.599440457504053
4.21881108800928	3.358131324933547	1.2562972319412684
3.0874392878758585	8.468517182779662	0.3645784995458264
4.130569611912489	1.094325582087021	3.7745344525666265
2.4430940660432734	8.354658220275509	0.29242298148286283
4.511983644873596	8.912560119349642	0.5062500094757105
7.219192668087187	5.144414599019583	1.4033069320390723
2.119227686178169	2.885020128402465	0.7345625305400063
6.982038879581563	6.390475270376967	1.0925695795971215
3.213025633929316	9.306629356989694	0.34524052808831274
2.4925123601853265	7.659283972377316	0.3254236778756868
1.085143358114172	9.047684330593896	0.11993603207893334
2.881934526904686	1.6164666686282954	1.7828604714443286
4.253062114350708	2.6541125549095748	1.602442257576228
8.150830482415845	8.142383909437342	1.0010373587234953
6.513813844169159	9.080360464893156	0.7173519013207813
3.5002577174593186	2.726674679527667	1.2837093268734414
3.241879008807347	8.630660769357966	0.3756235003833327
8.317662289026464	3.8615346797073387	2.1539783995043256
3.3454830369308057	9.367067010129722	0.35715374228805435
7.15591951265466	5.874806758494872	1.2180689181490645
1.7138241790943447	1.518795328054433	1.1284102258134692
7.1158012092650695	2.7396654505434928	2.5973248696673688
1.39004750128546	3.72918250550794	0.3727485847722345
7.782551656747874	5.9519909304234275	1.3075543541183152
3.3564454847545337	4.8693505711988445	0.6893004386677729
1.6109980861172848	6.449071112956092	0.2498031201549031
4.092955225976334	8.616145290564504	0.4750332182140092
7.077096897227144	5.067462175768196	1.3965761660873772
1.902369256785016	6.148389951149441	0.3094093367369075
9.13280796515994	1.9152472005309076	4.768474775803521
6.647723102842453	8.625137542289764	0.7707382137673878
1.8139393207573784	1.6236446143366257	1.1172021911325107
9.98832167249706	6.646065492476157	1.5028924532574328
4.189444501302856	9.921175128542467	0.4222730117171445
9.5619840806103	1.3945501648892298	6.856679896753527
4.632944884533993	9.850223221663864	0.4703390756003002
5.757617703899117	5.77903967694193	0.996293160414128
5.3588327163544145	1.7368765960932555	3.0853272641291847
1.6042085001125703	5.56586386076226	0.2882227341961738
7.654750693724433	7.252666393097951	1.0554395140812114
3.376088682481949	1.9650546617061773	1.7180634962849468
6.004958771081872	4.6634000498460075	1.287678240531855
4.129583797202655	1.6715788080499905	2.4704691022136687
7.756452164427468	2.565588189168308	3.0232646833870462
1.6597606091297892	2.8814358931468065	0.5760185791665037
9.883461404616646	5.949294245012938	1.6612830022488074
7.807063476097594	4.611220278569863	1.6930580203205783
5.47467723567086	7.896262038207229	0.6933251719840129
1.7273628470009508	5.418417363117451	0.3187947201629231
9.046228308491688	9.06014077462963	0.9984644315707656
5.30553216895603	8.08609479175244	0.6561303454378873
4.961640007331028	2.11799447340527	2.342612348441968
4.454963783668329	2.428356786510711	1.8345589941376097
7.185560345730001	2.8163094114821154	2.55141012434018
8.082324809495493	5.972526133500413	1.3532506394841937
3.956862835494202	9.350520573352087	0.4231703255935084
3.66035808819255	8.427451008657451	0.4343375101714971
6.05076078754156	2.687185548570856	2.251709336096861
9.523047867360381	8.82224890664969	1.0794354101914387
8.66731412601295	2.702774083743708	3.206821531308879
5.392910328627798	1.1534094156710857	4.675625372357528
9.85329317101166	8.709725757436576	1.131297752124822
8.894660171863977	7.803062179808128	1.1398935401130803
9.513220793957725	6.6588868135633446	1.4286503225404654
7.323819124500692	4.216526036897186	1.7369320289766474
2.159590745614969	9.953321107867033	0.2169718752375068
3.1573929535693552	7.6703019734195435	0.411638676614154
7.697929769448557	2.308506376610836	3.3345932449838163
3.0466850074379552	1.1187992114998568	2.723174074598769
8.362829171632697	7.443933679146855	1.1234421922726152
7.754687963156513	6.604472283795143	1.174157090822163
3.8266744361443896	3.2821529557189524	1.1659037490853803
8.078304863322206	5.782748264795796	1.3969663719413994
7.553091385845923	9.980378613967554	0.7567940734508171
7.793242638578918	5.0263786192069775	1.550468683118916
2.1749914368737326	5.723198823288488	0.3800307317689875
5.645403364077368	3.4293479544607854	1.6462031380437814
9.250386163508267	7.361910350890814	1.2565198056763816
7.96086116591925	9.575895667050274	0.8313437659217405
4.477011178883616	6.367772936255713	0.7030733073714345
2.2749059559137406	4.191542495542587	0.5427371804849755
5.5024294043826725	7.0002469072411415	0.7860336181415105
6.929593029735142	1.7315397605104859	4.001983198868148
5.060553658110483	3.8291160589413895	1.321598400313189
1.2949237127996844	5.7193216829271565	0.22641211398638114
3.288322402816936	2.378686585401062	1.3824109586351845
7.9979332048667695	6.681344160681992	1.1970545166543836
