q	C	target
3.8453053896074216	4.82307622091942	0.7972723659080788
3.50985961813169	2.025232771877336	1.7330647947584539
1.0271493629476458	4.518057803961637	0.22734312120730174
2.19142449601336	4.5974276203753535	0.4766631858000718
3.6273282832317872	3.751562134612613	0.9668847677519132
2.7697141023644347	3.3591247909413564	0.8245344471374206
3.0674917096831447	2.4913886335641315	1.2312377396114438
4.503181737272183	3.878102101448918	1.1611818408777133
1.4727422467038722	2.794094943275562	0.5270909817321214
3.2170929893814386	3.4697359569773565	0.9271866877685973
3.285004791463744	3.812170574745164	0.8617150589289515
4.128302268567226	4.776462076972241	0.8643012761412152
3.0749967431499563	3.735444511354578	0.8231943303676261
4.379929723684663	1.9048323463580727	2.2993780697072004
4.500552459855942	1.6333112128000833	2.7554775994835508
3.3833325249530195	4.496819820284297	0.7523833865193912
3.346886708174156	3.172955362243197	1.0548168272395717
1.0860389306452287	4.0947523539807085	0.2652270117359937
4.615562959765572	3.921047078782317	1.1771251063884027
3.24888556232676	4.43982835084428	0.7317592721144163
3.866497907463034	4.5359849246215616	0.8524053698846049
3.298528878141146	1.5032457182634331	2.1942712612224464
2.7974682410203786	1.7732874399371537	1.5775605116334228
3.9177556482854885	2.9442791367724275	1.3306332267735332
4.832701347789842	1.1861836333236195	4.074159524734705
2.811048103239372	3.063459938112429	0.9176056354670064
3.6459177295563863	1.04493670505871	3.4891278217196335
1.8682670043350869	4.416709325774775	0.4229997644246958
3.7931473208821447	1.2909777883811184	2.9381971982947417
1.6372230208852478	4.915185123674815	0.3330948844631076
2.7568783278266573	4.6943670422176185	0.5872737054928514
2.648725243289249	4.244663239483197	0.6240130474076763
3.8618742173862888	2.663559323136508	1.4498923240946215
2.9272854510168527	3.554787888696412	0.8234768269367339
3.772906848494913	3.917951764148549	0.9629794024059004
1.6772560434888186	3.0266609093868015	0.5541605398500451
1.6942628556060535	2.7625573478177583	0.6132950894012796
4.032791577131052	1.6139969681252295	2.498636401910607
2.8158627900348576	1.779031775649055	1.5828063492612598
2.3380193936574485	3.6374664245038857	0.6427604054039705
1.380897486150786	1.4117980548814968	0.9781126141774544
1.082065829884951	1.1811982972253134	0.9160746611528066
1.6308276224031792	3.2776522994806943	0.4975596779016386
2.2260739663973186	2.895588400195567	0.7687812142937754
3.1327429378227034	1.0825186057621172	2.89393911674819
1.3816822758838696	4.031068235947821	0.34275834468949296
4.5489492544059456	4.293951291357317	1.0593853878971282
1.4922952643143774	3.724924881890217	0.4006242573023676
1.5333877072052349	1.005840479748263	1.5244839893389497
3.5426453281428767	3.2064457155188286	1.104851178673283
2.8926065556840186	3.0867434324534795	0.9371062477275112
2.5130417351762016	1.0165085364033608	2.4722288551239493
3.2135431716624017	1.8814822243515428	1.7079848696258382
1.5854223914463503	1.3804531540354752	1.1484796762654996
4.820301762693191	1.5505438735090094	3.1087812767170835
1.2790758378305278	1.8938672608849485	0.6753777649827757
2.642512877598751	2.6225911191602367	1.0075962121174622
4.387475647791678	4.635369707129134	0.9465211892470632
3.917654374930632	1.5213053714372848	2.5751926263359906
1.0909307526692484	1.3010380141180065	0.8385079765780764
4.354098790074991	4.27565043475153	1.018347700898523
2.024312237333659	2.772162505698566	0.7302285609780824
3.716292870900392	1.0589977438882467	3.509254757479977
1.164562430257705	3.827831800506587	0.304235528348864
1.2181213795854928	1.4914008744912084	0.8167632193464115
2.052918129958176	4.989754522186624	0.4114266785730654
2.9360232084480016	1.209779763159304	2.4269071924138195
1.2457777755125727	1.7566508617587442	0.7091777897545962
2.219972794127288	1.4906083472062543	1.4893065628459896
1.7409837089630742	1.2042976222756732	1.4456424033066384
3.336565067874562	3.7834283726989417	0.8818893181515141
1.0328314232124884	4.356756642161445	0.23706429071973295
3.1010868161828227	3.91162131384478	0.7927880966408599
3.5499307602476518	4.589462262358089	0.7734960126731012
4.138785579990927	3.5266872236504083	1.1735618492719486
3.1545488192424984	4.544311907086512	0.6941752423118707
4.867606556307457	3.2154572776112054	1.5138147193557645
3.2058385385195205	4.496624745300019	0.7129433119520017
1.5991131879190688	1.8547225234588016	0.8621845951042548
4.0613338339061515	4.94644713188275	0.8210607989173632
3.1722662301131845	4.3228627781473525	0.7338345890018563
3.138989928983872	4.959198534483878	0.6329631506294511
4.195710336479072	1.38383067786819	3.0319535500850585
3.55310649260419	2.2789837266957287	1.5590749731924571
2.9392187778621155	3.756340413894472	0.7824686939953912
1.7012546484638038	1.2084619797172156	1.4077850002876413
1.3470065493091028	4.53443497537446	0.2970616089158639
3.6779462742483187	3.136405329233804	1.172662933571411
1.7179859241960744	2.07967128658725	0.8260853218853141
3.9129316649836063	1.4330543055577172	2.7304838691795204
1.4103572160789803	2.937720928795455	0.4800854983380825
3.387991540174535	1.1578538111455456	2.926096116419532
3.348496541307612	4.099162989928722	0.8168732371790459
1.044701966823415	4.206022485186893	0.24838240178285534
1.3965767131830449	2.3309197775616832	0.5991526292011512
1.025362315706326	4.6538456468055545	0.22032581085067676
1.5890950497479723	2.00700790712582	0.7917731883895123
1.7044081211244522	4.176737587344412	0.4080716313825504
1.3181292830295437	3.1161258900042315	0.4230025774176132
3.639466624898284	3.9633268816166014	0.9182857567917238
1.217613720186136	2.1681499839791307	0.561591093412962
3.9601792742409847	4.941512946047551	0.8014102801063221
3.5756397450324173	3.9224515993080353	0.9115828849649033
1.117708930816253	1.6079050147543956	0.6951336805097167
4.045657085251573	2.7968897828056645	1.4464842733964383
4.7002160963292425	1.0921757409009167	4.303534605568254
2.7797033183335675	4.294105414126486	0.6473300141140153
1.9052498255198784	1.6049602650517611	1.1871009314105558
4.953754863281119	3.9366183160772414	1.2583782489274784
2.758654943666448	2.212855951028861	1.246649128870688
3.328464949300056	1.7715724516174336	1.878819546026012
1.5505059871127758	2.00947171269021	0.7715988124246909
3.1807374983557866	1.7304556012275087	1.8380925208942156
4.4193684984492005	4.916137641028182	0.8989513356108789
