q	v	r	target
2.2485253425449954	4.935521616068505	2.8894482934590093	0.6112741768895367
1.8552134197332293	2.1215115058679523	3.130229180895169	0.20011666862268374
2.325313712724097	2.4578102299895352	2.89722837957897	0.3139549257438232
2.2252057224137007	3.3501381708546605	1.0539673703711758	1.125708260808321
1.832242302320798	3.7219103081971534	3.7504318901942635	0.2893927573029925
4.269484262649609	3.2259220630553176	1.15176529517418	1.903204391959405
3.523974969580621	4.634675798155972	2.1755504102294183	1.1948218493247336
4.925881573995972	3.938091963502831	4.627237676138991	0.6672185997207498
4.887772701985572	4.385382474321704	1.5517333257098849	2.1984749550177445
3.595858894768279	2.5895135043534503	3.0745640329846893	0.4820115119650492
4.230353874846182	1.1468721489314566	4.617449479739415	0.16722826490036474
1.224065947906908	2.5489252430845206	1.988959235880558	0.24966413793458897
3.7501163612110178	1.2768191708179395	2.483591224162507	0.3068415397240444
3.9548961975337837	1.4270569775543884	3.4478015194771485	0.2605279232125714
2.9041169493085834	2.870181499669465	4.553487496895231	0.2913395502820963
1.237257195457352	3.3925210614925025	4.695029909974833	0.14228670065349275
4.478161780256244	2.6340962405224	2.443008256419977	0.7684694630718757
2.0341127541225594	4.820203024260447	4.573904569066757	0.3411720038141439
4.707594773159464	4.139271936708092	2.165003560113969	1.4324667427958495
2.9205640156203687	3.6945994377289018	3.5705309188600007	0.4809738038096386
4.639358739131469	2.0507334475475814	3.0683169673401416	0.4934999130959386
3.7487873148766537	3.205082963041003	1.7825802919580065	1.0727563854107491
3.463028841809208	2.455939783424816	1.6549196677671951	0.8179316943016484
1.7065275699900075	2.922015027782058	4.455305872684662	0.17813053017055985
2.902052724026757	3.3096080954598426	1.4244076750197396	1.0731679526325255
2.82423893773249	3.8422985179266314	2.7737267583189382	0.6226571723247694
4.08092276079374	2.5751244959989505	2.420664006129116	0.6909430046544125
1.6645092193025364	2.893505406702112	2.9883592233720595	0.2565061800067129
2.4741734375445956	2.990903166741376	2.9387813459172047	0.400760906045108
4.6142131818861065	3.072503843728541	3.591491131403488	0.6282542333952446
2.252072880157016	2.0734556303949883	2.6055144015887985	0.2852356737729962
1.7790241299160643	2.0264870793459493	4.481192780424782	0.12804192117958774
3.17034641677776	4.7001206608667605	4.227780626141112	0.5609490460802143
2.6232559303966783	2.3973489617442967	4.346718178613243	0.2302663976280245
2.8418681288330223	1.233054630386771	2.514645814465511	0.22178366084199805
2.371536798961039	2.494874458853297	3.4975596775167728	0.26923626871971107
2.9210500719658814	1.958699200061429	3.3527046559032154	0.27160113572961125
2.2030542444850254	4.196753748193617	2.543149568668372	0.5786112940048929
3.7072946815710552	3.544254520581832	4.291208533255944	0.4873292982537161
3.4888229870565044	3.18475472148521	3.2302610077646867	0.5474411531707382
3.3378015918402864	4.142428409618029	3.0571598479396367	0.7198093997251656
1.3526335640807543	3.040963120821569	1.597392794875366	0.40982620404550735
4.677531392938929	2.1056017543240118	3.653639836738293	0.4290296849679491
1.7610002637404092	2.9329926423249746	2.3658319121339617	0.3474614603145242
1.2763936920985597	3.21147999698168	4.153217489392887	0.1570816042599049
1.0121161057315622	2.20662302823737	2.685972323234137	0.1323357186920844
3.3892612483827853	2.922170823570964	3.2881498688043704	0.479379186579138
4.248486723563933	2.0921561847044408	2.2807139446651346	0.6202655798884352
3.6925129904528062	4.7473972537380424	1.3695139031357426	2.0371888579370987
3.3110706335783706	1.1896353461100144	3.5154600609867863	0.17832829945602474
3.672981874177617	3.640164575884015	1.4401328075272557	1.4776017326757205
3.237793813400069	4.22260653253781	4.701906665714648	0.4627814385925623
1.5120122581340727	4.736661268749745	4.900321133750556	0.2326072411397755
1.6254971531980424	2.9990303784894814	2.2530356914685585	0.34436510565079204
4.1094324683493015	1.3487107069209578	3.755593019595205	0.2348779574998828
2.3392204244883854	1.728048353895728	1.1825023342765155	0.5440579525885532
2.15819612870892	3.614198256586109	1.3887471710362362	0.8939224115665739
2.367612989748555	2.1152987415205007	4.355803246618424	0.1829929264168847
2.549577609113582	2.86096879033602	4.006912378715279	0.289728783343302
3.041129265807696	2.7582901053878506	2.415689482314362	0.5526546714051134
3.3046201917972247	3.918665609371182	4.742851499071055	0.4345506084927833
1.0036155600327712	3.1556903598426587	4.102653468043119	0.12286185413467415
4.267079809984248	1.272302758356655	3.2653086026165785	0.2646166296865225
4.453481794245	4.315026281292454	2.3920060078322103	1.2786185240229355
4.533188998067072	2.5706281561187097	4.463288284201097	0.4155356402608294
2.988759388043713	3.0490598944207785	4.113091836795952	0.35262137450891456
1.468180244272598	4.108212296142497	3.3836656849689506	0.2837036600517564
3.4498771891560724	3.3100708040185136	3.3862037052088265	0.5367202359229502
3.0085949564678014	2.613783301031237	3.5863466969245237	0.34898050173220924
4.842511475588211	3.9777086012252285	1.497383349445196	2.047343693600514
2.331286397323515	4.500079009175751	2.778937808052296	0.6008375584826582
1.183065294236358	1.0403299303123226	2.2000363789439144	0.08903690949936108
4.488469064407337	3.391022269184652	1.8328833225585	1.3216430915442674
2.738617626898464	1.289893653576161	2.371082973029744	0.2371148124137657
3.1583109001011813	2.19572228629815	4.81760383840754	0.22909802041090915
3.764590689824135	2.2266527423977194	3.1111106786039198	0.4288198947506892
2.697840278604312	2.8537675129492013	3.5362933894956865	0.34650273467147585
1.356003522008189	1.2311878047028308	1.304588725445215	0.2036721431391323
3.283092696622702	4.098274710640153	4.451523304377519	0.4810560617011717
1.0213556468087421	2.4706750413144545	3.036424325586286	0.13226663110364714
3.4688567270958632	1.2202004599726948	3.3346502539432965	0.20201675368518365
1.733281007463655	4.9198870083935775	2.447380382784749	0.554552623275229
2.039257025070833	1.8338860615756576	2.5874753255729512	0.23003198728897886
4.790066299690818	4.764023995228516	2.547926711996803	1.425439090737158
2.185114915018492	4.071327956207992	4.643249653323874	0.3049358359081053
2.9379331276482734	3.1378570865914237	3.074676885195895	0.4771948135078604
3.6510887363584295	4.506754934572494	2.5376798536253875	1.0319760798363224
2.139771913694825	2.2385514605457884	2.8634603665180918	0.2662340020428059
2.281053941928506	3.3226021009971265	1.7990672779083543	0.6704812201522413
3.2612559689394747	2.5155364805560803	1.7106319148725473	0.7632715382465646
4.900607083246605	4.795604025491632	2.8443809013537504	1.3149994683139818
4.5769639480919695	2.2879909198983315	1.0018166588975013	1.663656536335007
1.5512782127718316	1.031767511098475	4.292140658138846	0.059349590566436315
2.820852483514393	4.854423106837014	3.892103288753801	0.5599558371521156
4.900943853865117	1.2024655223218672	2.0193940431862605	0.4644633186083134
1.81424663654914	1.4134603473948049	1.1270159857635806	0.3621345918840448
3.6870796797441785	4.734039272481193	1.6538664936744527	1.679709050851984
2.01117960500061	4.8880507527025525	4.964505292768363	0.3151597275788948
2.2203264197950303	4.062392106559882	1.1599663101248925	1.237580398489864
4.750636932035062	3.913795201378743	2.284787937685506	1.295162231762748
4.270164087139778	2.8211439980696587	1.6154450638705016	1.1868552518915811
4.708322147272524	4.724554531171124	4.223373088071411	0.8382773260810739
3.155632936323592	4.884229063200332	2.566483649418917	0.9557936340980848
3.8388596511434048	4.2482075522733815	3.179041918777388	0.8164542204423468
2.6221346498425087	4.697926686714222	4.820600914664215	0.4067056235082128
4.7888813851358405	4.843436678420298	3.1149410743041943	1.1851081988100058
1.91214375774478	2.8262508536382653	4.179045937783111	0.20581367767438824
4.4335615300526	1.4831869704517362	3.986216317807224	0.2625475141861035
1.9299622449791705	4.057981631430831	2.468607391099762	0.5049251425070044
1.0848833989444313	1.4903149042584831	1.7658142595987643	0.1457257235744802
3.076190282354752	4.526642278376406	3.0520416970863606	0.7261377919101782
3.5396993910869625	4.802594013193228	2.9122565475497675	0.9290364586775504
2.515846263796845	4.152387743764919	1.7126518716428332	0.9708073097720631
3.003667366572246	1.1294979854547371	1.899342054568004	0.2842851956726857
3.298255544249584	3.1691500962724577	3.0483883608617877	0.5457288917323911
