m1	m2	G	x1	x2	y1	y2	z1	z2	target
1.859443826391184	1.5896491309384695	1.597526893891683	3.2986410851752077	1.5731432560739278	3.549269102926248	1.2200626807360706	3.6874490342279613	1.096634232750347	0.3124123530691085
1.0318065821312634	1.1906068530381515	1.2896896825229711	3.721903074366207	1.2879282512802541	3.5768417216988966	1.6146915529244648	3.687983588340909	1.0495255921872255	0.09466889464093467
1.9947730897435092	1.8367843382686184	1.0556123511369424	3.4465542970730496	1.6118360004959675	3.3412926154914784	1.3992400860739949	3.468544396612959	1.2847996950353506	0.3248418750761938
1.254928003800463	1.5255627590253449	1.9986969204994451	3.136223314500714	1.1498448338261291	3.915712998161336	1.9841255313072723	3.5087535725622008	1.7388052203292457	0.3539911176824241
1.9542765798363004	1.0813309386939722	1.6524771330805912	3.0353658639171943	1.6133190595326004	3.8895427814718966	1.7312480261600296	3.3038514636555574	1.3650709329839257	0.3345089690808762
1.2841188082768653	1.2204118213256936	1.5910302779044998	3.459882199580867	1.697523408532042	3.0030422664505334	1.8481275720896575	3.757515751649536	1.2163949634151814	0.2288136126908295
1.8543729559745732	1.955208417785797	1.4769755729150913	3.9619650732033183	1.4067579866994606	3.2117654772452813	1.4525460163096384	3.4825264296839125	1.972473596833249	0.4498455099120336
1.2747993680570835	1.6764553331140348	1.6722986078822104	3.4592635491706094	1.708202107104086	3.063215053108418	1.8966835712275	3.8516355208043223	1.9122172933823929	0.4364665794866833
1.9625873594704852	1.2669631700446633	1.5444817303982727	3.680586431198393	1.1821925895933356	3.20171400404945	1.0268841431400002	3.002207962161192	1.08822483835149	0.26240823142471204
1.5817136716240523	1.8111606968532907	1.1221196448224684	3.3082746694968344	1.5710970500035235	3.554222972669252	1.877330609487625	3.3546458868408706	1.1169249851268668	0.2966258380329053
1.769118975958904	1.3748948514324362	1.3822205776212004	3.1571007357688696	1.5802571307141196	3.768458531446623	1.5522767551370902	3.6641170808732992	1.2373932163848562	0.2530350408950776
1.1526422990317842	1.5071276059211405	1.4472846261115355	3.871730025334516	1.6797531395634873	3.507998220793981	1.5394815538823703	3.84610316750496	1.7278796399450609	0.1909509697852529
1.0011709793266437	1.6677775552054641	1.0604608770196475	3.41921102093848	1.4943871321318989	3.0681056981987096	1.7268804355841776	3.4050068695379685	1.5808554805365265	0.20049955591240687
1.8579131142052048	1.885864120752012	1.9770365235916472	3.0906342272494935	1.2712468733164397	3.9975465000222115	1.1013916800053731	3.589936963682053	1.6286696345744371	0.4456306538082805
1.1044892892370797	1.6659230818550907	1.6767763392197912	3.2125649496415467	1.0494216432828267	3.1024508452919943	1.1002263262465868	3.8836823236634297	1.2899521879448184	0.20013967337224664
