q	h	m	target
1.833696177558924	3.159185708511284	4.2837397557327	0.10761420281789864
2.660926442479598	4.470297984138159	4.8106354880626565	0.1967691583913255
4.227186544088347	1.0200915677159044	1.5127638236018184	0.22683474463901446
2.344909262992647	2.515995289598735	4.0554740618022365	0.1157668919741094
3.4743783806383743	4.716789272143946	1.9976548251732225	0.6528197358510885
1.9442484426930524	2.359483956563795	2.918986238672209	0.1250624340260777
1.9760900387916656	1.6849620770922344	3.544255753539264	0.07475873476637925
2.5546514543794654	2.0931131345910985	2.6036348275243077	0.16343099393127866
4.150839148349806	2.235698251572476	2.9130030870960404	0.25351186041383084
2.6249518400910468	2.5585924416985955	1.0838601513220336	0.4931049235522995
3.7055648494308753	3.1496062928619466	2.5458446493527065	0.36481183971154574
3.5874473977015513	4.918349322748371	4.132777121375836	0.3397449922997096
4.9255992038713385	1.6897802046435992	2.0406701307517547	0.3245686855923321
1.9152526615547212	3.0784772946720453	2.9891801680747068	0.1569640056135448
3.5900832550242847	1.128772707678575	2.6800336870254	0.1203263944222044
3.5050332218828464	3.502390061924332	3.791726373348819	0.2576379277112605
1.815360921006905	3.6134074155610336	1.8798673169116924	0.27767888214886105
4.445994212819381	2.4000819318917634	4.687490009574986	0.18115267082440614
3.718177474891886	1.073770771534338	3.7316661455043434	0.08513909845715256
4.487775591947762	4.172522925936331	2.529018087965304	0.5892072258687752
3.5984000344332485	3.320659203027038	2.457778861149574	0.38688427683304993
2.549734822465414	4.639171500578757	1.2226713214430838	0.7698672644703493
2.857340279652305	2.0992135687574325	1.7143859326378896	0.2784198081227734
2.822911197381877	4.781760394568856	4.665740418174213	0.2302261177486941
2.6863935588046446	2.1902384602023215	1.963880997079976	0.23841633437207216
3.946052713101308	4.580962301906247	3.19417046375372	0.4503515344320543
1.507124323485705	3.1351023309739365	2.936040858340308	0.12806452437919255
4.0934968748027005	3.2428092839658462	3.8337993054688835	0.2755349107101365
3.6416048799426286	2.622030351509318	4.664984671883176	0.16288100931736052
4.7165612382129485	4.6435291498534985	1.1568673129221034	1.5065385163263647
2.7214588671806617	2.556704232174586	1.239106254359482	0.44685215005532575
1.5718625863176827	2.729498344251453	4.633542060966711	0.07368421115425271
1.6418431649494147	2.1845224878223983	4.7550766665517035	0.060023428933793276
3.414307501213756	4.775952389852534	2.8469013584576928	0.4558063144377554
1.6729431860163362	4.988683966819222	2.8700570309027293	0.23140183252007926
4.6238294501645285	3.3572552882151667	4.678386092632817	0.26404639920707296
2.1755538004957398	4.917146759239112	3.8002153885510017	0.22400871873790076
4.889669746834656	2.2203654948063396	2.318408938158782	0.3726525441645339
1.7142167692203507	3.5994201779009307	3.9370538516740767	0.12471453361823588
1.1351537165110086	2.63570960340728	3.992176436039823	0.05963931456118567
3.2144151064553577	2.375683365991496	1.2348240206663508	0.4921251771870129
4.0705845602459725	4.115165663305988	2.83918768537386	0.4695049090402186
3.0074922033078932	4.842881664190188	2.219893686448447	0.5221151886390405
2.7136216390388608	2.757649560030526	3.936802077596604	0.15126377131783555
4.618459629663255	1.1765573308944477	1.5748243637192605	0.27457959297092555
3.812601579233781	2.1348905272654317	1.4762690961976377	0.4387545580075388
2.8896437338250167	2.469134375066148	3.5960757644201564	0.1578884386838304
4.0540163777675495	2.6166032102291457	3.838108051875212	0.21993599265442504
1.3759836884189665	2.330147634986738	1.0298577104816102	0.2477477020271739
3.3696343824772343	2.536546271854815	2.5688327213026736	0.26477677095142976
4.7613814366077785	1.2326925892837215	4.164194005351612	0.1121623089103573
1.2376824752739224	2.0612798156997023	2.6878697568681265	0.0755314996444704
3.1300475046878184	1.2379502879313118	1.8408057509178064	0.16750829092561315
3.565665774248532	3.5567607744951637	3.662807387567709	0.27553155467894924
1.1832614847908551	4.913780774172146	4.555506673567266	0.1015663753812247
3.8290727086870087	3.34072520659114	2.6763333158418345	0.380350772482742
2.6197686696686393	4.834937121254638	1.0441354123282434	0.96535507732104
1.592249471045479	3.920771452995463	2.4007775997584493	0.20692875576459765
4.484421322214055	2.4770997594919817	2.541469325903314	0.3478204956248469
1.9046938846823782	4.185457260482464	3.6522481593188028	0.17369925511849055
4.008341994933152	3.494074263547612	3.537772150574805	0.3150338184672287
2.7628206683105563	3.216544097290246	2.7994733000871728	0.2526131836245386
1.8554634646827528	2.151999575676752	4.167678641129799	0.07624133640827671
3.875269906126458	1.0890608433331963	3.619697608693648	0.092783754942312
3.7118329450929166	1.8335095570067157	2.104224836086705	0.2573769167020873
1.5987014965187702	1.0444040589930124	2.069045832830972	0.0642178789775926
1.104061556825065	2.047146714892939	4.830903935986016	0.037230939146019854
4.178792733618498	3.9267160436094	3.5892299376162504	0.3638054344323972
1.6570767737406382	1.85141379018368	3.689135885013926	0.06617769068127481
2.5720682287407843	3.6914364727522653	1.4214533439143238	0.5315393368267025
4.0472052373077645	4.150666927224306	1.3655199582354527	0.9789605630828186
1.8777330228202749	4.847068440997088	4.870439747231684	0.1487082137765089
3.1464882199429614	1.0402319802611657	1.2268352734810093	0.21230498579017787
2.524369137649804	2.547486249828353	4.795558802128207	0.10671258144794883
1.7113026470811232	1.276546126785592	1.2822323114714465	0.13557722912049508
3.348894264604163	4.701181991402329	3.951726008871322	0.31703835808662506
3.4006390753461786	3.3299022626154224	1.2848073537282123	0.7013650969377154
2.6716469653926604	1.5945839472432688	3.710283193208416	0.09137124320664347
2.2255030305163492	3.3042369164910688	1.0683470261711667	0.5477434079507986
2.8633962794927954	4.171407363537671	4.25952891094137	0.22314780818484156
1.3572963357678565	1.5091736384664545	4.8252455858181555	0.03378194115336616
3.6651730149225497	4.953248882129604	4.813629468221807	0.30012495599471306
2.398691471818984	1.4579323169539062	1.3819255240577473	0.2013804242805768
4.074254111560409	4.031851313814381	3.3474571064390037	0.3905060220361667
4.3992503846256295	2.9172621750760053	1.8233472098833392	0.560112030501938
1.5058727613691552	1.7806235876061578	4.710402687932376	0.04529940520802398
4.827730678255586	3.171822499139968	3.999083841869907	0.3047063721365677
3.8790241815560886	3.41865809555976	1.5072784073383525	0.7001237558123912
3.4490661634495434	4.5467987558594665	3.6610153700921435	0.34087554224024313
3.655093896777312	4.34788386198991	1.3494140676132602	0.9371764692535908
1.2717721121132648	1.470880299903197	4.639912479469809	0.03208240935904645
2.7645908052656223	2.8337252358521803	2.748423676398431	0.22682715828807595
2.9585101219965835	2.6595249886361394	3.0315508577283032	0.2065391628040669
1.949725705069892	4.388683137338773	1.5554786568820602	0.4377577292615476
2.083041990397214	3.4032490939083906	1.465586010269185	0.38492009772599545
1.4879874731412182	3.2081072865684077	2.43938860265954	0.15572462880238214
4.038507264833259	2.8777865475312083	4.099935064279443	0.2255758508907881
1.6957643629117496	3.3784738714357405	1.130784728424446	0.4031774837534916
3.5146708270129445	2.5402449259163973	1.7831187609463877	0.3984465912119649
2.5187415018876576	3.510107948935402	2.2388946649430133	0.3142393339289287
1.8571137264944453	2.6290751180216825	2.227669471962113	0.1744138133965516
3.0822540717083533	4.9560430384853	2.8575304025587287	0.4254051863728007
4.2803306715840135	3.4375672055235538	2.19501298886183	0.5334350647898104
1.605816962689318	1.8508109231110077	3.5790646442831786	0.06608131679181742
2.8749710355602014	1.928277048953705	4.553637391629518	0.09688010419551216
4.482361250657667	4.2940897534363	2.1371776538621248	0.7166836289808777
3.788243854819969	4.389988313219226	3.5669267076415623	0.3710199322840242
3.995787859947311	3.9497779424419033	3.2934734382333204	0.3813388688409847
3.4656104513670725	2.4489525658139173	4.144157235928601	0.16297238793615265
4.5176566638834785	1.2416039184947985	3.6823885605312716	0.12121512670971328
1.7329070063056575	1.2869566983452905	3.0315878772926035	0.05854086920708665
3.882321630718852	1.2815370148658831	2.0390155064430515	0.19417453490511585
2.9786204657300903	4.122504368744663	4.599349466872273	0.2124564988927405
1.523465022411692	3.71085681990375	3.7471608143192254	0.1200589358331844
4.807748797418983	3.578791691456511	2.819784829787608	0.4855705676492118
2.007005361945966	3.4877344493698708	2.95982414123682	0.18819850607085006
4.848902102772626	2.6363874727611964	2.0366178328095503	0.4994974197599921
2.9595651021913176	3.308945205583268	1.6863348801688347	0.46212959957083893
2.7761520395954964	4.4441722546897	4.925438763820459	0.19933306416033333
3.1784815077121555	3.2427761383466884	1.349104107913858	0.6079688510508893
3.5559128053044398	2.8291056182850083	1.8586309161804857	0.4307221870046963
3.7188417602307338	2.2454604498571267	3.2632005712943712	0.20363830658490756
4.809319425113891	2.2223184579865793	2.800327645379183	0.30371847075730474
4.249020758225255	4.725405685252771	2.6547876718248515	0.6018500431946828
1.4969841474812688	1.227326709845029	3.5077047188652366	0.041681610987185175
2.5588395824431807	2.7505534380236427	3.7223949594359422	0.15046338624393935
2.5145334162458024	3.6073197039236	3.9728812930086175	0.18168814571683967
1.4387283167508356	2.3358993337304423	4.050995923196652	0.06601782985155312
1.8142174401574187	4.478240539090729	2.828021641080727	0.2286147051636893
2.9672359046850354	3.7577304879993636	2.028753219436742	0.4373595538362749
1.3427142872687212	4.909909785642603	4.720208729291445	0.11114400822699516
1.2536858166736742	4.94600257458813	2.639065591448833	0.18697476770291085
3.9670374469213896	2.5256983849948043	3.62587739559198	0.21989978646941144
4.613040258626354	2.2444017785343617	3.333533248909722	0.2471571585895937
3.6675137786754335	3.0950313681439914	1.963050193242788	0.4601458831867606
2.907419890936734	2.6408992325576515	2.9177148108778512	0.20941456484773452
2.95509760533053	1.042177377541964	1.600707989064032	0.1531057478650005
4.679208592649719	1.5301086905795795	1.1933477522697435	0.4774389037174761
4.810939336335915	2.5410869819451025	3.5842384679289285	0.27142050322843264
2.1106396547311665	2.236413040992068	1.7918747750087904	0.209627661545752
4.4812145481696435	1.6386602010129212	3.470552906517645	0.1683744188543003
1.5251965979032462	3.431461680266965	1.3241790917977152	0.3145200897879794
3.3935508538531463	4.2366428420026985	2.621613220481978	0.4364130540296097
2.0468389265036966	4.383379709808153	2.606668807858349	0.273903159318702
1.2225858900157034	4.59619422959786	3.473296037140233	0.12874373002574788
1.4549442416670222	1.6328690447100649	2.6211694919906945	0.07212614778662839
4.333578580551581	4.196494570174879	4.737142172194778	0.305497076418832
3.703436517813562	1.4437313398657974	4.081477818357051	0.10424710040433917
3.2524596989752887	2.536213671305463	4.828842730060639	0.13593924014596334
1.6358313994340468	2.253814469382704	3.4034345607301337	0.08620440014583065
3.452712468677745	3.5351862594855	1.2356609813274142	0.7860741532569812
4.009934667213159	4.47180344366402	2.485449957964343	0.5741232245464861
2.9508559312471774	4.950892502382478	2.398875788783917	0.4846339986218036
3.428807834820333	4.439432767049381	2.410943377300657	0.5024279075570206
1.6406544985112053	4.068391138081655	4.331132021814041	0.12263898490203733
1.4076786713313791	2.8734167592704494	2.980856197674885	0.10798197375830453
4.40811846965924	2.578532298899211	3.4598576628889983	0.2614313930725274
4.958839122531648	2.8855516615523085	2.266764705026453	0.5023339921847277
4.833423548246165	2.3778564661659547	2.4455865831554053	0.3739793154789646
1.2612223187756024	2.1426715799451066	1.5711543479461016	0.13687323788853806
4.5988023848178745	1.7325588742579003	1.101835106131185	0.5754482579744289
3.282537953434844	3.945590368010913	3.101630103087452	0.3322935288303889
3.5049975724172855	1.1313700389625132	2.5917460284537217	0.12175592075924956
4.642273624509054	2.155838587994821	1.5023529551361947	0.5301089500233179
2.7787192456934564	4.933023795588416	2.7797812540677334	0.3924075851089787
3.3291697462964738	1.7231618005156135	2.004381675693422	0.2277569876446141
1.092846902785776	4.2310606100717285	3.20888411225411	0.1146686436280784
1.4262037305003767	3.547137337729084	4.056474907067488	0.09924323537210952
3.5553533973976763	4.208439936734707	2.972423362103681	0.4005745732719534
1.047784647223741	2.142049838955959	1.7769754558912414	0.10051023969020864
1.3939582559102264	4.217126012452017	4.753042968831005	0.09842031310410973
4.828097805784201	2.084390422736825	4.849101437828513	0.16515205998065582
3.223954671556953	4.864251754380712	3.1560059621653624	0.3954187803779575
3.045298305398037	1.738526356000924	1.4684678174908403	0.286904144987122
2.272389122550524	2.9275477673199752	1.2896584821568648	0.4104895530524292
3.145413316097552	2.5399278055903776	3.525109388550587	0.18035020124881265
2.2577208272167235	2.388126933040578	2.7165201372168184	0.15794462574838106
4.458248695824729	3.018126405470125	3.204265064326437	0.3341668904472265
