c	v	omega_0	target
6.839695296772307	1.96516732523496	3.1103399585766045	4.364274389286143
8.105163190986811	1.3962329036929897	3.9690071214167815	4.795019332098024
9.219389663694725	1.5029621796152055	2.049279288490573	2.448426338394781
3.308731977549942	1.609251081931843	4.683156188108292	9.117671563950813
7.268938601807389	1.6872511593320616	1.0469136003102846	1.3633781469278707
6.841608125621246	1.810683045337654	4.274961356570456	5.8135650774152605
7.729875817529306	1.7282027938263271	3.943347813378373	5.078848644762336
7.562680596205118	1.3329809691012795	4.306997888780374	5.2285746201408
7.621345310203052	1.7273675162679414	2.8183786971272617	3.644370239709717
6.034804984800968	1.2674297602288005	1.5160555278520342	1.9191062221324469
8.269866660288619	1.4918014840631666	4.207204636217433	5.133178930781791
4.460803798801575	1.6829292414953012	2.9145504759234906	4.680282556533382
8.052915376994951	1.3563507437740872	1.165699603011629	1.4018053692008092
8.537087750168705	1.796515187423193	4.842333529040083	6.132925039851699
9.283698244584704	1.9247752520444044	4.07808158141146	5.144730941878444
6.417701117948919	1.3687507893128088	3.1920198857497755	4.057364057060413
7.795794775339267	1.524542903766697	4.632821489252586	5.759061555908813
6.49671694073243	1.0720187157178926	4.270666250895601	5.114627326634993
5.235230020468119	1.959730301077098	3.4323636221645932	5.485945539711294
6.958942101384972	1.8545206006492547	4.436058956970099	6.047752411401701
8.328946847667137	1.3933120988241732	4.9418646970462845	5.934644755756171
9.832721654234682	1.4044351404168285	4.787982644621338	5.585821098118106
4.647404502336345	1.2453588463995389	4.0103486394226415	5.478383951216855
4.2352147589413685	1.5417791974052006	4.802144012007653	7.550992303159883
6.618529669589377	1.8589917257643511	3.2753233186052952	4.554606942426346
6.3228719677736525	1.0000838566758463	4.4305640096285455	5.263010360960883
6.671482061685502	1.890952349152972	3.0017763893387555	4.189137718810551
4.5986707255112895	1.8208560111342968	1.9361825082910256	3.2053490731551246
9.949834778745503	1.9258694582509264	4.821175002045801	5.9783277710897424
3.1065314787077014	1.740821303463501	3.6152027704577048	8.223370823410612
3.688673917746413	1.886761354408327	4.552459925731221	9.319286923957034
7.927243510798934	1.4680273526095988	4.510768483708613	5.535959676138043
7.03307435141866	1.3005205197125478	3.2760309997626904	4.019250455433772
3.9469797726573552	1.7853685866489877	4.461074910617708	8.145670484353774
8.828812661775936	1.635323230443702	3.0369403087732354	3.727339465373924
8.538154449528626	1.9104672028012848	2.049943869942566	2.64085143472584
3.587328949270413	1.846614231913835	2.0459844384727033	4.21644002472486
7.5728850652168775	1.507690560078511	2.2560034451202213	2.816802459039852
3.4083813286188507	1.5427599256098974	1.2704418969668625	2.3210231367056133
6.938392974996188	1.4841691546898257	1.10356984386731	1.4038663436581325
9.247212504927349	1.4777865057250767	1.8238629136961453	2.1707714243672456
9.584379420835617	1.335888400795585	4.816598177777413	5.596672693389212
7.19535760681609	1.0253236880256504	3.64382996840754	4.249354221745588
5.899858017073022	1.2594624720662022	3.8554877736812654	4.90191627645979
6.629742944370032	1.0126803063841272	3.241858027631685	3.826321116662336
8.900589365099531	1.1962094946075743	3.8225601075414426	4.416064422127795
6.303106073188385	1.3945255364119398	2.112495113748414	2.7126540313002185
8.48408991814077	1.9514634443652141	1.1059111709138898	1.4362752643481618
3.389671496311044	1.5174809490777748	3.959001323009411	7.167920999438024
4.93677265030896	1.5801300952310755	1.8291448810124813	2.690209718152587
6.898086541211201	1.8240611988377236	3.7316909840269754	5.073196449750985
5.4699154497861056	1.5671149961028368	3.7813901235731584	5.299754497845512
9.09484542821625	1.546154495646238	2.553152561051573	3.0760999628730183
7.9179859283548675	1.6439667173439911	4.239050864298791	5.349799540650496
5.767191082535362	1.9842008336339731	4.134796075940387	6.303521153455452
