mom	Bx	By	Bz	target
2.53591115446024	4.081775229386683	3.2046617542784084	3.6449097606392566	16.08177868142705
3.671909425525611	4.9072158106430255	2.830979088826848	4.904737097425771	27.51523604655613
3.1987884646730635	2.1823149188947277	2.4890077790401235	3.379865894276069	15.133059360318539
2.1596386938401446	3.151268976709777	3.0993639307660263	4.274648699546274	13.279438054694193
3.082642679777865	2.0620581492537164	1.5310061672702922	4.168680732441806	15.093609161653445
1.5352321649972307	2.670434442091844	2.086812952776997	1.994545405146992	6.0372348107316425
3.3039801268333084	2.2364296945765085	4.441252839017412	3.214910531329098	19.56391348868964
3.304645924257944	1.6415866134560768	4.610469313532714	4.143837776153262	21.191678215072525
4.574141706377216	4.3981249375026765	4.734013565691111	1.5175392099550535	30.3611778943808
2.1423389590327986	1.169001423995447	1.1812080776243827	3.3492034557359824	8.009878664457489
4.3451462045149984	2.381202430276812	2.85052558486415	3.5039178588596864	22.187093240073107
4.889481949743573	1.0067760993443846	4.464906863778939	4.3746858998758915	30.95735952894826
1.1737102764276917	4.4567397776699975	4.11946252893142	4.845218897550344	9.114874644500212
2.5823067138257234	3.516060188293085	4.413305902749468	4.924805233414924	19.340366212181397
2.1113485692223564	3.0225775999039284	1.4622735400502935	4.026965025709057	11.070126240532877
1.6456568966369505	2.29390883345455	1.9845671664662048	3.159610535883099	7.20783881162162
2.6602753443973923	3.6397604467931672	1.4679655280674746	2.1170710612026675	11.862790537453805
4.405226931790791	3.221403397041608	2.6804105324091707	4.892499913778883	28.37820926029131
1.3735917918928269	1.3972621187614402	1.9830041636944005	3.6708695737077135	6.0437930156062984
2.8540151665171516	3.234728110466439	1.6308858005634814	1.8214345439555315	11.572276002984994
2.576607897472574	4.079194048264696	3.0111633337156856	4.327732695620725	17.175792511601006
3.658387549854908	2.685855991924385	2.209958941759583	1.5684422350623626	13.958439495102215
1.9632905128281208	2.4856779303663203	3.033824278712099	1.0314118876333185	7.961983014409982
4.545724189136363	2.4318225121202395	3.4705993280715792	3.9460438881667903	26.322091493549486
1.0460429089254355	4.728768973794192	3.964723340768628	1.7989340147984354	6.723741422230414
3.0776808071611805	3.1554235296430497	3.605159331683749	3.0786144983348436	17.527044620118172
3.6177463460320896	2.291147116423617	3.720588669249445	3.8781544433439232	21.13588137688063
3.0577356623188714	2.2184149724130133	2.0554796552862338	3.046312589460477	13.125624434659368
4.097497315955748	1.655872638744739	3.1145666502318354	1.4823180781722178	15.677790716742974
1.3850461845846107	3.5117595634856573	2.9296060390598564	4.639900774367869	9.023416549390769
4.633157894274717	1.4927135427566758	3.9953846703191016	1.178692481366857	20.501714965639348
1.9713788125638538	4.938260768330257	4.196595718325106	1.0700991283100678	12.948664824327413
4.4288733947872965	1.2650540315543308	1.3402617850557434	4.308951364191231	20.756124470384982
2.951238795182116	4.385334524188167	3.664321428704653	2.9993620110630297	19.04740193307404
4.226539203237976	1.8656475921898248	1.1990351874746141	2.710377920615888	14.801624384555517
3.6414097412785584	4.833487728919391	2.113073321397074	3.98888252914166	24.08259658824574
1.2107463185616032	4.5795414325156365	2.6913439720091743	4.968497959608272	8.806172069571197
4.468925889537823	4.810217838125849	3.221477098828513	3.402715289051088	30.009954288348666
3.4070650679910384	3.9285126463588047	3.3409056033985527	4.5402542909149695	23.4094804196034
1.6592018863246851	1.7451467606185314	4.9725912248163375	4.408921621928636	11.400394220352034
3.3650456256073635	3.2832407650874527	4.3528438483750715	2.5644065592274754	20.275091180403628
4.476672406832298	2.7876329602122207	1.595034468061355	4.4337195058219185	24.508667806940323
3.4764764294713713	2.0884357952251573	1.3521550358326002	2.1368084476807505	11.401484690695328
3.1873989689931013	4.287932860312776	3.1980622165998085	4.867633295780468	23.052591525047607
4.100105933454706	3.535303544763332	2.001363377997062	4.45215658897996	24.711609152565764
2.047709929603008	1.7669303384807875	4.6245822469135485	4.1186483463157835	13.187008378220296
1.3418914417878356	1.4319694972855816	1.1164455282868408	1.4799099796938455	3.143327586749796
3.630050867352396	2.717555786454356	1.1578861466072752	2.5556508268421645	14.17912967420573
1.7117392992201994	4.357477187080804	4.6917704379947125	1.6639652422379854	11.324562109186454
2.87558905929088	4.780497498628511	1.0160172003382195	2.310204464731815	15.544811013317938
4.5330882494660445	2.911390555168761	4.084507279566639	4.999545669267984	32.1033718139809
3.644096723091157	2.482905084113463	4.383537821749893	1.0157368596229532	18.727942625271734
2.127308517793521	4.069620145244784	4.7969732044473705	1.2953773610919117	13.663012626096144
3.393122397606292	3.784803354269127	2.41106266256893	2.4748524498899345	17.388835041993413
3.7081537514027496	1.5986055152087617	1.750149857970854	2.4429929167174915	12.622317077111855
1.8877737705993471	3.81764425417067	3.1126418756077032	2.0830162690886618	10.095955296771553
3.098974043149529	2.676364795205191	4.036829016636546	3.0805788516245105	17.788457368009922
1.7732423585243555	2.9627293260492094	4.066883534670694	3.727431038584252	11.103817799280277
1.1277333431334764	1.833439116162061	3.649377043682	1.5719590484508033	4.935106848074658
2.920420871492873	1.180824882538318	2.2721088363600543	1.0379258115389174	8.069094835727908
3.9506615984565063	2.5996681619311217	2.7547997864004845	3.5094425790026964	20.399872900340828
2.5650345162632395	4.4898032119554445	3.3612963857125155	1.3803026120317266	14.815573991045074
1.41538937671412	3.2343776241782702	2.37414945630394	4.851942389240002	8.911236798005866
2.004766426703833	2.9168977507036224	1.0177021841728815	2.0005513526730727	7.378579788094517
1.5765128052733195	1.8677305756573743	3.6555485382666446	2.786309480368625	7.821628520301096
2.2756583770675936	1.8211770695413136	4.368448918908893	1.2458219608906238	11.137273955359907
4.766413380135225	3.3064185048196117	2.0035774803251143	3.817910502360684	25.89841429908404
4.982019452950723	1.9329665947550727	2.582666283234841	4.99535424784805	29.625254778374124
2.39188739428732	4.356416282596076	2.1264570514208407	2.877560560185799	13.484080822305954
