epsilon	Ef	target
2.9509606420900485	3.593953230355615	19.0580413041183
1.1453162476916299	3.698994908476249	7.8354310476390765
3.928989631124935	4.179373640578118	34.314153174719245
4.811326597244832	1.7224930496851596	7.137560441720347
1.9428713508216164	2.9887536268756443	8.677493178332119
2.3669322336585648	4.503243440006419	23.999747827887894
1.8710292624515221	1.0702349588492854	1.071541140860336
4.27738820859832	2.71297239023875	15.741257388425481
3.264777406672973	3.922652450305567	25.117895122141825
3.798889814413444	4.266051631369022	34.56837114802942
3.9817499328388575	2.5410443238733187	12.854893025366039
3.4194792941442773	2.873157604192114	14.113959975248585
3.386397232691236	3.240780706860303	17.783088685665867
4.636174464884778	1.9234600164091429	8.576223705422327
1.3723183798430711	2.72324693789546	5.088607249163118
2.6894804892581825	1.7322773953336483	4.035276320532346
2.898943672036348	1.3346128237723098	2.581786753460765
2.6551057101129936	1.3213009763949255	2.3176899249946463
2.9753528985836715	4.512903022302872	30.2984554800554
4.9048914208152095	2.7488368312886915	18.53093465838111
1.6611827273588755	3.8575523955694986	12.359789613892904
4.167509532773201	4.537537524570077	42.902941128474396
2.652151685483662	2.866126422483482	10.893289591871712
2.401589342203444	3.284408296925413	12.953377818757568
3.2836130619841923	2.9260363290402376	14.056636257934287
3.697553722726157	3.9785354917482185	29.263816870168927
4.809061530320276	3.6250953379335917	31.59869911949746
3.355268407872129	1.482995497652762	3.6895800477110963
1.4724589564996222	4.10558027976195	12.409729060166075
1.811819294038154	2.231563173275294	4.5113160753863015
2.175319488472926	1.851497802984702	3.7285455847618065
2.0804488895009032	3.086481623275044	9.90956170671758
3.891256807845828	1.1979858498757958	2.792307704216313
2.038431874097416	3.5111656375777964	12.565183666354368
4.7074184152519285	4.460696084412738	46.83365756706422
3.197063612106789	3.521367797362278	19.821844212186953
2.399363544233476	4.809209708735364	27.74683749414461
4.2957808812761495	4.849780439431019	50.51917855059375
3.4711705617323116	1.7404494899110086	5.257373192705659
3.2810922848294886	3.620492080384587	21.50421797728196
4.471043113979127	2.4954531393637853	13.921232923382561
3.127235924431841	1.2481366252226676	2.435874479422372
1.5323946308190166	4.565314000439333	15.969154878619973
3.1801859064362605	2.3656129063318163	8.898358009713963
3.5692524840617	2.51259690881986	11.266601071195655
3.299776168060009	4.00018440333936	26.40064335956197
4.150365782821638	3.176554737834516	20.939632970883554
1.467042739277464	2.3438072052591545	4.029549922675882
3.278441215900252	3.7757594510806514	23.369318175975
4.645963354126602	1.2070670859307633	3.3846097399851387
1.3848923201346048	1.8622841579498857	2.4014741099350374
2.360389438768734	3.8415061489071314	17.41633350762623
4.603579785579775	1.864731412519737	8.003837310734667
1.7765598614006208	3.698467686102167	12.150482021701947
1.2392324446009495	1.9144686259090304	2.271011255913388
2.056448377032948	1.795047754628495	3.3131403211958967
3.9843792810171914	4.38567340659657	38.31803697925082
3.076518159126417	1.4499314606661322	3.2338839713752088
3.752325201679696	4.958612748465947	46.13078657372846
1.5365329593676162	4.34511820083803	14.50491122400202
4.9148282202274105	2.170833713477468	11.58061071321213
3.256216720652975	3.0598761961921697	15.243721883698583
3.0385017082732366	3.2061635837080114	15.617116253143385
2.360004407221767	4.797812841734952	27.162480240830533
3.0165219667023804	3.7944345350113053	21.715539596976413
1.7466458052325429	3.44486455852317	10.363803079593099
1.9843502472820416	3.0986740983932	9.52664841758692
4.6672384459517104	3.3001844926615553	25.415954952739643
3.745276292334817	2.461251841627827	11.343993632187223
1.2920475990324851	3.9327066918475433	9.991521610618092
4.6065123905536005	2.520588673703898	14.63343250708038
1.382807442620348	4.5691062054976745	14.434249859728347
2.7032812637646684	4.655977222335835	29.301033079339838
1.8794991477897243	2.5819785076271047	6.264946739085872
4.650226961412522	3.771009422666377	33.06430430682737
3.2185127260863347	1.0652116911082703	1.8259844874985989
3.2098228738342582	4.227994195577084	28.689292395217265
2.9177933885375285	1.1054129214477206	1.7826809103819274
1.4740005285746292	1.849211991790385	2.5202350418113992
4.8962142527947154	2.6546982852875285	17.252846434539258
2.579875011775488	1.2929141839309723	2.156294475391934
3.862966475615424	2.6295415673968887	13.355219320799653
4.0976661992480805	4.853453792561023	48.26234059761427
1.7857483332605302	3.847157771166833	13.215093851954947
1.2770294389126389	4.5998335402864114	13.509993641196845
2.4369699756460754	3.33442057747281	13.547555465040533
2.3558870797010085	2.2998872899277845	6.2307106167066095
1.0597014540746654	4.9289841017923415	12.872662096778985
1.7360836595622402	4.289049036960422	15.96844684299193
1.8072381762499683	1.733941576889788	2.716779034538701
3.732464083301151	1.7483524692696768	5.704579331940975
1.991042741447051	3.8899162257875584	15.06368009654588
2.4086820618638702	2.448329252082222	7.219200863643165
1.5065632088448746	4.467155691877516	15.032095972944644
2.8420795343582554	2.3889083839157057	8.109708068690576
2.471674112534999	1.0932924760253564	1.4771817447736728
3.5725607287802528	4.131465773155815	30.490036392897988
4.444507672054263	4.075275609539542	36.906905690687225
4.186327656638548	3.31178032650822	22.957588383490695
3.2119754568830268	4.260354420140767	29.14967263865977
2.898359319058596	4.964593354708231	35.71820232240825
1.927756151057712	4.890277824635602	23.050967981406426
1.6180232953596994	1.3238533553042484	1.417863868017918
3.4670206880878185	3.6043340542205096	22.520421141437296
3.4138892300457777	4.2244580033233765	30.46221113226865
3.4699760109233715	3.045683403803678	16.094073868830808
4.916591228463355	3.2294480772891268	25.63838820446064
4.9461104997291105	3.9697479875373767	38.97262811314955
1.833732261759041	2.654482822780896	6.460494615574469
4.751797127105453	4.025119636518882	38.49332986624093
3.229586222094799	2.706091350360914	11.825017556944823
1.115010192162759	4.310448502801576	10.358425894652454
4.213498552997423	3.663579112410816	28.27639253678874
4.244923728986013	1.0512255248559002	2.3454797658710627
1.3578388741778369	1.902041403698032	2.4561686020399427
2.5149885820204814	1.0251255795780438	1.321478686308647
2.1871383137974334	1.330842455176093	1.9368658705488448
3.1507776497109106	3.4726888431870555	18.998508347220774
1.0476973049296614	1.4083978188374668	1.0390980234274367
4.3918988416378655	4.216670028431527	39.04465294524221
1.235456639563712	4.997363800672204	15.426927737664633
2.7207356714291318	4.046291723845324	22.272590713335934
3.386830419852932	3.6357746084874503	22.385013507945953
1.1474921755871734	4.6693829243596365	12.509464494733416
4.018587100810386	2.751677423707439	15.213825530091189
4.1058742616236135	2.8161202688974036	16.280886420146143
4.007548113110703	2.434853690111208	11.879399525931186
4.592763714165006	4.969308796615877	56.70692227763957
1.7981465458328043	1.6938397039069564	2.579524782143242
1.7159310307235645	1.7275618168574491	2.560572196690353
3.0147491389982	2.2694308873044218	7.763456195733949
2.9856387122496164	4.816461234970948	34.630869519572805
4.041290344187404	4.970648518034512	49.92478080406786
2.8793621591309218	1.3624072112170502	2.672268943961931
2.2941043662901444	1.581552823195134	2.869132330630076
2.259511097303999	4.1551159341360515	19.5052164718118
4.697919379060443	3.440392270925727	27.802989172186805
4.63292857134371	3.5064930901066664	28.48207224147232
4.018325586631495	4.205072570746383	35.527292983250135
2.4911545357332106	1.8824673579433653	4.41393142991376
1.3227283821653342	4.2899038257411775	12.171266973932367
4.898633279251527	2.3022612816680565	12.982375084098887
4.24233265239382	3.099136459499471	20.373053355718312
3.2429659055115523	3.8752755334453433	24.35104257465446
4.27126378338143	4.518277926633859	43.5985735914956
2.4157215134727448	3.955963733494214	18.902596957141707
3.5742334803875466	3.4734531593210565	21.561343387006726
2.945914449299486	1.4474243574907308	3.0859002837253793
4.9021650283694855	3.3703138791449083	27.84188462325345
1.5071777258873018	4.949085125915891	18.457986299710885
2.0282824616804835	4.778600832568584	23.157941289760718
3.8532843990666414	2.8767025017069074	15.943768156804767
4.345157979656144	2.175191863635304	10.279469812959581
2.7147522725926896	4.317610832336499	25.303884641239165
3.5401350893353323	2.7543138597698795	13.428165773859625
2.783406097903641	2.5112764719873875	8.776788525498379
3.9668959832631097	4.788489763489715	45.47973693267875
4.621671637967682	2.2543673869962766	11.74406582502658
1.0039509400757805	2.0059821735086896	2.0199314614819563
2.9193153537330883	2.2144624434214766	7.157933414238968
3.9532686695716666	4.862871888885527	46.74250590968368
2.7885967940372582	1.7299959857447902	4.172976306598692
2.222636029103247	1.2761842659774594	1.8099439511060007
4.234483812086472	4.117892585347643	35.90215430251693
3.329974143855273	2.170127644964567	7.8411800182446525
4.6223856437661865	3.064619212714613	21.706470875762058
4.902379729289058	1.7692105090889103	7.672483674658433
1.8004534333905549	2.96489436044911	7.913531687217633
2.5386975856444782	1.8704427568557995	4.440887970627926
2.6436271709898542	3.841850675348036	19.50972611672196
3.8331781016071305	1.1387731141089006	2.4854407411387816
4.082912247877267	4.569029063959731	42.61749232016715
2.9853581672803395	2.0336615028634584	6.173390969409213
1.6890574819680768	2.8974721998005566	7.090110268488036
1.6436736297196326	4.016894029730781	13.260696681429144
1.6086437145907584	3.8414502069239616	11.86916827691599
3.8328149230373785	2.046168023719034	8.023621623097817
2.898885472660976	4.734243611657078	32.48645074755271
4.780175556109491	4.9902784349357665	59.52006639732581
3.728790240984444	3.5013993383897817	22.85710631445195
1.0826296071107442	1.0696962779693004	0.6193995327700903
2.7899988899443624	1.1324464320320142	1.7889960035966872
1.7448960786664114	4.862522662305799	20.628271930068138
2.8454394974502013	4.048312202033495	23.3167144969708
2.9652779714028465	3.0503946033655245	13.795818226786954
3.0698473826816937	4.425054864453716	30.055510491217074
3.2067699015937317	4.630245644182368	34.37525011232279
2.259501021636295	3.818782180190248	16.475261668880428
4.47529258884717	3.7699760283569153	31.803038573259073
1.4026199331874438	1.23665334264407	1.0725213898740544
3.5248185732447626	2.7031020543204773	12.877502941132162
4.353392423458358	2.7125572649795506	16.016058711636
3.3361918562675767	4.345975793036611	31.50617117338873
3.5759336569229303	1.8374278015613503	6.0364279838108095
2.88315503335704	4.825269803386299	33.564578974244554
3.501599462770949	2.104238871757826	7.752228219085568
4.6674559580244805	1.5052358578965994	5.287609134283849
3.548471061481522	2.753249833759328	13.449387777559075
2.12337759400052	2.9474584574920923	9.223433483282363
2.1296041965344084	2.7894240478925347	8.285104291768857
1.2817817089363714	3.1911422718297886	6.5264408769888345
4.5056830883066885	2.6650120611164447	16.00033236186197
3.75088097852149	3.3273898225461735	20.76398257046505
3.0755236029155224	2.7276149622349424	11.440768472459721
3.403945631599648	2.895565728738428	14.269852193320832
2.1974252490660184	2.3208133775531388	5.917858177559826
1.1488637255738063	2.462219617051709	3.4825077831824176
3.972813350741428	1.101857529471438	2.411676510799295
4.11171987947828	1.9432946692032464	7.763737493550571
1.534209234402142	1.5279795671130727	1.7909756866486728
1.8825364307962131	3.3786635720655616	10.744922626091304
4.192365463872493	4.997040450697469	52.34254909730553
2.983502436213908	3.353859740024216	16.779777340321967
3.238184566531165	3.1755578041156265	16.327197567521104
2.632972997229999	1.7275766210485708	3.9290815771011567
2.8728866692515806	3.2489900399555665	15.1630043097534
1.8725135905817072	2.524221891329488	5.965543824208107
1.517323105945776	3.801614329539404	10.964382748186766
2.7883782779782478	2.4267250192908123	8.210371919469777
2.1592301767957967	1.7186483406844708	3.1889153549921723
3.968845662904705	2.5324052438633196	12.726255067560613
4.877755089186676	3.754648089743397	34.381789074908035
2.3009207493472807	4.169600403914473	20.00140653254921
4.9179741720139365	3.657127089126511	32.887915925456284
2.7700435636408374	3.1110051057712202	13.404729396008364
4.564425127410704	2.3117528285061706	12.19660298491902
3.615682297781453	1.2428156322940271	2.7923746181955056
