c	v	u	target
2.225557369103485	3.3734059119268935	2.4055900951743396	2.190363975648489
4.475375747343239	1.3362150592924475	3.716574307265358	4.048878937971257
2.722639818367396	2.989824202172333	3.6768718750373823	2.684926339101246
3.131317518435236	2.5478112865257345	3.424740612411	3.1602492271996825
3.8300244698132904	2.352272976802148	3.3798824857927485	3.717390446633305
3.784548149296776	4.660001469119142	4.997522883616225	3.677696605616114
2.6007895592096064	2.2380051950170525	4.203539370938763	2.6943010960123535
4.265155467550134	2.2085694190541054	2.076666248835932	3.4223830150841192
1.192389345367069	4.656995170805719	4.642031788026914	0.5738476860396446
2.4108587322721355	2.5552874200528484	1.6155800426115938	2.438715829201561
2.2088379098464217	2.629976992125024	1.8272982857577602	2.245485218884812
4.427279378906123	3.832894955085557	3.2114502443617456	4.327014065759033
1.8489004748923432	2.0038183459913257	1.8661990613997976	1.84820826692462
1.657885191515299	1.1487801211720792	1.1984169951973804	1.563877866350373
3.140045449676587	4.310784200474909	3.5604537430895373	3.07873637023876
2.53414053347498	3.532103583215416	1.5735439724701248	2.73692609610479
2.5919929965915087	2.260534450608226	3.505782961884784	2.6456057815815295
3.2887909169095537	2.106696653854739	4.456647731403229	3.5134997689563865
3.6331366912754177	1.6466626204201424	1.042336869368654	2.3795788048526547
1.6304732661550598	1.7697347849118974	4.202513522457702	1.5726260047721567
1.6549691258459496	1.9629839860977985	2.0910113694821706	1.6224896488767286
1.7055683372128954	3.066198458280988	2.0150150679408685	1.6265449781565071
3.4152057415031947	3.1517715241271174	3.4867713637259325	3.4180480103672366
3.707575425321124	1.5022674023286142	2.40258533692548	3.092779744460833
1.0554402030074792	1.453389180186616	1.1581397987806956	1.0400193266684803
3.2610211458774985	2.6155004268235684	1.4395047446205305	2.994730455186462
1.275630083713894	4.937222242537011	4.874244483921308	0.6214092953548258
1.7266707477739196	2.0124788440688324	3.5883127045150696	1.6366254487453538
2.4521196874908915	4.634662828750662	3.7356101795381647	2.1576412848688404
4.526560993709059	1.7801924895369594	3.91725860598482	4.2507519694507225
1.0906489661342131	4.0473802676668615	1.1485308693180043	1.0586768507712163
4.134939847713273	1.8509947027433882	2.9670853669902186	3.646701976338443
1.29185610650346	1.1500903734477026	2.796224986789987	1.3482578644962842
2.912358250627378	2.277842109250692	1.4274004043320634	2.678483003361425
1.6625022726092658	3.135720028621659	3.0446007163857285	1.3875373244128992
1.4837884244894926	1.277384444903305	3.176845495769292	1.5666225771294948
2.249292642208553	1.7219377112086391	2.3595411497033782	2.263628290216191
4.846981246635645	4.63677182135581	4.780979071201376	4.845508489093303
3.848156323675328	1.7534758184571704	3.5170635707219158	3.720920306851195
1.0414737330360966	1.7537536590838458	4.636904104885435	0.7520883613346943
3.032246767069713	4.77843385147568	2.940606862346109	3.0531200813959884
4.10634011754232	2.1482449030934907	2.956378388545206	3.708013039827875
4.0115583013336495	1.1262253619513578	2.9897878105348665	3.4038088345207327
2.5059375687577186	2.8818419146850003	2.0620462858212494	2.540149241452538
3.932488586773034	1.3106554410513662	4.714605658402115	4.305062960537697
3.95840200696414	3.996174537505505	3.8076875749559793	3.9591316347733905
3.307684211124239	2.523410012949449	4.484105501863644	3.4448063266792817
2.5434582544314903	1.7613425333989148	4.065070208393714	2.765548978876852
4.141061765839525	2.746313616838555	2.2508071703112966	3.6730933841675744
3.726423772266663	3.0798460147954128	3.7204555220541904	3.7258563929729913
2.8295023672727964	3.223777020376651	1.1345217068017035	2.9916250219959815
1.1103781138135649	2.5243052389748204	2.0837019393348952	0.8750246355901538
1.0127910372408273	2.1899123464561496	3.7942987557265857	0.6575604147050812
3.015084951044216	4.157291731109426	1.5370612151366596	3.343886399615663
3.9688070265390873	2.3521908627934103	3.153609225744882	3.743062821327876
1.0133473558880053	1.1892514483455603	3.4836180767570912	0.928173256198278
1.399536748630312	4.61140785937755	3.1572757764294446	0.9211993153914644
1.2010390241844269	2.261436362939589	1.901814259800238	1.0456426161861059
1.9610115313560263	1.9803744588891024	4.340512553149395	1.9537493417141867
3.3252079279181355	4.534215261632795	2.232632919945768	3.5325884694192142
3.0536387056341625	3.8481384907813054	4.443611609752699	2.9260202205556407
3.6504447935663817	3.6398639542601408	4.028420610812857	3.650966406035327
2.6440669685655447	4.2258743758370025	4.371967250701837	2.3602908107779093
3.869388351001352	3.946751746014201	2.8416892254079014	3.881135919702524
1.9043881427137068	3.096156150169325	3.7786343465633454	1.626834571932578
3.7891605732656335	2.1124217801177068	2.2311295742303283	3.2701035814033346
3.93195913264431	4.8761912001621175	3.747662606942821	3.952241985509728
1.5166100806336251	1.5216431740404022	3.673401105001303	1.5145234006318402
2.3540893722719707	2.674027572537553	1.5740455539102438	2.414340998819793
1.4554710158621704	2.293009399631675	1.735947518552604	1.3994113617519266
3.918819272527888	3.0020672998627167	3.438967065804444	3.851691840795804
4.728700835576491	1.2691701090909815	3.119110139188489	3.728239599147187
1.8584324305097848	4.082011278350644	1.5039429537975075	2.0111375159589837
1.724136206548669	4.262630084784943	4.561524920312234	1.1701561966043847
1.4342437285294232	2.9839416337529534	1.9812591668345905	1.2816752387609949
2.2604764080832926	3.985767026466976	1.6529617396320564	2.4630135345643893
4.994973438320113	1.8157536506992382	3.4768175107664616	4.223817528180355
3.525264133308782	4.684923587584847	2.4801491971951664	3.7029402110316654
1.2798317382629474	4.4006396308918765	1.9893545321759776	1.007141030272377
3.4207663467822327	3.4895758766720766	2.0834401326181107	3.437358282200372
1.0018817093145196	1.954584997242208	1.1663490382243866	0.9540718623609056
3.8230056591112818	3.45513943424783	4.801423137383473	3.86710127843359
4.028837273909431	1.503228555010523	4.6101942067523485	4.284235642003894
3.354053719418099	2.52950074824946	1.776574391208854	3.076944905282003
4.300345764438672	4.285218386995291	3.816368706534714	4.299442266723121
3.7031373143218036	2.6104499892831616	1.4303112927593395	3.1760147589815744
4.758681831223981	4.075576787624485	3.6969442241056334	4.66716328464631
1.0161056084335425	3.0486619734194065	4.079075986176209	0.5464117678674408
3.2373131496146845	3.842748194605268	3.6618753114832288	3.2034202181274964
4.2539959100114135	4.165668308181003	4.652565371693145	4.257991920513507
4.4598460935362825	2.570053609646344	2.3482951464233643	3.7733961265943785
1.4833355665311578	2.1307505514066856	3.9875746816114095	1.2585110773752841
4.792499188284007	2.232720550221749	2.7609924175849523	3.937030950519519
3.662518035716417	1.316708308578649	1.7502046316058701	2.617270345473499
1.0285821320275337	4.242832937714853	3.8323864366088967	0.4933221530010979
2.6464913385222317	2.5901633768733943	1.0924981655959098	2.6229338925620174
3.028068811206988	4.426963236132838	2.582811280802917	3.1196122106500264
4.242634646096208	1.7603721074380498	2.6401043994994433	3.497441196386267
2.214566008506397	4.026971954366985	1.1318844984436909	2.673811513319021
3.464785736574393	4.071286180802043	1.1831997174365632	3.749802036050928
3.9691636780950414	3.0901738633866347	2.1106738971076093	3.678096031474959
1.6194562622586552	3.420182092328432	4.775491577138993	1.1339228867342876
3.828531170480941	3.9509850447468855	3.1580895923023315	3.8401144724810337
4.7590756915091434	2.6529640328367217	4.036996228355283	4.542116285113299
1.6621820401139038	3.9202667354067766	3.615752763679192	1.2292726650287211
3.5932148101789534	4.760141219627818	2.2181243528464387	3.838883007721489
2.587273399962644	1.478243443955436	1.8693718620232185	2.369462259928088
1.8358841511648265	1.6968923618103164	4.3963539865808565	1.8962096831211328
3.940482840119605	1.5811349790610645	3.207589503083073	3.6097058625233083
3.7356631166202128	3.516200546838513	4.871980793135714	3.7656314450470334
1.1459983837424557	1.813692472987113	3.2982118159884166	0.9202594638925586
2.7147251323581183	4.098431013581047	1.8316235855145169	2.937711892828489
3.047185614117977	3.4345624045246135	4.69849116247412	2.9705130548432304
3.3181657337200563	1.423421567316374	1.6313263196215932	2.5227069592832265
3.0228124884500183	3.193705796409924	3.642340324148877	3.0074039497125233
1.8790702742293024	3.0527045676816336	3.4014255442084766	1.6377878380541224
1.6858395504454435	1.883534024981696	2.306420532294479	1.6570585884365758
3.999229506675553	1.3890311957743644	4.981025140857176	4.446526391914314
1.553718188951852	1.6972015844005566	4.7784352348776755	1.4854081808946342
4.830457308968583	1.3385367221001676	3.8542841641782095	4.252560701999721
4.647640780115028	2.779881638804224	1.626541186507406	3.643696904322706
3.3694528936373564	4.184037327598498	3.731082550315187	3.332642372012802
1.1763337469860249	3.4967390611275397	2.8798826207865797	0.7703642756237613
1.5107468415048415	2.005009196742609	2.9505181853279394	1.379609696958234
2.0576274783062205	2.673557753414273	2.217107116933493	2.0377367712213177
1.0262303023707782	2.2590549235883377	3.943350069679404	0.6557370367238722
3.704535494032632	3.8361654356018025	2.6230197602760135	3.726707312752054
1.6029825224592589	2.0184957104997783	1.0525846600456457	1.6810786716309778
2.4886770193201864	1.5107050460685685	3.0716350439025137	2.6196402857534618
3.654191469051972	2.7447958271952286	1.9328685777621093	3.34762047085133
2.1731640966989683	4.03921139514413	1.8359267781796025	2.2858297527575315
2.5926084367501367	3.866336037805144	3.602429900450192	2.4311198802223064
2.1275572691846945	1.2137361892203384	4.521528705902979	2.5923235356133008
1.0560254741903354	2.0212104271176483	4.7776670119675915	0.7038746007217461
2.678985612548812	3.1168663196555757	1.9432288997842893	2.7442051244507337
3.2222717688805314	1.7646923494878766	3.0186255846096945	3.1613889130071824
1.6702051724804925	4.471686986126791	4.981707393222731	1.0520552622472403
2.0096546390376018	1.1358835157342435	2.7515834459966246	2.1915050360965025
4.605144795183128	1.1676143071268172	1.6503691396487463	2.5832572414715247
1.0867042447217194	1.8330054388963468	1.8821484752265416	0.9473986775760648
3.7698032031941056	1.5953152318964268	3.5347067981607907	3.6727180809959057
1.9580126975739145	2.081698513590993	1.2713883009688451	1.9836722301552177
2.412882525994085	3.686164724016912	1.8516487293910349	2.5492153754115203
1.1798867096571484	2.0361577921377503	3.3747165808043205	0.9115477159081724
3.6346850041397847	1.0612804472573432	3.9431936617038814	3.8005667351006256
4.747154740025569	4.854023722780613	3.654420018331483	4.760919661925684
2.311958980783196	3.938008921805195	3.2482279138897345	2.117889952023179
3.4561376145474823	2.9823646991047648	3.3047391944540268	3.4447663261038164
4.834458853491457	4.0181333498976946	2.1626767153068753	4.5055899536463215
1.6552894702210907	4.630019929811715	3.4145029113363576	1.188291568637073
1.091143527334347	2.8771296489156626	2.555277798054536	0.7571347131920263
3.3500135268258977	2.100565061091073	3.3143350231061643	3.341801155507359
2.8810690267960286	1.3570269293881076	4.8419169123517705	3.460030122849487
1.0497725705711325	1.0232188025540472	2.749183989466012	1.0618725266806397
1.251857423121672	3.886750200530746	2.98288158491861	0.8180104313512772
3.791682575849508	4.271164312126387	3.796239246092304	3.7914117719779132
2.097540626234532	3.22432434521077	3.979152474587172	1.839432377191112
4.589327169382561	3.735121683435729	4.3262834205618965	4.561622693606608
3.6315582341849204	1.2422938632513274	4.271807387214552	3.9319241143582455
3.7929717953439903	1.2378498518193588	1.5089037384153428	2.4311242083077844
4.51761955516599	1.9060709714599875	3.5185444140962794	4.0829206048885895
1.167630408285449	4.318886126881616	4.637830966352153	0.5707885853953183
1.263378154835098	3.56976452991028	2.096840138291905	0.9959538888331604
1.145989384813896	4.524880843138551	4.8980753514657565	0.5271267185175478
2.814325051571412	2.763697458112844	3.9863574035787823	2.8231432168591755
2.0736368010871877	1.0500254718146182	2.036637590978096	2.0614391518618054
3.626382685839173	1.0093500254841752	3.788018473436957	3.716754677041079
4.0170235280901565	4.750875292105627	4.064140129129852	4.013104888204135
3.0845682428123653	1.3073990614601882	4.224686003750147	3.5001776177584345
4.627171500214299	1.3752532283617307	4.037240064023407	4.297949040007744
1.8732404381076853	3.4441413151951403	3.5119876892105317	1.5642139175421228
1.3717638359802984	3.3141621775712813	3.1222467533205487	0.990371899531572
2.263643415873068	2.4174833634377157	2.4669201617430434	2.2572590366977283
4.743622092406086	4.191584766042155	1.199191872375533	4.406456721829769
2.8232962040468115	4.184206757991759	1.3398777094420258	3.243089446648413
1.4803165861477492	2.967294319439513	2.8994613406565843	1.1909372936369642
2.3287767003089512	4.1936357854228845	1.2894732657292738	2.745508277650908
1.180979840277108	2.2466133117163443	2.849196239402778	0.9116747830117174
3.1950212344544684	4.186541159480262	3.907127009501144	3.1101028808248903
3.989344638699981	2.3379067407859715	4.816739377416888	4.189926517027341
1.5834799294355988	4.3097955620685235	2.418315096595189	1.3047421304700366
2.345697837728565	3.1086139989963835	2.16267523325968	2.372489329745269
3.997490291734756	3.7882588752246087	4.463510654085216	4.009341710752044
1.4308888254224112	3.7550984891900425	4.304684792757641	0.9061049516695309
2.7792953577992945	1.0695475444345472	2.472274541515103	2.6385900884311746
4.322724130331278	2.549859581416639	2.4020308705581432	3.7294566037211463
4.223002385477258	3.2066526890569502	1.4380855971687216	3.690460928770786
4.591084570167737	2.7531708921477667	2.073778201461651	3.798138017784342
3.2627721904336133	3.4542142197537946	2.9512024741452567	3.2721108899556364
3.5009076323879063	3.744349351644977	2.912505419293565	3.5225586243503555
4.6218112238026	4.788076395304703	2.294013541548149	4.677114502264065
1.0960841605609928	3.1401914590760645	3.18722587028408	0.6781293588502332
1.3362761513473047	3.0307643118733028	2.0130829919017934	1.1419649240397516
4.855019807632086	3.0169380133867456	1.5485815775108345	3.81029363335606
1.194415129469451	4.4077068846576415	2.575130641571094	0.7796720821139679
2.7372414766754853	3.0194837798964786	3.6578675682850648	2.698873353863545
1.1856979193329789	1.968453650032615	1.8121275855581824	1.068786508036207
1.00156713285672	1.451303242121571	3.8380100603517366	0.8071961131368226
1.20022113244015	4.96307521620964	4.086570683221023	0.6001289115664703
2.7861141456311795	3.1544315011401536	2.360434450504006	2.8148367933649086
2.0979584866468537	3.4706021569975185	1.353384996805466	2.333622308146196
1.0992754808485108	2.893277509290561	2.555750104691209	0.7653977338997549
4.224074048429181	3.461033576773815	3.868834928985239	4.18741454238799
1.1865091953870537	3.3195060340097653	3.3599928901467906	0.7486016771406461
3.1784899807348372	1.9972325702187863	1.0921859923096089	2.5408171093466083
3.5347941875706885	1.8602032791835628	3.4130173396609433	3.4965406184726286
4.555762767527767	3.182745894827792	2.018432642626375	3.971809142955831
3.5930911057466024	2.0897234236051987	1.4999886901237511	2.8884177585459097
2.8182847211710507	3.8307973234849264	2.389431844241128	2.8898652844448383
1.7646001414502894	1.4706544441921428	2.5443667633392053	1.8235966598875368
4.830258885691478	4.82151543002275	2.177711853037417	4.826947587558767
3.3717071109937504	4.297177291529664	1.228768779782354	3.773352719104795
3.898793703167768	4.250990148168529	2.793221360925135	3.954865072376317
3.413462462069888	2.07769408082608	3.4980181943320363	3.433840333868585
1.83139865119277	4.191804529574782	4.761027506229814	1.2881291069812677
4.304403620144924	1.4230872250132391	1.8886118926979552	2.8921615869178505
2.1641579525486065	1.6957266814317815	2.466771397366666	2.1987573392084467
1.8180244656727809	4.241687248852027	3.2176860106971272	1.4542499845331347
2.6943644200865178	3.7697059817655645	1.394548676061095	2.9952468747486503
4.708406839409643	1.9815103732593773	3.5449048075805405	4.196694741070487
4.892937933185936	2.6175868824266715	2.0502519029329216	3.813077975019577
1.1384417172628742	2.646020796677916	1.5072145822220144	1.0186648293903169
1.9692054600415032	2.5464198066253982	3.2171144557332987	1.8516865909811029
2.6883089326219936	3.456801640887478	1.720843827414436	2.8400080844603197
1.9325436281259392	4.2594080493152005	3.3969519429515	1.5707989063037142
2.6283499143652085	3.450244597183346	2.1029647224586547	2.7084793912680483
3.2303404076509468	4.29966860369447	4.744408195924311	3.0607239574776783
4.020414047162246	1.6680455606866986	3.0217376896215087	3.5749829410113443
3.762111850484245	4.017704834570705	2.103842366576384	3.8326477215964387
4.570703794014444	3.614251888990221	4.362213555898714	4.545839883687634
1.0238672623359422	2.151872162059773	3.437514603069061	0.6937954541357021
3.736635151298589	1.2783526803969347	2.8376482021092397	3.2671724669041926
3.956635872058378	1.0766484450301732	2.1172367018279923	2.787934099002344
2.6999148226979335	4.78928321120408	1.36860069910691	3.2423890691862063
1.7315992276301655	3.3672763882274084	3.8615440962120338	1.3545852370700655
1.376968864283623	2.8846270513601833	4.953738300555028	0.918208758178332
3.17833401368864	1.4220357622898132	3.247396130956927	3.2045241722931297
4.642844324678362	3.9788083173963664	4.070396155601396	4.596094533937814
1.4719869583197074	3.825824197641688	3.94098083945264	0.9759018287144512
1.4325636280531608	2.8550525547148387	1.6931414128019011	1.355452394130151
2.5040987650863533	1.2512122776063874	4.929817226765151	3.1159228060493573
4.604893453511458	1.4896242957924666	1.96522003458485	3.0357474766345107
2.39715203691252	3.1690399430322604	3.529347393695699	2.273418032121401
3.2492406061520644	3.3678478968920182	2.213672374424699	3.27139648127204
3.0336698203810664	4.716382920059504	4.858280116156939	2.7436563918396843
1.9933174718496696	2.5003021135960437	4.0507150881386025	1.845872639850556
2.166910323410535	1.2247243158665817	4.156953086340688	2.5820623753735177
4.252179076233164	4.019412813180345	1.866382129346225	4.159875781880073
3.7367761051157684	4.278641331069223	4.991606308008481	3.664840661062892
1.9650221943553132	2.7761827009110966	2.5118897786853	1.8845702666199584
3.771313280526277	2.998486075186643	2.1250897616287467	3.538340567960079
1.691732270356403	2.792666404228872	2.581990121054756	1.5271180290857935
4.4641033205287535	4.461786832811574	4.223656795307221	4.464039192149733
4.194185281919517	4.847186822472025	4.4312141145650425	4.177569593874462
2.1261826704678906	3.359715881849377	4.274729893149919	1.8277570360477216
2.0794406793898523	4.3125932714886535	2.5896793295582983	1.9265002911289633
1.8352938005384696	3.97206408622678	2.9183265837759005	1.5513901236866834
3.755485829741525	2.2774716395792747	4.74987224977695	3.9769624807677286
1.6852915520697405	4.827089082617167	2.1588430768804647	1.4962140893604952
1.2959163152698996	2.400453858273876	2.09959653044926	1.1247133525820483
4.55715074254756	2.495342497151248	1.2038844103744355	3.2317445837693364
3.7784828139803577	4.03774754991056	1.847457331469064	3.865510876838875
2.6964617308535783	1.4271426520353192	3.1548012296904617	2.8297082033204526
4.8897696530109975	1.356862501463533	3.2475513022563063	3.8878922216344183
2.412199736293699	2.534487068204633	4.898167183112626	2.371980772736571
3.733010055822562	3.602429214143794	4.363339426320116	3.743371566916538
4.713680335401287	3.582540498046176	2.5172104653834952	4.338763219978143
3.5059670448979783	4.573181598340413	1.6842668019606082	3.8468702522796323
1.5362545634467044	4.5659186682012995	1.0785513423509037	1.828691752331036
1.479406991031556	3.718041910104529	2.188700038999988	1.2519229594327408
2.1385931611804803	3.2788783728232467	2.1780263142098257	2.1303847613802223
