h	omega	kb	T	target
3.5829133797317967	3.3033432412788	4.507368213275292	2.7068053140668207	11.282947958323309
1.2641500531240664	4.094909860260235	4.9973782020756286	3.7426954540556983	18.294749646431075
2.8970341388861423	1.0707114451826365	3.291866374261556	4.4892010680305665	14.532384002605443
3.84118529441564	2.807837390107121	4.8876391699924335	3.832080732793522	17.88465921855827
2.148409942699097	1.2020794932670498	1.6031241764054944	3.0962798389185244	4.7610434857672965
2.024318222940395	3.65213302652472	3.429967536067884	4.457506462991201	14.708325337059096
4.61314468025026	1.0158562868401226	3.0330412405530316	1.9891126211779508	5.667819255541622
3.89487387232149	3.916685841628461	4.610216782778505	3.365398963294832	14.332912804759774
4.917483841228932	2.4424482368154408	1.7606103845690066	3.4338267960116617	5.140134189794877
3.425505166606214	4.263911425573792	3.534046339859178	3.1689977314067455	10.077253077215062
2.1350680923181784	1.3979895160902238	1.1118515695389548	3.7210127569714966	3.904235322024831
1.900215022611332	4.231192337203692	2.9524367845845667	1.1468141282264552	2.7862848420795654
3.9824604490568865	3.1357238350264662	4.504206672847251	3.6023703670773326	15.252347984041913
4.431357362556972	2.404586006807869	3.7840001048288308	1.888692691386605	6.3323729949825225
1.652326495728214	4.050709216699708	4.474863866471408	3.5952819037932864	15.561654742301656
3.231253223648925	3.488342179946433	2.883297730067277	3.4564395575164766	9.095865510855145
2.8069746090923835	1.5123085645076109	1.7322837838742529	2.085106849076492	3.284714341727065
1.6429323998764118	2.6749735070399896	3.1606156021285594	4.147716531974834	12.762720286530886
2.436961494296602	2.261057108450092	2.299193792962681	4.11149695835949	9.021426360066698
3.8170338627693674	2.7357576582689327	2.9177273868656313	1.92978513612205	4.8404217424996165
2.5189087863746296	4.281328090833823	2.9863735240571687	3.0073602243852724	8.150233507523064
4.992417663838616	2.606492850525109	3.3815930615619303	2.3745047897321117	7.038556102135867
4.035561557333411	3.982016602009201	1.0509460076578794	3.42332612265645	2.4691971034844467
2.589743951024582	2.0564653589704367	1.3625055394778312	4.239950493385545	5.3635088251185055
3.938252652546716	2.1781070328420444	1.05648172479012	3.1654717038158786	2.7079674947774164
2.3042464912358573	4.797959264026201	4.0833397383472745	2.8737012440109995	10.876494475085938
1.5965248187609284	3.173758779767329	3.502016898044105	4.472791417311951	15.264033026564073
4.686999843746293	4.686224718753255	2.774254966237834	2.539583909231927	5.441536845423643
1.7776550431083415	2.0010898834320323	2.0663517187799374	1.1424924694790106	2.089018033906932
1.5678952037880591	4.487503047460756	1.8294076052347248	1.548648326105443	2.3099955748556678
1.357676760966955	3.693584079920127	3.6638476144232435	4.444137611014054	15.88684628226244
3.026642715560688	4.772008199619129	2.7398060374115993	3.933518116093527	9.668553802966171
1.013438695923556	3.2780813005856597	1.1896466246037036	3.7759700318405303	4.232887919036523
4.3074156359557705	2.2905128822476897	4.698880136054916	4.845926774299565	21.99432555712565
4.138644267708253	4.890061621614072	4.3685771045233714	2.432676826992588	9.09805929303883
1.5240525991661868	3.7502439031454062	2.6766877458662304	2.8684995706207177	7.232226038186454
1.1239549956975052	4.538313609191327	3.920033930144213	2.3995142186533207	9.006101789101088
1.1788824193620568	3.1636329118357454	3.82064531175527	2.153463053959625	7.934398556689165
3.7566759488651718	4.5842623170045815	3.449643496385125	2.8159075120422385	8.407789748594611
1.7818145979218687	1.7411200254334989	2.8257131943798597	2.927822074742752	8.028763570478302
2.199738945034257	1.2816384308058484	2.4835919340591097	4.344707767066477	10.567685606408343
3.1474794804269584	2.7576065280678206	4.445049842316636	4.371440941351496	18.748762392081908
1.6163521054207193	4.306519899249811	1.7588811121352972	3.648011052394588	5.878422888023228
2.7560829015231043	4.802543618721804	2.134677889102921	3.9069469677138926	7.331064341078782
3.3277580784345093	3.8992197462406786	3.4824975446690125	1.9822833542305207	5.9221327810457405
4.1895811282376565	3.6006097569763584	4.427261510396439	4.048780119254895	16.751367922595456
1.8851791277941023	4.993657039630456	4.029675653934474	3.2931710088911736	12.535367354951422
2.8401349624584733	1.8070861720548763	1.075284224349752	4.295497950629694	4.2224920930963865
4.58294679289199	2.856306880258553	4.7102975383593515	1.649246877021861	6.773255836729227
1.1228040799112704	1.159556632303265	2.568700006532177	3.893436214182247	9.89782111627357
2.5305543663293184	3.298739808902201	3.3934035527540924	2.099765628839695	6.481699423610772
1.4267821297015462	3.9744813532619663	1.5267887416591197	1.3912623138288231	1.7047620478141308
1.988929289724327	4.953840310370243	2.3724016954813107	4.648017963882518	10.261478916654033
3.7404943868543588	4.209126891279674	2.709719201540845	2.4398305454128666	5.4373258136451055
4.433810746709416	3.367953537178196	4.535744656885185	1.2668852511316313	4.639629771025283
2.9314497445000653	4.569618194455964	2.9682215765128994	1.7980142499281544	4.341701362074729
2.458901347128005	2.6173705835502594	3.7308696188577635	4.446300491671911	16.081688566825836
4.103415474056389	3.2187641845117487	2.062168039749792	2.6316150345376146	4.4434649271990265
4.689178565720555	3.1788606831674344	2.688540303091156	1.1034196428616698	1.936829264629092
1.0515198165315147	3.9347019266694963	2.085240648152177	1.5976854122295507	3.0131523358615877
2.637722140411796	4.229653512245681	4.635371477189646	1.0945814819049513	4.23765214646934
1.4595347717001563	4.075261699026915	3.647397554922284	2.136081764749935	7.327396477870282
3.2332877597906617	3.0774726992032946	2.634321692017921	3.799221752486114	9.237421519217909
2.2385670149117174	2.8121583697740453	2.6062481657087715	4.6082822061469	11.516334790088036
2.7425363401018727	1.6051937743679765	3.923831763437558	3.619609408793471	13.855294529044626
4.607390804293134	2.47122001431052	3.4138698995541934	3.068694549619064	9.596172775571716
4.616895192509412	3.8042192537296895	2.5269141763085625	4.811157236926673	10.813222093583903
3.3788649255438004	3.543888835127228	4.994458423006494	1.5708021629281386	6.93096096145729
2.8348939955687213	2.7475198025655345	3.3003278091642336	2.6700708936365904	8.206813587412325
4.639364549412075	3.689518297296616	2.9442740120721136	3.489768103531393	8.972826173451525
1.398774738051348	1.7744586309803108	3.4425916553229627	3.50460260744368	11.8684768433549
2.5654525091552767	1.6262603189989853	4.524103587028113	1.1811023364206727	5.018299063624835
2.7123950931194543	1.5943665844657091	1.2932770684108892	1.2554163599539834	1.3037060626863146
2.2590737579543507	2.7431194795286764	1.930120228671087	3.97836193835994	7.196136101321311
1.204601536173795	3.0064099873294072	3.4416339437427204	3.3844381642729906	11.36218207135533
3.208926337646213	3.1465699603984416	2.9061187467637883	1.9874627614307376	5.0095120605531775
2.445414430243434	3.9020239643176415	1.8167233127646283	2.4954882456330694	3.8165926601126663
4.940567069596149	1.6188214247289732	3.2076583168281827	4.193198471274041	12.823932813709915
3.516340199062839	3.362243139571442	2.17909288029602	3.37898866253751	6.462330385147518
2.9863750044562614	3.084738578005458	3.2032989658380786	3.275578812604873	9.77664275586532
1.3638547648352142	4.483832066384529	2.772259337798205	3.386917485931156	8.911179628974342
3.5644835461311346	1.2171012106618004	2.0752113131287384	4.3464277879879285	8.678926423252904
4.891390470161156	4.9983175123528225	3.8290499571681753	2.6762627742093748	8.424807976464862
4.151991886360681	1.0470615960726928	3.6796442462073418	1.8894678098365976	6.61235214432645
1.3149752177574454	4.498700335697771	1.5523962758752683	4.782268100762786	6.96316790940845
4.292570037820118	4.847576433090103	4.5042370557881135	2.7992050273411886	11.02479860593729
1.6881522158250115	3.8913017012668365	2.7826947455835764	3.945543502894605	10.464785378899917
4.093154608964419	2.29323214891783	2.840267578092229	3.116645423460913	8.126148704024331
4.3342873233396695	1.292450263303417	1.151593566451392	4.831237974543972	5.129742315224451
3.091257390928813	1.5529324931480093	2.539693941567188	2.4234735587512075	5.780769731663952
4.699899647848897	4.384555070015815	1.4005412016337115	3.2829637996318195	3.151393098595781
1.7769484629415486	3.4909002282974138	2.6998600330775533	3.667642126378932	9.416690729806962
3.1757003008757807	3.3299407588319263	3.649365019415936	3.734979854680079	12.80609542360744
3.8496951568704247	4.219149473713694	1.5385651543974452	4.819159517617008	6.197012885839999
3.944744187945072	3.733320139147737	4.2122969957518706	4.513418414915412	17.863996210590123
1.3188812702303356	4.645575627540363	1.1783173362392576	3.7077425527601027	3.899451597119272
1.4035443300747603	1.7394439570914841	3.2529327836819957	1.4839389098725535	4.6354802664888295
3.5276305013946545	3.5365044990465373	1.4519371656284736	4.04630258225293	4.938023729241042
4.102348546493934	2.418074217984656	1.7968579331520322	4.17385631041401	6.738110807344711
4.081273411892351	3.926814425246589	1.308971529493164	3.0921648762483	2.9052855034772307
4.647993840825226	1.5567853285358408	1.4733915536938098	3.2036560039398325	4.167814022952491
3.9125590692181933	4.9614072736138235	4.475080865980269	4.446186212231034	18.39226115614483
2.7512205009546484	2.8762377274580504	2.9819923795339944	3.445021576134311	9.656181780493377
1.3098507432621576	4.000934674811044	3.0213833979101947	3.5574604005057084	10.336808996435874
1.737037241296581	1.6490908743108568	3.640319629536009	2.0762805902159434	7.33266422635841
1.3958116030545278	2.8132387874066325	3.943684448376113	3.9869820778448752	15.412988261741724
1.7215486715537167	1.1386203181777337	1.694143893432008	2.4872964707413074	4.059775728402388
2.231137797692192	4.245136707762068	4.621101472185897	4.155881747904025	18.460893642955508
1.734515588675774	2.378787052512617	3.720084004521892	3.5057865946626734	12.716235853726914
4.965014063869519	4.325017738569077	3.066673965013045	2.1992235336067543	5.1791830619323775
2.9373991998577877	3.8823835367046096	1.3293741992335466	1.2851125388225526	0.9586329613326132
3.502843546304236	3.1748547456366354	4.668851464604628	1.5496790004380123	6.386285006392468
3.4433799521582342	3.2943446151450417	3.743593195957725	4.508645488015183	15.991922938194444
1.4557331079334632	4.745828597410574	2.627510305181132	4.3198021883252755	10.809426128644066
2.2459550971503557	4.396459214938478	1.063513327773027	1.4592295407931637	0.8965470855468672
3.5685798159270856	4.386458896862055	2.8308621664939344	4.430598963339048	11.337965538486815
4.672502258529847	1.9656011419434405	1.139247906346316	2.045393447237648	1.6752629112673545
1.9777771300267692	3.4194856049297084	1.878897188585328	1.2344377088487382	1.8226778556102727
4.066848081392518	4.078770727204516	4.824190662972819	1.1748082222077911	4.449600361153307
3.5656498775612664	2.52349268316328	1.3535622327093992	2.828873461310186	3.157555377973435
4.471227630945854	1.9327254613284035	1.6626590594785795	4.783509562251405	7.285474518167093
1.5645034376314038	3.2182447707864674	2.5461617237027805	4.0025223824439005	9.795650618764457
