n	h	target
1.1761802320507648	2.2441686358695305	0.4200969186571579
2.7455695793265598	3.2447181239083736	1.4178476264758293
3.9301925347196076	3.2184557900849318	2.013174894756507
3.8865927098399338	1.0745022914017874	0.6646553568452837
1.6984606534700464	1.4093719811511054	0.3809791911362231
2.5605194321408176	4.639274682358892	1.8905940847622589
4.795237669799687	4.875578517977119	3.7209721866319887
2.531901936092745	4.123709579217189	1.6617094287468834
1.0152354194219546	3.4267322126924693	0.5536904842237095
1.0345765552755832	1.3462261507492794	0.22166686888458006
3.859274539699621	4.699428294378636	2.8864951582624254
2.612364088245384	4.652025159907803	1.9341755608370408
1.6736651512134553	1.0730090774185121	0.28581966184556057
4.064800442086375	3.14160465318126	2.0324079839758897
3.4323944752846645	3.253208661392615	1.7771711147135638
3.7603574707581098	2.470327997321452	1.4784406134474577
4.3855857370278235	4.766811334749884	3.3271754339146904
4.79906011960424	2.6446238612890896	2.0199482083655647
4.007335304065908	1.6958761776818974	1.081608156675487
2.063531426153954	1.4784708350012792	0.4855612052681445
2.5820547426053606	4.975406008944743	2.0446270567738005
1.9883702182118888	4.476228254440022	1.416542488549071
4.3486726566086835	1.8551335992596572	1.2839616154943276
1.3827692719458864	3.4445605698310025	0.7580601682837786
1.1289873594388231	4.988758046365295	0.8963995964291166
4.491473342517665	4.466350547514081	3.19272684820806
3.811861851548223	1.3306207938953132	0.8072565737207505
2.1790178628314623	1.9663063815974016	0.6819179317223617
2.39175411704348	3.0987737976673437	1.1795776546473091
2.1865555903048093	4.7509491563131885	1.6533356775456314
2.798126085843938	3.003792043240304	1.3376955257132168
3.011696974550431	3.0159337814170093	1.4456168648343255
3.6598961252287614	4.116764055600413	2.3979761982121577
4.830222605307545	4.9723281059128395	3.822496145504784
2.5256768830094494	4.227054345405179	1.699165776825839
3.2903511494697404	4.1493622455096295	2.1729199707795166
2.4865762591366694	1.0149678439732983	0.4016744407851983
1.8143878003645284	1.7701193530185804	0.5111552186175666
3.294252423660561	4.803256441726738	2.5183308148720265
3.232436068953944	2.7471120051662803	1.4132742385950567
1.4368668248484666	3.0232616783555866	0.6913729575190255
2.9620253880802436	1.458379656254547	0.6875107697921411
1.8487834186854453	1.8827481417465133	0.5539854987317343
2.8485930041327365	4.054768692548203	1.8383009837018516
3.8621759105825992	4.3310944040168575	2.6622561098968567
2.720992038220412	4.140944771854967	1.7932747808747311
1.5951902360825474	1.1758965366712184	0.2985394481041043
4.337439531739571	1.1611564869458295	0.8015752843163332
3.663672042584854	1.9167902556414085	1.117664134952082
1.6981570280968317	3.1066136800814155	0.8396247438992227
3.8259232921088167	3.7807852296406748	2.3021753402712117
2.6546695561810454	2.8362356452233235	1.19832028715219
3.944951639905759	1.8671726618850828	1.1723203270917353
2.8265970593439405	1.5611666026750095	0.7023171707549044
3.5433620613552157	4.05739711380763	2.288143083173145
2.5395662743580454	2.485499467172271	1.004600423697989
3.151062108302089	1.5542154857452828	0.7794501173906423
4.002473674912731	1.4236309821099018	0.9068721118528964
2.0527257309925093	1.9155011166177545	0.6257969863364022
4.559637799746072	2.0138303166795555	1.4614142962987826
4.669107423371306	1.7560308902900457	1.3049267950371828
1.9216963646555607	2.525435769018226	0.7723981546347116
3.871718362124178	3.5761022953709176	2.2036053760822605
4.744535471059157	4.444868299768938	3.3563923840257623
4.698257233809036	2.0068660185630045	1.5006357966595751
2.1695887000687395	4.212676478780272	1.45464041542167
2.9220878649766044	1.8252877261960925	0.8488769396493456
1.9107229328895785	3.3351025982219595	1.0142080340493411
1.5312829209970302	2.5916816648621395	0.6316219681647394
4.364956136012099	3.5984481026092188	2.49985753367122
1.721320075719048	2.979015695758831	0.8161210074661354
2.469306271732785	3.925681659463942	1.5428019179163792
4.000622195501595	2.45590758338186	1.5637225241393522
3.4638723048976705	3.276915035085937	1.8065383528585035
2.47465992648524	4.706867134735756	1.8538201418811115
3.1186833085733254	1.87808872629478	0.9321965971658484
3.0485385636109306	3.9933652839643883	1.9375408286685116
3.057549864946235	2.7633065048999685	1.3446917475452491
1.0139371271498057	2.857688418857837	0.4611540554748704
3.4618740475659933	4.776367730582362	2.6316561870681348
1.8840461133947404	2.6895332716874343	0.8064706768362258
2.050793460799732	1.7185271002773326	0.5609167909513549
2.779255567583823	3.3713745552169176	1.4912677320355916
4.089827826102658	2.9158931932147643	1.898002452024804
2.414587115714056	4.546984764605943	1.7473765759256188
2.9467443263169164	2.149234945848582	1.0079673880323992
2.878842568193477	4.322889009466923	1.9806700406891904
3.9967720537816698	1.9344296159120142	1.2305023409146074
4.734659493705192	1.8800217793754	1.4166800008144098
3.471812492495628	3.5791085249852697	1.977658318439644
2.2169005783717943	3.308992229485926	1.1675139962835184
4.5184190904380825	2.541889117664821	1.8279455011313528
4.603146018450756	2.433167781004436	1.782571424489917
4.796319485636596	3.638057120597384	2.777139842977651
1.5889821550549668	4.5092642767493984	1.1403675234588844
1.9865652250615702	1.3742886331289241	0.4345111395412304
2.946008149243788	3.26591989257962	1.5312976059010823
2.9504900159304124	2.253443618683176	1.0581834807242578
1.3075801711430834	1.2859110003432446	0.26760817064909376
1.4902612027806803	2.664956793961392	0.6320809466799221
3.8183573361204974	1.1432948391428068	0.6947922149297938
4.216999933536576	1.2784688041625438	0.8580525002217539
4.719049693805811	3.319660768932588	2.493264700830944
2.1176751947211363	1.6010395535716417	0.5396119297153114
2.1381607758060093	1.790412945219372	0.609275478090552
1.4601454106174605	2.6313710059037194	0.6115026232811931
3.1799195147008468	3.819823801087831	1.9332124796507744
3.923315659377063	2.6666845912802417	1.6651180737315572
4.427143027835311	3.6599608835107262	2.578814648211896
1.7825486250620235	3.8487942647813167	1.091908417374399
1.0946341654248983	3.5786091521915897	0.6234525405792206
3.9718799074009774	4.871028102249294	3.0791927504672127
1.9862643904010853	3.2173439281365024	1.0170789756635823
2.388768892545272	1.1048928539215082	0.4200630014886537
1.4393717736519809	2.2416901704673045	0.5135334068464887
2.005439937835751	3.979974578574802	1.2703110892375902
1.7781853496671791	1.9614745686187829	0.5551110099645163
1.5754144383135	4.358019022670328	1.092707879061681
3.9317451500778198	1.0668819584948226	0.6676085076186424
3.8990431104463408	2.7602811009411985	1.712897914569243
2.3214965275979904	2.034677837004013	0.7517679811206625
4.9996036382173665	2.7227869667993705	2.166553262362962
