mom	B	h	target
4.591741640713913	2.4456550339723755	1.670223011049308	84.49053185489349
4.849123801077231	2.606037547333644	4.322317122042237	36.739832964435344
4.7617839787666645	3.371039846635247	2.3114442301150597	87.26900415595041
4.667846431680047	2.4482006236555462	1.528944151993835	93.92513020385536
3.4032715135246856	3.741031601667513	4.721144181691106	33.88836184189987
2.2051615652291203	3.3363936802624607	4.860657630956112	19.02096456126766
3.81668537870056	4.900077425908178	3.2821750928575866	71.60402278380674
1.1571305704663324	4.031382517071034	1.4803489059254336	39.59881159785513
3.5379762970424853	4.583081985438097	4.866937480899079	41.8664986529138
2.8258772960885614	2.1924005844211547	4.600665691209923	16.9224171729701
2.8652062057429157	1.8291816486477348	1.961627161679801	33.574234269144036
4.005503325749839	2.4932333011056382	3.632722276304116	34.54599314999348
3.5775804373755635	2.2199729225509746	3.959290834402728	25.207486536039557
4.840880481683284	2.584977518196361	2.8990053139007963	54.2427854676905
3.1409872449216505	1.240031984936239	4.16430298956171	11.753483539550409
3.908687139838522	3.4113202424102878	3.0004165402288674	55.8446681243695
2.819748681452654	4.0052994145548535	2.490321070418989	56.99016446515329
3.33232417080982	2.458724016803614	2.0486768885967632	50.25663686537999
2.9973714791647774	4.209231285802671	4.843777992287427	32.731732604111244
1.2225739223664749	4.082712678868527	1.9240194512168705	32.60050677467025
3.0007074856919638	3.0155700138808883	3.1351195185536773	36.270107266675616
3.7513115076173764	4.238615905574825	3.094733418652852	64.56450297678036
4.0201770424750585	1.7855151970588286	4.815604758717333	18.73129308358579
1.1738801457909824	2.974611423691046	3.932830051794636	11.15728901448326
2.2394953193042486	1.0534741694049266	2.339629639087709	12.671755948155955
3.4195383163455317	3.7983983294533727	2.7815094138022807	58.680973574116656
4.1318759498214295	2.944781089330226	1.773446339877954	86.21684008010504
3.370530703180864	4.541277938514876	1.0534399483341303	182.58977387921647
1.857159181134794	3.881707853460711	2.52417238970474	35.88912151972879
2.231792199185752	3.0653711201651768	2.1707665186946152	39.60349976024037
1.1588909344549307	3.7416616030086254	2.06020491882802	26.448833159636358
2.7673369477555902	2.169355095422961	3.5266764777667587	21.391287792468468
1.4186748832444502	4.079242290935184	2.1640783435310493	33.604641483148605
2.4548957246974275	3.470161270378813	4.6408100120571625	23.06740722510205
2.4437411101728697	3.875864297748064	1.5735574211676155	75.63991400963509
2.0124087233165007	3.1421193362380935	2.0091866795296003	39.548356499186376
3.306614034744392	4.2314650176749815	4.33210372490089	40.58684351741546
2.92142921386645	2.947726049105125	1.8354956331799683	58.95749129726077
2.8874790943637327	4.514513346233199	3.1246599495263774	52.424813362334994
3.3197270046622664	2.250233552890783	4.409826240981532	21.287190856362148
1.9317371049753544	2.1223515082937157	1.326009651353364	38.853354002051056
1.300304690289357	1.4191037987633974	1.360523244656252	17.043672856287962
4.351090132365737	2.6582471163876047	2.561498665733801	56.74259079052676
4.6389965511689715	4.3240579426188575	2.5269591304931756	99.75328365509986
3.489506244928932	1.1284916861305776	1.3150331866187153	37.63011060415258
2.208520079559713	3.7957397195492057	1.659133662718184	63.493061110974
2.1601919012134534	4.517566276295877	2.6218261495317385	46.773819951089926
3.6753725948185134	4.897196577277958	4.8818228800531935	46.33154210137946
2.357452013455709	3.3769863649245964	4.007360845753015	24.964540793354765
1.3421671325450055	2.0268915767375097	4.250209922313643	8.043343210628313
2.8544235141157506	3.723268417039852	2.0968672174663983	63.6915313420543
3.860827309781603	2.8854005987905516	2.773184690641908	50.47979286363703
3.815784306780868	4.363668510241794	4.792974357304576	43.65563680863063
4.46804677958983	1.5035951222452786	3.8385062833470247	21.99359521712081
3.0757821512858934	3.0651548876254244	4.885750397164916	24.24859530690984
2.7879404415857767	1.4835665948862444	4.474555192680499	11.615837618341038
4.139504201986067	2.425013187476534	4.0538441340389015	31.117539532814533
3.0715044982518176	1.8599547972414643	4.963499136859756	14.463568562304218
4.537294609382549	3.4506641120462382	4.615045530690231	42.63178728576978
4.093459967017504	2.941636898811927	3.5708697659180557	42.37556139182484
1.6160862207499265	3.9176839191502806	2.254976662182113	35.282693647302736
1.1164694030502977	2.756504724575097	3.7420822821565545	10.334800515844602
3.2560627430461957	4.294789793189271	3.3672570727143416	52.187713258258036
3.6943603244729113	2.48952439000377	3.1473500505973746	36.721503369718974
3.701799162130968	1.4548984980647464	1.6480350720036134	41.066620287266495
1.8809275614480536	2.011744250860628	4.984186377785741	9.540264802384495
4.1329424480020425	4.048738130853504	2.617599520817139	80.33146867068857
4.040847787149138	2.595735640238712	1.05017383479642	125.51095153283012
1.8021091919880992	1.0573750767154158	3.581074489342728	6.686620578762495
2.9072297811942502	3.7214199900730622	4.135693012827116	32.87377776265267
2.5394949632842048	4.392036832234342	1.6322241335234784	85.87038270153364
3.6700294268723184	2.7618613800568066	4.331246423492349	29.40819669076319
1.57965723141713	4.125714623040277	3.2247050301945066	25.396970430063714
2.614436199437162	2.700301300691817	2.150348783785564	41.25639059782689
3.928845394111089	4.6321048664800974	2.819598011423444	81.10842913269308
1.9006754507670929	3.804190013632928	2.2524833359158665	40.338379165468226
2.1396377349028595	3.0199457649008057	4.006909620720894	20.264678100506412
1.0576870997838004	3.0836720544010814	2.471121678746922	16.585979558332678
3.902730796266761	2.4046865331517693	1.2109738177294989	97.38726676130987
1.266659356766337	4.433430687654008	1.9302344029505212	36.55944303270083
3.032163414558291	3.4081842408755465	1.1257999609637328	115.35178040885953
4.828444843683997	2.7455104182684678	1.4248684024369962	116.91371994208879
4.533239508919294	4.596704835511266	2.3691015075367736	110.53033281920167
