q2	Ef	target
1.5136553900271208	4.4456482739479695	6.729179472026112
3.806081703802601	3.1531424732082614	12.001117876760846
2.7327305690299935	4.332527502964053	11.839630348513055
3.609582835304316	1.521476667679829	5.491896063973119
2.046366232265188	4.605346751924307	9.424226081010064
2.3652448439661256	4.718537542581178	11.160496593650725
3.936137638409616	2.6924871155724848	10.5979998765378
4.476303466763326	1.7485350798381734	7.826973639636905
2.340688150489348	1.2736695021208742	2.9812631112539973
2.4065593275830715	1.8993307272289304	4.5708520777779205
3.0582652394124974	3.2735086755735616	10.011257793421867
1.84196476829402	2.451202406810915	4.515028473303211
3.3065697163782843	1.4475120469124154	4.786299498413335
2.867472335634365	1.3311481112830663	3.817030383736129
1.4901146909264265	1.312042387313487	1.9550936364540077
4.31761374435566	1.2562078740503022	5.423820382767388
2.520559288669016	4.69500710722674	11.834043774487407
3.8729363232884673	3.6618525030985785	14.182121569775283
1.8458130571871239	4.037975112437035	7.453347187132925
4.0801081717569545	2.2143295723479093	9.034704183099787
1.4469082792411505	1.1660204473265008	1.6871246390011836
2.164376368053951	4.168690968606491	9.022616218171825
4.5762146024488315	2.409253452399489	11.025260829870806
3.3395521278551317	2.207316194986098	7.371447495814918
2.9530991708591525	3.4063734856815016	10.059358716202643
1.4707306746284328	3.453189363119635	5.0787115216406695
3.7946372512565314	2.729043562301544	10.355730361811263
3.6180047331205953	3.2872375587522398	11.893241046457392
3.201608241215065	3.3071738383832736	10.58827501609875
4.77327310944409	4.386680367435497	20.938823437606175
4.6828180357951865	2.0971715399821558	9.820672711584807
4.089185310316023	3.728247734634247	15.245495869685351
2.555904699733518	2.934605957826121	7.500573159473768
2.489079684855915	2.2511007287195297	5.603169092420129
1.127812816280295	2.7972236117965363	3.1547446393859904
1.6805380011344515	1.235990610524448	2.077129190031706
4.542505670850629	1.4621035747245306	6.641613779557156
4.601401483722672	3.7498728298253323	17.254670402929616
1.8047873087667297	1.6544639231182972	2.985955491256317
1.6543405887030374	3.4235061004865392	5.663645097707341
4.173011279400495	4.937055711519408	20.60238917119912
3.6507021297491224	4.662387593415904	17.020988316999322
1.3059409400912854	2.291722817848374	2.992854651169555
2.97923940161961	1.3683084332636248	4.076518397947389
2.474540991832224	1.828688364259312	4.525164318646285
4.417689823143425	3.1996847387888425	14.135214707814796
2.8280909861472434	4.500423586569272	12.727607379021006
1.9288416206451764	1.3320729445724615	2.5693577372267398
4.5865273243563465	2.2076071507870094	10.12525051852908
2.623106451147776	2.6907605563249724	7.058151373790014
1.1061848440677808	1.6240611283711717	1.7965118060438088
4.713090052480207	4.755744334869103	22.41425131681067
2.228722831925918	4.176184698492478	9.307558187869839
2.9532776596858152	3.763882847792505	11.11579112806023
1.6933718736926708	3.1650560145150237	5.3596168336415655
3.133647327453032	3.10697646957295	9.73616851033673
1.0153167969576034	2.298184098661293	2.333384917871681
4.678428733421031	1.4059955146676495	6.577849814882223
3.0610548051107305	2.6300071150627606	8.050595917038274
3.415724459872961	1.887698766547889	6.447858849769643
3.563202168827297	2.204142345969484	7.853804787562552
