Y	A	d	x	target
1.6568889703846192	1.4934622183428354	4.971296911135468	3.9231037382747114	1.9527549048242017
3.0772979777167624	1.5396447281792138	1.52146030715801	3.73813507254744	11.640843055426545
2.157734160716568	2.5040384573478915	2.7034583752859915	4.1450415902204645	8.28415349268794
4.553089446986318	4.835349382287812	3.6313380652858354	3.1096313636555744	18.852817692837736
2.1088236566767797	3.423172009002092	3.770394987475728	2.8271749297273625	5.412960012099134
4.857791998562246	4.014699726248482	2.739360475215716	3.8310571374855513	27.27479075952321
1.7850277313357088	2.496476956380352	1.8746861169624085	1.499133546441164	3.5635617483052417
3.3914241497069337	3.085772178388531	1.1697073317093314	3.9569828038510426	35.402417411378
2.0434395419860287	1.6408449096794269	3.4832578877468934	1.4759702832627717	1.4207619301802716
1.5693821238572565	3.666228371273075	2.5947338484158715	4.994419706504886	11.074915813848914
3.3064452161673255	3.9309950266805087	2.5800160132579744	2.5323015808669367	12.757243655298801
1.9011046758661792	3.5410282381242517	2.8448294196310897	3.3331922831143213	7.887503359716284
1.8269811242649725	2.014170372016608	2.7580524289920296	3.104140255746441	4.141608869530667
2.907938914724004	4.343329800415078	2.0695480958406702	3.5213931568667136	21.490527675492505
4.9496793204743135	4.17248056172071	3.704770670991478	2.3217166091092087	12.942532472166967
3.1184517696583085	1.4497847551117866	4.835650102663252	2.4983262794928054	2.3358064205378324
3.901183226468055	2.5309459781651453	2.8631452770735915	2.5551062363883394	8.811397646905693
1.4758832010435938	4.0298939322796015	3.273839322921607	3.314905125604988	6.0222578641112126
1.6649673560650076	3.913667339603824	1.8569291519588231	1.2171301963542571	4.2710173328294685
2.9290171409988752	1.0022699992094442	4.3604536721369165	3.2182893768820886	2.166706365138744
3.4514464950934265	1.2934727818637644	4.429504067534238	3.6716751540414703	3.7005611537035543
4.515446672100385	3.13839034471388	4.831890305583731	1.8719857229586092	5.490262918259848
3.01535537220208	1.8099051068960383	4.897448034561744	4.543215206971546	5.062765141353961
4.931304901113535	3.7700756954097217	2.1769120377104376	1.0360494148793844	8.84813040272781
1.3003469890559711	2.7547219619050614	3.48989370144113	2.1838873860641907	2.241584261419568
3.194028312097261	2.8484198355319648	4.861727192301486	2.569099635922912	4.807653118618918
2.0607143311922926	1.9409224831430576	4.563722047830679	2.0066433881925887	1.758640193526729
3.0523980992699986	2.796483951462934	4.779670349443072	3.0137685812126307	5.382269775728745
4.740106870588561	3.2012140458596234	2.85402205331166	4.984626023264963	26.501966643081865
