Pwr	r	target
3.8696179181372616	3.5775091067874	0.02406006107479973
2.9530985685726523	2.3659432314960167	0.04198164377251715
1.25325217320235	1.1912270952080664	0.07028124982558911
2.9951381387901814	3.6304690548827336	0.01808345936735524
3.0932833890101428	3.0656965857010423	0.02619096528979972
3.7899712478088095	3.917213433719773	0.019654933592144583
3.4415442751713963	4.779167226582187	0.011990548302487178
2.6310848315042503	2.9341630956281017	0.02431960326789984
2.0029848197429376	2.8443609321175627	0.019701458766742647
3.3311838551275565	3.838043123123892	0.017995712195657175
1.1390293950405317	3.71626068701448	0.006563155979806636
3.993900507008065	4.927451622108379	0.013090090217170272
3.4419489605962883	3.921120510273942	0.01781452233977666
1.9836737254325036	3.6794899244447903	0.01165963998382029
3.9345174654749955	4.29513416427862	0.01697180937466354
4.981146361950484	1.842839109326933	0.1167198170125354
4.7870078405373695	4.59337250592892	0.01805472765193101
1.4884454517031536	4.3824746185190895	0.006167146146255661
1.2529196717952655	3.7400950325778015	0.007127678286639402
3.038487585817662	3.343170470100541	0.021633687806008783
2.0133800524519128	4.680852254434908	0.0073125025544529655
4.784622941465246	1.9431519335363239	0.1008380261806419
3.554662419045701	4.1445817467259936	0.016467477501167328
2.657992689066305	1.8855852278646996	0.059491043089466
2.065733958989312	1.7572456033280552	0.05323528632453064
1.09559265652371	3.5415812999691942	0.0069509604416445785
1.7985918317113776	1.2511578447876477	0.09143206872067734
1.4318109140256627	1.9559178869906857	0.029783420130631143
3.974665345666191	1.252388107664458	0.2016567827952545
3.017187010786058	4.374356729341063	0.012547695516505164
4.068439824329325	4.514992396751851	0.015881955915068382
1.8390488183742355	2.5418776438942534	0.02265030794871973
1.6484077322048734	2.7291644327157987	0.017611460514522472
1.7458681922532744	4.498654765895104	0.006864932268542787
3.5738254466080375	1.6711568885232544	0.1018331143319961
1.2313317280167542	2.586457148251674	0.014647200655670125
2.465510233083671	2.1692984628929173	0.041692537527254235
1.978332826961711	2.2062157088424046	0.03234398659084179
3.1230588526284744	1.0329138072214876	0.23293896356267235
2.2964493991678063	3.806692168515064	0.012611057305705746
3.721838333230649	3.3318762333299063	0.02667902287020643
4.581611032331399	2.4263617428403763	0.061929454193357734
2.3240593315494773	1.9964354894942853	0.046400940582534266
2.3184166682277465	4.6159960559851925	0.008658661630895364
1.7896166681220915	3.8073155178205087	0.009824544274873791
4.214056015541008	4.892370921735539	0.014010437196882207
2.4719490013350467	2.679306614635056	0.027402160770928084
2.05168550996102	4.920371413759684	0.006743807327416431
3.067273486530785	4.167350174800776	0.014054734520861195
1.2971304315101753	4.423922389132663	0.0052742266102759755
2.5088669650317392	4.4311732831577455	0.010167877416106716
3.627906913611694	2.095661473911916	0.06573611173718256
2.2028374900949026	2.196056553152968	0.03634842147557772
1.8058568904253	1.2077318723662072	0.09852181668666532
3.2569295298210728	1.5422383983398582	0.10896712034287044
1.1016094069791302	1.882108998124956	0.024747323174216317
2.5509383920394586	1.646560938351982	0.07487459552244778
4.957465831287548	3.268617666112485	0.03692509474014634
4.530734469876687	1.429405488447279	0.176460642357417
2.511690574799772	2.7183925096684267	0.027047799731379336
2.2127905765439255	3.4875914750332497	0.01447702200130794
4.932560236435648	4.5796689004172535	0.01871519567743828
1.957431203054124	2.651321800676954	0.02215908162856229
4.459395586737855	3.38047034865144	0.03105359422609065
3.975795511268688	4.085644311429693	0.018953659088229432
1.7668258058507822	2.6367851744239585	0.020222478087163542
3.8423678799006136	3.1330055750184687	0.031150623501224207
2.0237661681515555	2.0315265439462658	0.03902163524218536
4.265867294450444	2.6927349711242328	0.04681771953757615
4.092902215779541	3.7651496290343833	0.02297507961444392
1.0783804350506832	3.6670933714246297	0.006381432791949246
3.664335280691895	2.5513616783390693	0.0447962112293437
1.636832520770665	3.650529591103233	0.009774231809228795
1.51161143123326	2.0839995107976708	0.02769714968718929
1.5702179021104086	2.408454614273547	0.02154136040826408
1.7475783809855323	3.150259655693023	0.014013095982612672
4.52741691265692	4.7958541390911735	0.015664217069903428
3.159639635465571	2.0647261260576792	0.058979730361172426
1.8387802750326627	4.395065950936981	0.0075751141149840205
2.9114005156978666	1.735225208879314	0.0769449982032183
4.30798755654186	4.548176842331356	0.016572571102390188
4.48716880587782	1.946805370139252	0.0942144403636063
2.1814868824906952	2.8816938725244774	0.0209048500034886
2.4211740955587326	4.50599579923666	0.009489309018973586
4.070656284287262	1.3067893791419167	0.18968953720882092
1.4600825943413158	2.8221178468465227	0.0145887226993413
3.205643082467922	3.8851830941591947	0.016899829440979782
3.4782747773205003	1.5742664109448985	0.11168569854223112
3.0056309106412566	1.916635738848507	0.06510983884138824
2.113308260129984	1.5508253778561176	0.06992414875596624
1.954681215588565	2.137624033145849	0.03404108768636871
4.87961520861066	1.0264942429528747	0.36852136933415786
2.28698091795192	3.7988921662291117	0.01261068695211136
2.6148619627250205	2.393702851300608	0.036316035283540465
2.636166184369191	1.3799145287489585	0.11016878156359283
2.0701008452565395	3.2166526147879995	0.01592110900632924
3.110103307811021	2.497539267098898	0.039677134621114815
4.097754388748238	1.3334107913691833	0.18340371520972046
2.768337072277673	4.114471232403707	0.01301310830332962
2.2560565017358845	1.3048151781520425	0.10544891322637416
1.5118954187989684	2.5492230609907254	0.01851382737090203
4.781851298805738	4.228513115785951	0.021281921587310505
4.8827427160561925	1.549907353149054	0.16174933336963793
2.639920255338996	3.9198062828694566	0.013672619720669485
1.3338650147011273	3.906596681413872	0.006955123790490818
3.5828171172933403	1.21730211966879	0.19240573814252893
4.700125471614989	2.030245158028781	0.09074080356954928
1.3375684741672529	4.74537745482184	0.0047267717892901144
3.030665661742074	3.837053107890864	0.01638070329040259
2.132598166832071	3.481477846923567	0.01400141394278505
4.3446949727813085	4.208724545012286	0.019518589119273056
4.838620901091868	4.3663039151046386	0.020196857922659447
4.317660780215672	3.59695537980091	0.026556360396454242
4.709652760298547	1.6919312617737663	0.13092229032183605
1.8507481572822504	4.480150493397716	0.007337569979988355
1.283752928508164	3.8433986374111337	0.006915772838617777
2.2220403269974454	1.8530105203794944	0.051497518522792496
1.3670149239561025	1.310453019243063	0.06334618726423888
