sigma_den	epsilon	chi	target
1.4885830870883137	3.93882519842842	4.010372928015965	0.07542864751126528
2.9762655506135385	1.4484047428153684	2.35650574218588	0.6122014371976396
3.5310246047063814	1.653206863820985	4.4388461155568555	0.3927053092509117
1.756910963012804	1.621916769933108	1.286246141095127	0.4738034329844532
1.6058695568397243	2.489252396187924	4.67811857989714	0.11361531405096098
2.492971493261701	4.704248294328648	3.9604795835792572	0.10683250451190812
3.722795427112177	4.5709890228837935	2.4616631503914337	0.23527413665007796
1.9599196041013989	2.7091481950538854	4.816269339561738	0.12438298786921832
1.7560164325036671	4.157429602664181	4.147079548147685	0.0820621311200698
3.2539409634244882	4.761224462648436	2.4516405771718994	0.19800011707829893
4.295739063650611	3.6224983686537615	1.8666325659749698	0.4136734651802538
3.1655853002524514	1.1630861855567316	3.906034888784008	0.5547681130853804
4.616900784368959	4.773847037150008	4.425643924005262	0.1782504989478372
3.239279327547754	2.5188650063516893	3.732493112299145	0.27173996549537244
1.8493879399373627	3.875821309167695	4.88694160438757	0.08105401776379083
2.7752891872966825	2.379359110217825	1.048193620524089	0.5694783796404648
3.967239008411296	2.1184223961605864	4.8178009145076395	0.3218970160148231
3.4293935972547884	4.345555279598572	2.405979227461793	0.2317021473930735
4.0815821392819815	3.3873043605878834	2.8128730354645644	0.3160253897743036
4.004920560714917	3.0475387114336816	2.8880136937004584	0.33800014709187315
4.623648558587432	3.530212475597593	4.609522501651097	0.2334845114607567
4.1870705402142026	4.278108013785935	4.580756693230333	0.1753740951689941
1.193037942467445	2.487099015296768	1.8326967029350234	0.16934060352049385
1.8448259573455936	1.811620357394169	2.383643324098435	0.3009564333499345
1.2897808394186192	1.0776800576589671	3.9884689678859107	0.23991577217313625
2.327689083391105	3.0676160610360204	1.2762478139137516	0.33335304395207976
2.017999598768905	2.251771448722547	3.4530443117778553	0.2012517894245495
1.7677669611270588	4.651279228181437	4.385406540000314	0.07057227330292891
2.127263474204958	4.677042596323309	3.186764470038237	0.10863541504320688
3.4708271267039765	2.9755124214088333	1.218379045093701	0.5258180149049829
4.569526629997691	4.90310899842081	4.037892496193547	0.18499107190934
3.4169894298742487	3.8714307178236647	1.0060788737022843	0.4399710889431568
2.9025518193799926	2.8077672910563094	2.237263925045299	0.3193307668089209
1.0386554038362612	3.0297665107347407	2.5188269090950084	0.0974236552033258
3.6544085487132314	2.7987823827161717	1.960198857769896	0.4410898659135281
1.6857196699753583	1.897018366128818	3.856012011393114	0.1829928270454111
1.1222533395596188	1.9136653375732688	2.887373669066968	0.15085809777893186
1.4254818092345911	1.4975970364107796	1.4165969831976477	0.3938786843756927
4.652213159993645	2.409613482795713	1.8739703711785336	0.6717844306531683
3.9041581774739424	3.1338080547354563	4.817745494857794	0.21414123047614947
2.34758183245713	3.237833135248602	4.193862794319804	0.13959690959720467
1.5063826332429708	4.334334157308157	1.5721781609733159	0.13511758153801715
1.0536041816420214	4.3839245746664535	3.0802200466468976	0.05890210653107144
2.8249875426977145	1.2563785618556391	2.007256318538161	0.7476968892187404
4.425605007071443	1.1155502490180988	2.984820043475439	0.9955768720402616
3.9905259979446095	4.856029000556459	4.041667395638092	0.16299514980532484
4.049600518282235	1.6064429329067975	3.765426342131912	0.5289871469386394
2.5109299118571267	4.790370591719919	4.027848600111451	0.10425173374455107
1.4542737660230445	4.6117750965322495	2.03743375056754	0.1038176599682542
2.097353364075308	2.363021683875947	3.9929574267889856	0.1777649099173854
1.1691634394850596	4.421385886770001	1.9538610780807149	0.08952137400640042
1.4736824799544408	1.8594184778165357	2.6077521921315228	0.2196797768484747
2.378002518840787	1.3673160658042107	2.264693302680413	0.5327224574075576
4.439046348392749	1.7862826176213944	3.6523012923863734	0.5341603830779539
