mob	T	kb	target
4.961949491472446	1.727802811323782	4.151511482288987	35.59203001239115
4.183968253649106	4.799532764295172	1.0915708521907843	21.919935491283788
2.650635686588971	2.5650232742964123	3.3882771354044565	23.03670049532742
2.310427523671676	1.9432979689744452	1.5071104447091803	6.7666984951999165
3.063767292285087	2.291371795872184	1.483140870236631	10.411989976077473
1.066216857081292	3.534425544684224	3.4779161056927617	13.106401972650488
2.115355293727104	3.359646201041976	1.1719122577908458	8.328599210855831
1.3517939991147672	2.380762136713777	1.3362133722733192	4.300335455539155
4.837361432006281	3.367390250669895	2.7384354319671225	44.6071517141916
1.6227150574358582	2.632275226700515	4.530927275150688	19.353550678291054
2.2272305493726168	1.8089827175356248	2.41052592649212	9.712060957177602
4.214504608579377	3.7729322599682975	2.1409879906874845	34.04393653047161
2.9349162659184773	3.5955363971992758	2.533840741330565	26.738603390080343
2.7081395464825646	1.266977389963992	3.645597191240989	12.508596541847085
4.488125642778297	3.967914780536904	1.0485522841645103	18.673143431066304
1.5663367812022138	1.3657684893975852	3.4919068422134485	7.470073652956642
2.33180230450571	4.96475593880063	2.0630836472656555	23.883967297309084
3.6433478114731743	1.469496349237839	3.8168194093281715	20.434817175571435
4.548508319842252	3.422002208635543	4.122168838898721	64.16158071739197
2.1618302944005694	1.1123781600328404	1.4764300981080585	3.550478948692134
2.9963617726466767	2.760452966918788	1.6354478636775691	13.527305665395561
3.9889943893993465	3.498285947776693	4.182379685581031	58.363615478837296
1.9154809499887089	4.132891232390129	1.5491772885014945	12.26402238269264
3.941366819770368	1.8471012929273691	4.364422665726232	31.77344980965989
2.665787869878268	4.299995234480846	4.267604947906449	48.919022650245154
1.6100192769258124	3.522506987097926	4.935633927873255	27.991481189545816
3.4205355822543777	4.654476198655934	4.780595462206891	76.11091118692613
2.018686969498748	4.1465311492521915	4.534006241117447	37.9521186854349
1.2412464590962244	1.4470881595203862	2.5155452767807014	4.518404953187956
1.9789860134104036	1.8388113738461056	3.2795226366897343	11.93412381117502
1.5813621291297522	4.975371859554848	3.845456975915254	30.25553495405436
2.1135130306263568	3.1041951356221005	3.8540873214916984	25.28572986721683
3.204840801601165	4.547363420705049	2.5019634594343145	36.462554200916344
4.162654049540347	3.735949554119848	2.508311350458952	39.007917531094634
2.6674371107138724	3.657003311898357	3.271823090419292	31.916066088944362
1.1103979552996377	3.5317434442793587	4.691985069907294	18.40027961004972
2.235806762086689	4.702695329120783	3.62763866550798	38.14214657948736
2.1713829685519754	3.9198796629917614	3.4225404371512216	29.131158074441878
3.6271429128646497	2.285188610756029	1.1467019051786729	9.504674587913023
1.0043817618611572	1.9274841885892235	4.152880180320493	8.039685183361183
3.0498423866222577	4.7967810742305526	3.0406800893227026	44.48340508477157
3.9221618551410407	2.7859396163212287	4.085043946066275	44.63689158796315
