x1	x2	y1	y2	target
2.982187508759924	1.0356290871760732	4.865617841992966	2.303791159996233	3.2174595004800604
1.605159373585292	2.459064026403106	4.3884236380612585	1.1366610917507045	3.3620102340254716
4.514209788185504	4.468166883209452	1.1101989319864982	4.640095137511289	3.530196477659133
2.6534586252554018	2.9303680049682788	2.057558191891152	1.6982255864695055	0.4536504446069447
3.2400768008395224	4.50528899276347	1.5331579540312203	3.63327138410829	2.45178267996637
1.3573778659624924	3.7583047385331394	3.8611254445056544	3.959422727724672	2.402938243759108
3.234117538242097	3.90520368386392	3.9755062838370594	2.313727209446516	1.7921680465089889
2.0344494622955533	2.027296588789789	4.7493488742313446	3.9593327326098917	0.7900485223211523
1.8564623003403269	2.295169793827047	1.4590158048634745	4.381352636036718	2.9550832170470387
2.8204115194449684	2.727941118836596	1.713277724040848	3.085955471776595	1.3757888552090964
2.8447967546541237	2.3075149041722165	3.385520417480572	2.3807623618900484	1.1393904234858707
1.9078403622029299	3.6458144893499647	4.963307797944905	4.183872376349122	1.9047502836515584
2.5805907495614924	3.818374565969082	1.272377684906456	4.085575027613583	3.0734651560046973
4.660031371375892	3.1959397911329592	3.656032789758544	3.6553250007241225	1.4640917513269318
2.21669845199521	2.586977690527271	2.469713519664225	3.824688302235457	1.4046577433281886
3.372623253271568	3.928205977939357	1.6804469512641078	1.1608926109569322	0.7606634449487562
4.763522309590852	2.0303296026872557	2.6155731871247263	2.2175961993318265	2.7620152164468084
1.5162065157079496	1.7890734798515036	3.727512852616367	4.704983394839212	1.014842372506362
4.439005650683123	1.430441876289133	3.6912556379366896	2.0802228067370923	3.412752960265188
4.743862534158992	4.879413012969827	3.823605987021268	1.2985695266311303	2.5286721927931666
4.30097327558517	2.719101507393227	1.2148341199058867	1.6402105489353356	1.6380669697471308
1.509417708020751	4.327083810444892	2.9461509675381237	1.5502853662215346	3.144468642185667
1.7385505489891924	4.437775184102363	3.3815726203575713	3.1777329295949928	2.7069104621933864
4.719283670559211	2.1438826017266	3.676642332288179	1.8936797620879757	3.1323547359900137
3.0347785089979697	1.31294261060548	4.04803794283449	4.000104345678886	1.7225029726329495
3.786206735263983	4.0842663273312425	1.432960946247121	1.4611020357058082	0.2993851054064363
2.4103106447578773	1.7559726164004832	1.959469569539268	3.5944017290373496	1.7610114768267993
4.2816764948906325	3.3959911555408424	2.687885110175994	1.1068194904260418	1.812238122955825
2.612770646999191	3.2923237098203746	2.364041269755546	4.443884295272493	2.1880446467065378
3.788279394849488	4.931025261189749	4.008879269841544	4.112970769588637	1.147476864846239
1.5559936898772808	2.0720312568105217	3.3795178539688044	2.5498183909826	0.9770854462972904
3.4600032795690985	2.3794439414207407	1.0371124549656754	2.4734695823237343	1.797423233568519
1.5005241105875102	3.1124226799005204	1.4332032598015356	1.1321404968825672	1.63977308947602
1.6852049517020071	2.8871987581554714	3.026763447824597	1.39724768385546	2.0248730171979687
2.999843842402792	1.9470208195478025	4.505896777220602	3.792382205698156	1.271825208599192
4.0810692415885965	1.1513442359903707	2.849570963245275	4.296978150074083	3.2677631757688936
3.9934620197480175	3.913676484219363	2.6355106185150747	4.803204891134016	2.1691620942715555
2.643578859525499	2.735289544215612	2.4069387727848466	2.546882237014297	0.16731713261608544
4.247644546258776	3.0921878971220886	2.0118271936508494	4.227819678106084	2.499140404058216
4.654919709628743	3.4627290730447795	4.30911470102643	4.066406953854783	1.2166452089642286
3.2109179111501724	1.8914132720133967	2.787269662752121	1.4626209736611555	1.8697022870537128
2.9492613718174163	3.8898445871611833	2.9101769311421557	4.200089620763406	1.596424608878336
1.512121692752341	3.1075168290741906	2.9834507022905767	3.985637227264322	1.8840550607236408
4.708108832762775	3.722098970578701	3.3602484943971214	2.086478733091301	1.6108087574697825
2.883736384122696	2.123086452939194	1.334919289921516	1.6047645945967235	0.8070965284677675
2.155800323053613	1.2946986217089966	3.8323579573739046	1.2009405558581865	2.7687278091315384
1.0170158853430058	3.2476388108930943	2.5383381557129443	3.959358435049927	2.6448019340352484
4.4937906808094334	3.4409548296302988	2.65249099000546	2.2513104927643304	1.1266805762480911
3.8536469232893102	3.4693808212677	3.5351329505453686	1.789026245893261	1.787889555088324
2.0436518926831564	2.221268546167913	3.335857140842853	4.9208379201529455	1.5949017983492115
3.914700234046495	2.615855780335117	1.6235818099306556	1.7363986775056943	1.3037348505529227
4.098351016998587	2.5219649803467674	1.5360504164039919	2.3271818701117075	1.763769234791364
3.840638881719037	2.9878908303563794	3.1722388475923284	4.006658590674527	1.1930781813226543
4.544349492122809	3.322849709396656	1.6664080811608035	2.7930877611232017	1.6617667767891533
2.377814221757089	4.570957169028864	2.9868531241761582	2.636362435920009	2.220972694501712
2.0421836890324974	4.015296928585425	3.1575663414750235	2.8127559846821977	2.0030152366496483
3.363601227334616	3.3945262738498108	3.3126427647611805	2.7946507318131477	0.5189143519884586
4.572650320444871	3.655592915089715	3.844383459384556	4.035138653264047	0.9366866224670516
4.1452643608095965	3.4259371100590634	2.965001699866545	3.2404949889590333	0.7702780316270986
2.111688335124811	2.401892808151276	3.3873327185318938	3.723523439827928	0.4441202959223055
2.501496150478784	1.8708653100840067	1.7610656153207755	1.6393778122916383	0.6422641032029431
4.859571893762097	4.951592162954652	3.6773128217293	3.230908655748572	0.4557898741165934
4.2890772601077805	2.648989341811736	2.879306736274578	1.6172885616325274	2.0694391155256318
4.885989121985659	1.9586514939262365	2.719705433279969	2.2157796521375563	2.970395054795331
3.6440413278860633	1.9458442737832395	1.6449382409895683	4.60796671646851	3.4151736384937394
4.920822722515737	4.931239485534578	1.8800458476256368	3.3160182954258133	1.4360102296965085
4.517145774665267	2.8905827818151386	3.97379469540223	4.651110982027227	1.7619490690247088
4.610195381897603	1.3626908946972027	4.034237096190243	4.656078816822233	3.30650457733016
4.45626478562113	1.093369232211077	3.586265894626107	3.662193734857696	3.363752597927996
3.314000357805832	2.895801448319269	3.575070607669389	2.906818829354275	0.7883214871593078
3.4987917674384272	2.9171712771652984	4.6058370632523635	1.1235217391943502	3.5305527061459965
3.3826082107915743	1.47865646066997	3.508259057364907	2.427021108229156	2.1895451055966864
2.987219654362132	2.3781916442289237	1.0788043900275368	1.0530072581854142	0.609574121119077
2.743593472241625	1.5272836601791036	1.7196234227937437	2.69389229574354	1.5583996264496578
2.679804220548531	3.948271164782735	1.344125049905481	2.823784622038136	1.9489486494052763
1.0570634124755691	3.6329646243344658	2.6057517255882354	4.531663696577581	3.216271750529827
4.131782786699267	3.1042476448232748	4.449701180694532	4.018621992795435	1.114296968509679
2.643901907030874	1.627434426125579	2.6129068823933306	3.036852038096592	1.1013335710774543
3.4859647233486224	3.4151779017364743	1.7078113332374092	4.381100474677165	2.6742261699141414
2.274116364194145	3.714108006532444	4.520720137827537	2.6513004461423066	2.3597258132386165
2.501808671997636	3.0642949559906985	2.1399450441894263	2.8698734787829885	0.9215130706118776
2.6224755176505665	3.138325602630234	1.605885432906231	4.915073184933929	3.34915286129846
4.709307789196704	3.6858772491583447	1.5153387984572753	1.4043803121829177	1.0294279265492583
3.6397712177256487	3.84101033071516	1.7783651774088187	2.3364307777321702	0.5932405876717031
2.8870905633264003	4.594666333080413	4.2363350373174296	4.713744201644976	1.7730579572126048
2.119969820935739	3.3032643811675824	1.3461929700306552	4.315882002035751	3.196754442099929
3.2399084050289964	1.2245309877200479	4.76774396407248	4.751542762962568	2.015442535304912
2.7289104960201067	2.883949111325811	4.329915565673089	4.7807775815962685	0.4767740865842262
1.4330050482650436	3.3971062119241253	4.421317612027801	4.425310371306394	1.9641052220320616
1.8664820074292456	4.581924705008516	3.7706226292788383	1.976151686025739	3.2548049112068536
3.4853269116864514	4.1286580323632505	2.7557017499738308	3.858475283311253	1.2767084227264924
1.1006431968964672	3.1425164878547345	3.6275565551037348	4.950577341494465	2.4330290868690185
2.25985857368887	3.9840121162502253	4.896545510999184	2.6835479870042382	2.8053633418034516
1.9165018208988367	4.349287782852983	2.6297754215473663	3.0473110660919773	2.4683564473443544
2.3713838908654963	3.89913847763993	2.3748927400078164	3.326197531126858	1.7997263355900437
3.0566465298808168	1.958248144870736	4.5444134582762725	2.511599803289274	2.3105865852839957
4.994758425794903	3.421395497622957	4.634227473342975	2.8134441859965404	2.4063920468672366
2.9312837193907213	4.3700071774306615	4.361325650452576	1.188153860522624	3.4840987926753257
4.114869604181891	1.7011057032553194	1.3941796416961392	3.00251057656961	2.9005145346105805
1.1770470905211845	1.8273494818761316	4.932943792373153	2.4883821657132907	2.5295799546050857
2.591125566076593	3.9173486275415073	1.015472039726347	3.8926675195271287	3.1681416378923815
2.9064160552604936	3.3994940351838903	3.3401080018801568	1.1963909914459152	2.1996928228983377
3.0862907309382672	2.457233271139537	3.4271241839733317	2.0551701801504265	1.5092948937613646
2.3323643980241004	3.774164761047991	4.174526958396991	3.3788203022634766	1.646796092244271
4.3621856517815765	1.6009934023182542	3.77263908412831	1.8826103839811523	3.346100883995621
3.2758053919772983	3.2328314704667522	1.595970669854453	2.8135929429185693	1.2183803830462063
2.183665708713868	1.380307354898843	3.2101070123318465	3.569534608740496	0.8800982000347947
1.6722578155101555	4.563842574647501	3.998727847647453	2.2455560560147125	3.381549016390585
4.286849820357402	1.235157809444511	3.9980202455574574	3.03904469912516	3.1988213810909616
1.918719179024586	3.9695393555596805	1.5416499425550714	3.7105101430764975	2.9849318193032945
4.967693775043316	4.726102824483714	4.304311971678313	1.9538118412127945	2.3628832071667683
3.98451131622772	3.1573592071104777	3.3857365112513764	4.18797019104516	1.1522844651441662
2.5464780112358723	3.8892431201377766	4.834110615521552	2.713805355515285	2.5097235969912286
4.054568323014297	4.6825268452766435	2.9669524458835226	3.8223755398344976	1.061169437623686
2.9540557029199883	4.64688104262553	2.041375596184193	2.6462489705826324	1.7976455239577511
4.402710631278016	1.5719459522173005	1.57786053438628	3.1927613683610017	3.2590080349379282
3.4649493831528484	1.0949373228987058	3.7104046811630926	3.016867346282217	2.4694030049029574
2.701263147370637	3.3549173943488046	1.1193162422602696	2.8975465585429703	1.8945624646180104
2.213476269571808	2.3273465652767147	3.9192559882982287	2.0990822689251427	1.823732111067954
3.179171914267636	3.962936084071087	4.7982286014009174	1.2761251123309294	3.6082543232963316
1.678673936007797	2.583655854796452	1.7613160830929397	1.0414558695001928	1.1563697507493833
3.5041465332187496	3.275944591671131	2.4976678867178355	1.1986847343695604	1.3188757925637895
3.6283865085954763	2.793242325916791	4.524544380390637	2.6607999052970017	2.042304892591724
3.1812707188506733	1.954581988871004	1.7044755635825335	4.808654295710454	3.3377673437875264
2.9956117318575215	4.546390242052576	4.291287445118887	4.614537841613717	1.5841100992408508
4.2894990281013765	1.63138739245101	4.350389986838167	4.426039904944172	2.659187916956851
4.415820670235108	3.3046453584402484	4.6795593395445385	4.329896049295861	1.1648926946675973
1.2962205878842257	3.5069012729136526	1.2516231840441416	3.8172976863773687	3.3867085412070863
2.081582251903582	3.6796027431838456	2.827782891534297	3.0218985219754932	1.6097671783625098
2.6212907589455074	4.4466840633052245	3.7758815910474826	1.3784895500987298	3.01322905096936
4.571597259402165	3.2579181952507583	2.0820855577424404	2.6069793652423003	1.4146611582783406
2.0230140395036917	2.485345964299884	2.487300957157118	2.364457111903373	0.4783737231521798
3.4041976078874363	1.6352469118610196	1.6289276291118249	1.4267117857420055	1.7804712332082508
4.721907005501438	3.314694035488672	1.366200601300731	4.179510771884808	3.145625924817503
4.502922199351592	3.1842753219773203	2.440096346815606	2.169936363012821	1.3460371480970494
2.6477207312614865	4.09421615476742	3.1118654466242246	3.01251564197639	1.4499032360496236
4.606522089840521	2.0048792210050284	3.0925590855116405	2.0195460173768462	2.8142321619494397
2.399198243234192	2.2872572339389974	2.5417334568654057	4.653578083634949	2.114809333528065
3.8995537958465154	2.6124613810251995	2.765308617020629	3.6704359083454663	1.5734873046172317
3.0363461178520463	1.0416931462994563	3.0379705610175733	1.0654721359027577	2.805243396570787
4.304035844430036	1.4449686416076029	3.6881033317701055	2.8194125692627385	2.9881246478553267
1.9153219954683784	3.0581710693336803	3.0332557022595528	2.86246349448864	1.1555405591626975
1.7557411578430346	4.003121810175198	1.9937477217819688	2.711764835421141	2.3592940410121983
4.953313599875294	1.3696860267005304	3.0042832984322114	1.3366397490694713	3.952647415460884
3.5749125443991265	1.555365240311045	1.0074901339961857	4.547815849812007	4.075840709291305
3.258628116810664	1.9528885253586663	1.4220726231288556	1.6616062721805362	1.3275286248187803
2.6277328834241067	2.5895583568642704	4.996251618890671	3.340378666001872	1.6563129325664097
3.464184135118877	1.4449001201152822	2.102472816184004	1.5790802635479555	2.086012391478995
4.949001947842428	1.5021364280934657	3.3708744347746062	3.810329708887085	3.4747665891653146
3.7394910884436268	2.1927198692484104	4.498705432880461	1.874878204098428	3.0458119658029883
1.964397725041374	4.720819261705182	4.97590371747692	1.4711565407127425	4.458824111895483
4.967671026293057	3.15902576830424	1.1973600162065132	1.1545579058375646	1.8091516492260855
4.903306310951735	1.0486278862485876	2.588038233654693	4.9043224362966376	4.497078859135179
3.231631681294705	3.7675081710935867	4.795977460854838	1.062887086537522	3.7713561692234485
1.3153342470377982	3.785489463436442	3.4552398527030785	4.2841778037763385	2.605533519229981
4.673207398438427	1.6320725788039223	2.7613041775240155	2.4642219126360683	3.0556110458146244
2.9677288422053145	1.9754578252110724	1.65269360520149	1.2908301734700074	1.0561945438181704
2.4136657149169807	1.6180002532106377	4.077041959994881	1.9718133824101165	2.2505712365601633
2.484213426666226	1.810137103448406	1.3473179947161182	1.8398776613734151	0.8348616141256
2.4537750188794534	3.7532703096659317	4.694572801894076	1.935950502146992	3.04937452659363
4.160013409014426	1.7881721767470349	2.6859680334699845	4.036773184520794	2.7295247548225494
3.863328256475152	2.522407039502692	4.344821110067539	3.3551442340162803	1.66659234041126
1.234777940239402	4.540768430645959	2.857644515469715	2.1564712105101003	3.3795291278884663
2.4065402726372738	1.4537449602030832	1.2937711533838339	1.129692879359331	0.9668198319249702
3.605769508187017	3.358499766558108	4.609797885200863	2.5411099529755066	2.0834135657761403
1.2025159852599203	4.625143017776258	2.52272876130603	2.3322356033190306	3.4279240725184468
1.4263683926266966	1.5211032371213418	4.496283961370513	1.8620668400202072	2.635920054397804
1.1924037415784468	1.2077627570395508	2.5018870258799715	2.7869543113226167	0.2854807464358547
3.7727472410415697	4.10040747690703	4.363402385048259	3.1705448174892967	1.2370409882659883
3.570676561747732	3.551347282446623	1.4916122744550178	3.9501999276680655	2.4586636348980195
2.7523281776754587	1.2680680159048308	3.6740227362664912	2.001630255033832	2.2360511709491133
4.57769663916389	4.236480903680068	3.156714012417418	4.408685823892372	1.2976369272140973
1.2471484979941652	4.6018069201291345	2.1666430425050005	1.3750264112514308	3.446794165609304
2.1667277146038875	1.5969455330511124	2.4073916696646447	2.80927344841527	0.6972522488359618
2.711359555539854	3.8816118259676533	1.0824882048882771	4.353763589228754	3.4742960461989063
4.399495647912341	4.9102227866961465	4.864950974530078	2.2967483587261666	2.6184932472917217
4.148477484118519	4.869116486082144	1.6832638905557036	4.917390400062992	3.3134415417581957
3.0017742791895143	2.1548325566640907	4.174943736569976	4.201503568684364	0.8473580742733708
1.7991149605052381	1.8855475882723267	1.8899781706754462	3.3412142293511917	1.4538076547959962
4.401050396214544	3.5254505552143818	3.848063641980364	4.3182457018304286	0.9938542403010414
2.825493223161005	4.704849528634595	1.7872270827696255	2.048304869220801	1.89740394579056
1.514666044990538	2.5781609578488784	3.1861613047168533	2.645182947172815	1.193180209778311
3.3318828447350954	2.4596554126095334	3.4651679854116737	3.0772730088277336	0.9545905961255888
2.0159843581354915	1.8099661910111449	2.1963409625636605	4.178276597028383	1.9926144494975329
3.614826900744007	1.864963481776328	3.022360408700954	4.784969244484385	2.4837093012313405
