q	v	r	target
2.1616833507082043	4.18530996511921	3.785304512009341	17.123420897883864
4.459680708955428	4.0871942075948064	2.87610485272191	26.212217315792078
1.0536255294836017	4.8368971309979765	1.4631002905978303	3.728183131364786
1.3984029798004722	2.9636085606789146	3.705192055667285	7.677748995683916
2.5831257585717844	2.5159315419402057	2.6921223122185527	8.748007804545022
2.4268782843180468	1.3357109247300256	3.705924420106869	6.006576822429402
1.2081563274784792	2.240991518882779	3.3806388953672384	4.576485955292588
4.831501678981048	3.86198885215785	2.4759891002680297	23.099994871607514
3.860558251200167	2.687500131562456	3.2923870879324717	17.07967089716826
1.9624633749011893	3.5313061093474394	3.5432967593747846	12.277627630463414
3.2854218134763284	4.407819230404359	3.0516842169946408	22.096551842859448
3.8531955384836096	3.884726221117313	3.706471047453228	27.740359317342442
3.504589828668131	4.167748051692684	2.9828034716200786	21.783782771389774
2.847375500271944	3.4313258774475077	2.3457369597409223	11.459245519273932
2.344092678008833	1.0538062677442532	2.9388983299830733	3.6298620642907267
3.2686776612152983	2.2273416159739368	2.4563592257087596	8.941714735310082
3.1434330802891424	1.2944512001724815	4.767089070253999	9.698692108679072
3.882552614426906	2.180230272802829	3.3163023529577687	14.036015487948685
4.564234648115499	1.9037188651889947	2.547149468568979	11.066115834333504
1.8068929109117955	3.1722206062272833	3.775202988046017	10.819473021218867
4.009152505889344	1.0907169205370917	2.6438469750098834	5.780573750497091
4.135695065000432	4.522850454007712	4.158116554194246	38.88905597933224
2.8606255771923714	3.349022433799924	4.969051157989514	23.802498498114478
2.676135856489976	3.1565088439614435	4.115043627783245	17.380393938298052
1.9221813086305737	1.4158010890767216	1.4109834617376058	1.9199438144274867
1.9272426452477247	3.634812303158431	3.6952364833647593	12.942871153850891
2.436148655832828	1.233015039813412	2.6411934219724458	3.9668188752527453
1.6405486811257532	3.4712209819080946	4.890082318388595	13.923793013758356
2.7209715135822123	3.3749941037270426	2.002591958469538	9.195164132664557
3.288342109801613	1.4875032073445282	4.438576044535246	10.855468564373094
3.8918746217315294	1.1737187696743483	4.304765985526212	9.832012960020661
3.0531750279680576	4.1016417771488936	3.3324396410578507	20.866121211736893
1.9093337463383195	3.2451864868620537	4.071402060376848	12.613496871638734
2.079078309769538	1.5697271294982325	4.382062213194041	7.150617628230642
3.831540137542484	2.6910299334243604	1.2795557150212664	6.596614624415477
2.5556929673929587	1.2918676769663169	4.000598831611899	6.604222830006147
2.6772787348287266	4.461588466289399	1.3303786029410989	7.945630279845294
4.672221142539197	4.0253423998654405	4.195704056389952	39.454911191520246
2.200540605887403	4.038473093578562	4.6183591374983886	20.521272476996586
1.829861778862264	3.4106905119645066	2.5939201232651414	8.094447333927768
4.400359351048456	3.047326093777655	2.3010212598559683	15.427576558462825
3.0565269791061147	3.5818903706165672	1.4375891299655472	7.869466802053718
3.6247686880665895	4.7863022586544535	4.195656652759643	36.39572408975711
4.471416654056722	3.5977292888971855	3.638666880260472	29.267520006605753
4.032919178250096	1.4753626546698189	1.7841322978018332	5.307809950817512
4.374574797991565	2.806543132637185	1.1390130799176914	6.992078306258093
4.457308299677441	4.9716116005750335	4.739171987502502	52.510039009725894
3.6110848652861836	2.991689896937288	1.5663493792639231	8.460828918010717
3.9238473530612175	2.4961322826362644	4.450310370360327	21.79415351375549
3.0152625446633734	4.667010486366834	4.2173727926543085	29.673987265909552
3.559519522717284	4.215414023678667	4.3497852032816935	32.63393402101474
4.1577702453808865	4.799433899220352	3.240192415629676	32.328928228083804
2.5330952806054516	4.2228514333091915	4.991716811209859	26.697910431922175
3.036182270887044	1.2568347207106243	1.4853031801990535	2.8339430923005664
3.863756933898738	1.710119422002585	3.031549025704734	10.01545853110867
4.461699142768665	3.808205777103741	4.898229732590044	41.613078338046826
4.445609289346108	4.404285630897464	4.473133880049045	43.79138377649602
3.0781834373232395	4.28417948207563	4.840456290736488	31.91673524950977
2.8580989673490955	1.197970987362102	4.025147980475099	6.8908916159389255
3.3726253844857896	2.5641262778587324	3.0643759214276116	13.250112310245251
2.7730608487467987	4.101989477519354	4.651693809242552	26.45666302765678
1.3982397011418106	3.297932138459557	4.17476500678175	9.625546202429812
4.587297384937651	4.3564546843979866	3.870255980473361	38.67228120798312
1.1494969682481733	4.902228758104849	1.542137698491083	4.3450478325060615
2.909515108402524	4.374982987095397	2.681256982421481	17.064966108278945
1.763016340967916	2.259705408673496	4.514164717441085	8.991984904480923
1.095628968427382	4.974582979868043	3.8777647028723568	10.56748508720436
1.3457646632821945	2.44767940319083	1.2318016537679952	2.0287775995919204
3.851820980755519	1.7767603318329863	3.0249716086098606	10.351093967972998
3.470903328990933	1.8066276146376388	3.1306104887685446	9.815449714495
2.975196220923385	3.496611964171965	1.4669344134344202	7.630337613779617
3.637934971474412	2.898209521822835	1.0717500798052844	5.6499972904089475
4.383794910655343	3.7286551633597766	1.8126005256889672	14.814075527250234
2.6963077704179947	3.2908924786102065	2.3265126252797024	10.321874500870342
1.2907610132022471	4.974272373997119	2.0032786781181384	6.431122384602232
2.7747718147255207	2.9321609495888086	3.163137856764812	12.867767466473415
4.823457304518877	3.5606906337798905	4.49742927108503	38.62131237700388
2.2523190481287343	1.5705907157058836	3.24550609860209	5.740442478119714
3.0634867451981656	4.8296162064404315	4.281863008911344	31.67607764003256
3.965144288345435	2.388532085859285	1.1962917650613212	5.664964501068182
4.178419511704413	2.657080301485536	2.4141394466484503	13.401366280270619
1.336714151718022	2.5394859991712178	3.226853466868775	5.476884941622533
1.1262847849960025	4.024778818626936	2.7223239319453776	6.17021136563214
3.878918010851901	3.5190139533065667	2.290451198406438	15.632291183078204
4.624228916185865	1.344761857302286	3.4344945673089176	10.678679335494381
2.4460342690601578	4.342192507309479	1.3592480798002051	7.218390010254924
4.447868031216232	3.0740089485492748	1.0137803442626274	6.930600914912293
1.2605672401297414	4.253135534797169	1.024951272742466	2.747568080770276
4.981353204512965	1.2316483183841358	1.2281731405336125	3.767590165155557
2.4177088989684106	1.8165429244199047	1.0473898079563155	2.3000009820397995
2.2227428033323857	1.682805170195047	1.11971360144952	2.0941124968801383
4.599053559729934	4.36032932403378	3.5651114388263427	35.74628165000564
3.973219062712694	1.8921641870315664	3.1771839840634115	11.943007300423961
4.370803711201007	2.0641381466829807	4.857520798803387	21.912137087313067
3.5545507652694264	2.792951527293921	1.1483616329706217	5.7002879951649135
3.0799086789875667	1.6346733582846116	3.374597252075743	8.494949023296469
1.860490151608984	3.506565065893592	4.944469635200031	16.128686327619356
4.074672919779765	2.1867813480842573	1.7810620916285942	7.9350045196371735
3.921569612465954	3.6116156105841983	2.2913641276072063	16.226526532227027
2.886113965887956	2.05329786708583	3.101915284804375	9.191055096340671
4.690340729660079	4.659115544619329	4.6421992543617305	50.72261739142618
2.5794793491321344	2.422911954314974	4.9955364149209585	15.610680005684047
2.6062177951643632	3.243167870106503	3.6365676675184417	15.368865578064174
3.261285454881781	1.6902954416176454	2.746026326778749	7.568784406806425
3.6624896959654665	4.8648578583670785	4.492544844582817	40.02294041668669
3.356635870740806	3.23072604063048	4.250523080244903	23.047124435695377
4.955181100894718	4.704271387841552	3.5986700389257718	41.94342897422339
2.7552677390446414	1.0437101478247857	2.6845686138921456	3.8600081884872006
3.1536348550062434	4.64005869270853	1.086595530102581	7.950103807800704
1.9703931004936583	4.362707052604653	1.3099266487226862	5.630227085851434
1.3389692043004229	3.9819599434112	2.1211220372930253	5.654616236517044
1.2851892848939208	3.4397601832640503	4.595290798898387	10.157299655573851
3.0535142822617902	3.1112748319494443	1.5835750097434207	7.5222363590652765
3.987785820461017	1.3095550662107596	3.410338896862442	8.904778734527373
4.370698556030988	1.4921563507314928	1.3105615025569952	4.273587466954438
4.799808053346483	3.164004854105209	1.6227765676895016	12.322242277065715
1.8989758260601028	4.956870990862706	4.734618359227065	22.283429663779724
3.5410215214324112	2.788144913080332	1.672441599446525	8.25590856421101
2.1212115514513785	4.6159452294919925	3.3513936102603714	16.40741156749193
1.8217561624010017	4.4349286227250735	1.99604122951044	8.063366385160277
2.7755554316194253	4.4256067581713205	3.675367141627328	22.57321715456936
3.603113132814714	3.786647216257783	4.751469230103421	32.41385387714234
2.1153327831731024	3.1274558077556605	2.43823689717264	8.065211953476362
4.0727654929535735	4.490428353152708	3.804374610641683	34.78807957553809
3.7122154786037984	3.756825678160759	3.2458203545797466	22.63334297990325
4.452126249224168	1.2825666610621775	4.319170595810085	12.331553177256973
2.058969085307548	3.9962038685889913	2.684956576010744	11.0459922031356
3.0386697217025485	4.744614251096944	3.5489894435392983	25.583450551344768
3.6881687564417787	3.036025677772167	4.527458068957525	25.347823007269817
1.066498168659438	1.9158419222303993	4.011130722778203	4.0978551825865965
1.9602173732903048	1.163065045157644	2.937619436619584	3.3486809764629
3.088617538645656	4.0076069538675885	2.758621030605665	17.07305745594869
1.4922826101001152	1.8174847297114056	4.272840194898395	5.794400417655942
1.1053829383733502	3.1158272336974533	2.70257114987676	4.654073809515655
4.715277674367466	3.047683037047848	3.8325193384853393	27.53793875795512
1.5596390918820138	1.5812792436565228	3.0793287195379	3.797158618022864
1.1974700896514063	3.8502296340310447	4.638855859761391	10.693803244889224
4.451262820635041	1.8230785191300685	3.151166448136993	12.78586043356801
1.5214066026578117	2.9602542539255388	2.8828737553473367	6.491871867504981
1.3184798338539503	4.405273162526875	1.9795622508650617	5.748909907902633
3.3500160537475474	4.762989383892262	3.17516870861691	25.331640268554303
2.739451824780105	2.60369457559606	1.9574911594342572	6.981094540807276
4.3080305328186315	3.5520720466260642	4.406478426647603	33.714924480393876
3.7060512659427953	4.803023922776835	4.887875521800869	43.50271018988549
4.93553950073566	2.614303998321017	2.961738499521175	19.10765689318037
2.6749056795942203	3.2597512605106136	4.542914558905559	19.80603344279505
4.422007389812067	1.1886690444696288	1.877807255012061	4.935162234407775
1.6103237212556383	3.4459578778977527	1.3163398319825323	3.6522557574407664
2.2334336734426508	3.5014945152407493	4.42947833371096	17.32004819535172
1.416791174886702	1.0684727626572794	1.2547522211134845	0.9497237007304205
4.746331907843891	4.960948020807541	4.369118950720603	51.438305629309795
4.2691394330054715	1.6035856584980699	3.446216587081968	11.796280084892368
2.821972026082924	1.3756384817107472	3.8502474865918015	7.473356001399641
2.361254294500457	4.323061680412373	3.5533958164871997	18.136262115116484
3.1117967680290857	4.455551855911255	2.3527015478575346	16.30983511375106
1.5822924174192041	4.04953695140717	1.6785895673246918	5.3778246442258375
3.2713557451482744	2.1617889908571857	1.910405534221768	6.75517566258434
4.5581539517866485	3.288062483483876	1.8583706322962497	13.926160282457655
1.3751922718232301	1.134340675017277	1.4413692948577164	1.124222308061301
2.119876279916169	3.395418246527286	4.7583645271391	17.125036553133107
3.5277726972617227	1.1061633694053057	2.855567087737488	5.5716296335197
2.051689042362685	1.7774816924464885	2.628191316736858	4.792296231506776
2.121257613093221	1.6290667162536026	1.6545621582776209	2.858810550768752
4.82181906323097	2.400380536779525	1.0993309312245745	6.361938379067218
4.5410387132167225	4.531214748161782	1.0107797092050563	10.399114715257262
1.1072657771971808	1.9546885945708508	3.1351595014885016	3.3928065736172868
3.518151436154538	1.7499560459966523	3.64107180184072	11.208330218270424
2.3704489548834435	4.242720488635477	3.8835523274477866	19.528738704574614
1.2099555281595022	1.8116688408080777	4.685659435464843	5.135573477026294
1.4785756562004442	3.5012931727144774	3.388644860270852	8.771383281797037
1.2086359978197645	1.3996659097557305	4.360708663803879	3.6884762140568847
3.88912331202204	1.7819501920808631	2.080855793044509	7.210398412961304
2.5367277515856803	4.066262671544413	2.559165669103285	13.198898683934978
2.5893873188735013	3.8214966345851273	1.6517166238044956	8.172144596630412
1.1257198263738326	2.8460829069022298	4.307892606689925	6.901011234519634
4.940730407751445	3.28637559600027	4.570303312444032	37.104226447471476
3.2376923180192496	4.781141921867078	3.707535480481516	28.696077088636645
4.801869217638263	2.3375528994587262	2.21496861563085	12.431094179746154
1.2867347701830858	3.773525129070197	3.6514091287171313	8.864755961819439
2.57146994639385	4.274328188699254	2.6855879241124314	14.759059974122527
3.6903843532196383	4.125997990148206	1.5137024722155037	11.524209291017588
3.560686209420693	3.853795663965669	1.8208852997950435	12.493237049315967
2.5567272940899417	3.6447255858769982	2.0134294318938752	9.381140931330973
1.873477971943343	1.0936596231810198	1.5995804483846676	1.6387279507103605
1.1440919370345055	1.0667484416514323	4.437557841127557	2.7079271293594807
2.227435895207688	2.0307194880872297	2.7536824089540475	6.227862351759679
4.59708714245157	3.667077297287287	2.708657074281557	22.83109968980643
4.761373380133401	2.150258690829668	2.4853892303637286	12.722936736100884
4.600547924588481	1.8398639792342453	2.114926953395212	8.950775252636324
4.487020782705531	4.841482849563293	4.6332120678327335	50.32556530667586
1.2715170269487968	2.5482915095499266	2.0557705917566116	3.3305498694130486
3.5733238843510096	2.2464737586751014	3.7841188181353975	15.188276713502463
3.3770663745796603	2.949416545767134	1.4939233141816652	7.440018544909472
2.301010317240746	1.8416986562737503	2.048825211992331	4.341222560284309
3.8492085269475655	1.453345198106618	4.849668010247399	13.565076054883564
4.308836384854686	3.424530896951437	4.318699587745747	31.862811317738377
4.681972343662995	2.86312450300514	1.2911779524868745	8.654165249617586
4.301747719835329	4.13789595059915	3.7603381548607695	33.46735641381341
2.0386060428978543	3.8327954832246727	2.093856243266716	8.180235728925355
2.957672236512616	3.827372498858244	4.5723506243482	25.87976373731552
4.079578730935456	2.4748580388507806	3.537298389312507	17.856951203114573
1.258428193738394	3.315031310509766	1.6107381720989222	3.3597814626641136
2.744799556124624	4.5431350990409385	1.9409897743306992	12.102066587741977
4.925888681300792	4.630051123778988	3.1654802515995497	36.097738318790896
3.0126970643249864	2.1769046424891494	2.0207127868150927	6.626275122210328
2.8975895166686008	1.32945514658394	4.721411902216912	9.093947573327624
1.5954702031696455	1.9306052704114287	4.195088179611149	6.4609039328334985
2.26870356807126	1.4557738425167377	2.0446134632047945	3.3763921840471034
3.7314667369689216	3.4684281376514847	1.450491702717641	9.38636695127691
1.146472455529913	3.5554940419706518	3.809045453597379	7.763360253983983
1.0640474291227768	2.3601728683900784	3.1781191868629195	3.990662361153628
2.7432987456409963	4.347484358989761	2.3270243609126497	13.876567969848335
2.8415102641798686	3.8404850471735545	2.8574138477173703	15.591161031336595
4.232371436788485	4.01784242470617	1.626826434305661	13.832092990690924
1.7778838613214436	1.4503884128425466	2.7493891608374894	3.544817897082701
2.792368095089234	2.3852391077349773	3.323274491383887	11.067277687356201
2.3744922972563094	2.085471818765509	2.866508776566219	7.097385105821794
3.3214820047986278	2.9488236219164885	1.7842180632623177	8.737730325655665
1.4405858825775248	3.833898198959712	1.4330044867425369	3.9572846084767015
3.5213422691925422	1.0602927400905644	1.0451524334485691	1.951118595526231
1.8784511548070733	4.376634929173448	2.618024548502207	10.761775982607613
3.2886190925686987	2.5224249966506034	3.1160064372834433	12.924096315125507
4.819963832733904	4.069007178904807	4.469714046737583	43.83106059818977
3.0136017785431592	3.71728554553652	2.3085132610774113	12.930465637065591
2.7750622233560645	2.357488636870411	2.475784596809226	8.098511337843693
2.6969399170576938	2.2933598624915343	2.325347203368463	7.191198728647045
3.4307057210114205	4.781523440988768	4.14883654056333	34.02875694091477
3.4560168687959845	3.544117835825472	4.676602291599563	28.64075413155634
1.93381838997019	1.008394651992485	4.7428426346053545	4.624395172841106
2.5022927219723266	1.4794855088373722	4.765524080724181	8.821237219747339
4.796595414950549	2.26319233071356	4.033086714701836	21.890824280425768
3.367743224471415	3.861135228412351	3.3096186038062343	21.518001660187302
2.7987686642855762	1.3646461191377173	2.806547069940233	5.359563020890533
2.026489824308339	1.1784831902026447	3.3630950084009243	4.015845169417913
1.310582021622036	1.839500638865765	3.7070263144067046	4.468480039444182
3.0659464866223365	1.573700545999249	4.368778866814387	10.539420515548636
3.615136068203418	4.922914910850097	2.5604865807095867	22.78449912649488
4.921415304136345	2.5741985373091483	1.6573928160175917	10.498506248281004
4.343800380796616	1.2651527407021763	2.637559176917256	7.247446804790815
2.7376034560605085	1.5268534830458012	2.5716981202750446	5.374745396045103
3.4098411570886134	3.879632496952399	1.973925641243765	13.056462621762952
3.416169933876399	1.3552564918384715	3.876843721697969	8.974479324107117
2.7290089637809096	3.6953772666413047	3.907672364141373	19.703886299343782
4.383225480516893	3.3141508343280934	4.053734356565658	29.443631409650546
1.0057754248355808	1.5913644940360538	1.7035401945235191	1.3633051436026922
3.0727000474668764	4.642317022481048	1.3057254880200668	9.312726490277734
1.7610256566763245	1.9482061745452897	1.7652048052783456	3.028068560748732
