d1	d2	n	target
2.8599878773349943	3.5330172086164366	3.5973911195280657	0.7310622919172285
1.7350229405528137	4.408088391351916	3.684947633809058	0.7080585172015019
3.1313109289711805	1.783838779774157	3.0769218271334045	0.4891786569743676
2.863580441178013	4.9566173947775845	1.3917359573096562	1.5873101953701694
4.7655969076621405	4.939802459955438	3.011261496250547	1.2203623065223033
1.0672937394455355	3.9448930046937436	1.503179128819983	0.7587290717950819
1.6121080358717026	1.5357269158205944	2.5925410130536704	0.433189567424636
2.767456423206843	4.099979630673613	3.0916661498410565	0.8965302776141748
3.51307577647472	3.967369995647055	2.9345396095583074	0.9762578014026551
4.90184050069035	3.0975062862824165	4.326652240722422	0.6246787157951088
1.3176234254709902	1.187494112995612	2.4564661061716446	0.3536623803099706
2.4244584340233866	2.2523211965548207	3.655161218921776	0.4913268160850203
2.92542954633127	3.0598470324559064	1.3044905580018185	1.3018196493958107
1.4666547090352489	4.255611789295718	4.591909990865549	0.5679080660087518
4.999560890092118	1.8757254998391837	1.1245482957340989	1.2507118426078223
1.8688659859116117	3.566783258572786	2.648318626353792	0.7827305742014049
2.0115204802278104	4.979661138065638	4.523325045829307	0.7114924022063539
2.2920684128380144	4.850526638968309	2.9881407292728457	0.9502706734998534
4.151207754205833	1.24510984930492	1.1006762425101595	0.8889733965522028
2.14581109591813	4.950402766912654	2.206536002779892	1.0967884813901247
2.7051896582022565	4.398447361653483	2.713168311493092	1.0136778813635563
1.7602180828701597	1.1999678646131642	2.034987527991992	0.4417000584142959
3.5548613545860284	3.2276152805648453	1.3660755318441191	1.4193436504876635
3.718956368394221	2.978941472736087	3.6232426293503632	0.6733200066239825
3.7275505928564754	2.2405069707113188	3.5376813265425966	0.5413489521249724
3.9431544559840495	2.458508652999882	2.6495196559778407	0.7511466730261892
4.855287792307302	1.192571165181907	3.3014399738895728	0.3362136837569239
3.3626494230207937	3.891325376530693	2.1516718262136583	1.1760207063379755
1.8192178896068507	1.9303855495113729	4.947512607424663	0.3212693679811829
3.8830336534950862	2.1781918406014924	3.840180321777343	0.4949163412949165
1.4824926959065028	2.1939554743593703	3.763745585113093	0.41840191846013824
4.312656132083923	4.035019112970146	4.291572192506367	0.7719281892406016
4.520513027606174	1.0511849734049212	4.395077205694534	0.2271548589177901
2.6554871204796098	3.4642894995146136	4.026299354567309	0.6498535626197453
1.9644658023325925	3.3829348104813253	3.13818363731506	0.6960417301316468
4.176794828964576	3.5034389414840126	4.763860530650735	0.6253185232650961
2.018506254770335	4.3624645760019956	4.019307350039423	0.7058385744646339
4.223689440415194	2.8637266481454398	4.738732103559847	0.5286801029390612
3.3881641570251118	3.2587373504376633	3.3324353240770725	0.7588631889384579
3.933009105825541	4.8355357868739	3.845914638461997	0.9527418134719507
3.015381151295005	2.6006925935287004	4.006034781439779	0.5341865176218193
2.140371682997201	3.002014643529368	4.607502555135844	0.4994974894891765
4.793180116903597	4.743468326002471	1.0988449607637576	2.2712608488788586
4.035243569833996	1.1971801913016875	4.338714528518547	0.2582692626627611
1.2060633006182442	4.603502280658395	4.169065647461919	0.5764443020501863
3.3434910860873415	4.2218854812736035	4.475893109306416	0.7356981677282186
4.661291011563503	3.9554321266504497	3.734862384364724	0.8629847063277625
4.243902065555365	4.375692620647753	1.748496649420708	1.5742445512314869
1.247657112829407	3.497293686981569	3.3569635610674764	0.5677376552104888
4.701735894396231	1.0206809398711982	2.7216446116084283	0.34732035087380697
2.6618574409262448	1.551848861132071	4.032051493946398	0.3362585737377637
4.339295698605393	3.790915198710033	3.198376999666438	0.9309709645017205
3.7995988663367135	4.570663581963629	2.059284851976304	1.4010907683887788
1.0921628538967585	2.4268019360097357	4.383895646704564	0.3673682811243509
2.488561947251063	3.31551906883274	3.7608620596657816	0.6509741769118527
1.4147199895822042	1.7166033151311826	2.913014265896772	0.41600490741890894
1.6217047040581658	2.136512863495346	4.37180206375384	0.3755350092467489
4.643624252312688	1.25631641153026	1.3820258354839408	0.7602186993323643
1.931025455349007	3.3871387820300587	4.869890801676452	0.5113470423073306
4.705800719612093	4.948110584637735	4.459219693385557	0.8979077646971647
4.9335198721664115	3.7268633922839576	3.7322399315888384	0.8304698159660393
1.6957798808692033	4.438455425640304	4.897750975510998	0.5906046194581187
1.411920134064419	1.275980864607689	4.8368203446629385	0.22227538260530447
1.6506214716821774	4.108189558193941	2.267364704601834	0.8637474799844073
4.359245420469347	2.7554906232273764	3.237695805014078	0.7120501619324635
4.2896878494148005	4.656816517901955	1.1464599189233369	2.0863462707662235
1.9111060899800667	3.4481464903674945	1.7001372200649376	0.9839464405404748
1.9136212990658228	3.454479120680785	2.1631567382822547	0.8705050532318391
4.4888460103313115	3.9779439900614544	1.4443629547657593	1.7068713421357826
3.8458503402582687	1.2590392187905564	2.5810531588604237	0.43289319999266496
4.951589869727396	1.4655348402657091	2.4530982401302714	0.5331018860280525
2.9217826557873416	4.009613678020206	1.3645113840095622	1.465058190888989
4.564847502619222	1.7588436191026855	3.91711922947908	0.4088032383475089
4.097913337844339	2.4831426727446573	4.7352086329169545	0.4649068624034737
4.344702093876562	2.3839824691384055	1.972320997129985	0.9456378195485402
2.5573171931178478	1.22058852084402	4.3900004623574755	0.2507735840508006
3.677987607817399	3.4165534789683636	1.2418073912708891	1.5739215702252676
2.1362124766556216	2.3741841418618232	3.7675777626655735	0.4866151897232792
1.7521074859275232	2.013632664156012	4.59411038896546	0.35060102417800243
4.510978740240323	2.7748613514632945	1.0383761854331306	1.6781629363631063
1.6029072169495384	4.7621385644570635	4.257541667787073	0.6588022012128849
4.246386059595008	1.9185404147724665	4.291875553659054	0.404441278514982
4.722083214987119	4.470142438110608	2.7306192379847243	1.215615906596671
2.52353504615172	4.120457441703889	1.0186453545313805	1.5540351674043391
2.4395370705303594	4.638126699005909	4.569590256050259	0.7167754411337518
2.1663156367874508	4.916129178223884	3.4876733857196216	0.8539358863549809
2.649811705746361	1.2254853491250928	2.786041964276253	0.37724395930749216
4.670672321788728	2.9482686698818443	1.4674953638910848	1.4047901008912853
4.25317603559189	4.7252320750430075	1.4693258042756971	1.8312618075689893
1.9730391815003472	1.9332830070413705	4.112855327852552	0.3796180563896425
1.909619416798114	3.35005573213345	1.4365652257597563	1.0498876584309298
4.354464366804718	1.0857666038824196	2.8598002799278834	0.34921700039369913
2.3367475949858765	2.6559968447830693	1.788518625082173	0.9079897057148726
1.2584920044564138	4.626834059075414	4.559958865979438	0.5617510388158802
4.704030801597111	3.7864137864965386	2.7865898130137317	1.0542651497421196
4.631035443746558	1.335775116890856	2.603073956094394	0.4619639440238935
2.247535762795136	4.173571174489883	2.872382984714634	0.8824854166465024
1.0982608535504377	3.088913341385621	1.2193324298354322	0.7661219170422565
1.69425745556142	4.15839186603679	4.37261317700111	0.6091081808638754
3.8894305168447953	2.4514887503856557	2.7079855416492635	0.734356712338552
3.841723359963941	2.00024321191744	3.103111419455016	0.5519778496337964
2.0566455809368	3.015152886054296	2.4182019543003963	0.7762498521978795
1.9639425337826268	4.117237172574622	2.2611009672622537	0.9448589251244008
1.5999510851976777	2.139125077150321	4.1676119464423165	0.3886063924496239
4.4982789120259925	2.678087687985608	3.594221861001307	0.6392257898848536
2.414209443563103	1.1951209678442083	1.7385139029633951	0.5350768664944291
4.578257320789102	2.801390527612829	2.9787695795929725	0.7801882505969415
1.481655819076268	1.1916240173926358	3.1852361851435407	0.29869098260000754
4.914030086421878	1.2798541140114748	2.969760547080549	0.3962139619931124
1.2560018782415674	4.722876406879887	4.813664519685527	0.550842726261537
3.4219341593820314	4.605856563965749	4.262377967287115	0.8212486080684553
2.5505747685125395	3.962706617920788	3.8003545658766087	0.7401384871213866
4.6279940321596795	3.542667528554899	3.3734163186228416	0.8559436105374698
1.8714502337005745	2.8023369484991583	3.79407479344752	0.5295932255154319
4.17514452755331	1.367879502998853	1.67704655025992	0.6823461260282616
3.080470904797628	1.2150888039940495	4.915425423767879	0.2288356930716112
2.92451234915942	1.3326557623922681	4.259475711549154	0.2826321108626845
2.673445572051161	1.453158000774282	4.120856181507737	0.3115417414595688
2.0449375717554115	3.884864647496853	2.110214683384044	0.9688033591327322
4.538880449106426	1.3773322345188568	2.3926545638518126	0.510859721194959
3.7368549706348806	3.754924057129618	1.1155275505620117	1.770887434383006
2.3678558549631985	3.70004502843467	4.7387267209882955	0.5871837618435486
1.3831599875115872	1.835620491328989	3.964275599790812	0.3469066248326088
1.809930671324248	4.885498796688538	4.948408812800167	0.6388207929736228
2.2509154875261155	2.049759896243248	4.360077695489588	0.3888962369157424
4.386572021319926	1.0416748015039283	4.3159998186981765	0.2287651121861197
1.2455298685889655	2.663002151383079	3.7242607007850097	0.4542582909124458
2.325500551706784	2.039159892648509	1.5995972903756628	0.8234150838436908
2.510815603586735	3.9950171847542615	2.1671474058624995	1.0629934636513592
1.5283883026606842	4.68678727475649	3.742425645014655	0.6883309467068696
3.0350672837686647	4.564477026563862	4.600693506615622	0.7477102824780519
3.939379534092502	1.2194176663714265	4.158950130755741	0.2728922069870569
2.6233221462239364	1.4460598575221568	1.5539964530027537	0.686889663017174
4.024258940556408	4.150929407768284	3.337289239917728	0.9501377384263601
2.173996697788504	1.9300668056310064	3.6073661944110964	0.4293652772861522
3.532825496258214	3.4301467760194297	2.789263690638831	0.9122246778936736
2.726688799798441	1.8278929873473382	2.070855920490975	0.6668156512689769
4.650769352667515	4.9317237561915706	2.8802475319258822	1.2514975818774414
3.537165633764379	3.080862100374424	1.089762669481961	1.5712590923292398
4.52405916192396	4.723056836341158	3.1766909449909733	1.119028132749321
3.7402425258776	4.994214560826151	2.0772236401989157	1.4635110133171283
4.609429985962205	1.5431945604048949	3.2835778647081453	0.4264890400014361
1.148202145584059	1.9910221984996823	4.783614465770572	0.3054816532219975
3.1876133759367997	2.252789430843922	3.4846988162612056	0.5374749940547195
2.7632477021190667	1.9263627780344128	4.747459941281097	0.3538118113244525
1.2802698446111291	1.2585248766768529	3.7699707328818786	0.2647861494853204
3.7527104271885032	2.455818179106417	1.6184081138884334	1.080515930173299
2.6122441154149234	4.115612106257093	1.8635152484650759	1.1967385888336546
1.6415756205055518	2.172701471855833	3.3414792774970907	0.4657426627101682
1.117317317334857	2.2229919054997054	1.491420283736335	0.6386072639745246
2.681984179975857	3.748672821768297	2.2972042601538245	1.014545580697272
2.8466288212638253	4.990176984509863	4.051077223173885	0.8597690416473914
3.3611891235288454	1.1256165420921445	1.209565030239955	0.728813167194061
3.1690413901577337	3.2261931329442994	1.007329413535892	1.5928956171028126
3.560072496683776	1.4972775349417526	4.281639012358943	0.3184196905995626
4.456766450518341	4.239052432571231	4.260034748248088	0.8134527589508044
4.035457001308532	1.4256171290259092	3.082698167778115	0.41490954058954826
4.374045271018041	4.813932327460159	2.7942679423092693	1.235978342519971
2.2362127917205674	1.620187333362002	4.051670584763654	0.3392214626838521
3.6315175732192486	4.731697886918145	3.7301495933622175	0.940115464799936
