q	v	B	p	target
1.4157368894024098	2.349122010989249	1.7306201794547054	4.803457851149659	1.1982181721067329
4.80311553530764	1.6182773827538992	3.3933431828810794	4.056624379918427	6.501880531079597
2.745961604409734	2.179624662008796	1.5383683740573009	3.7105464907565806	2.4814106352323493
1.5644215609405665	3.6543814880393968	3.251094988858769	2.574278482461013	7.220076632658018
1.9579070308251745	1.379875605106498	3.5849001637261635	3.066686608540595	3.1582003072502376
4.5230838901912875	2.937892640789291	2.6160890450595864	3.330735389529924	10.437174745845583
4.661904730959359	4.1290694373126415	3.1794277385899967	1.6424605643981076	37.26229403225801
4.136854436653279	2.1549146274140663	4.0178520473875645	1.9720489702096813	18.162538751317747
1.6189359295019867	4.627682597035859	4.537054397677207	4.207129292409169	8.079441728752366
4.850035768918762	3.9857051368870593	2.7535799128208915	1.9483821962137535	27.31955621545806
3.683471067372244	2.8097857022981265	4.299446628473524	4.204627908460297	10.58316225967978
1.2010473170623883	1.7478855597671967	4.384309950149044	3.416009279425218	2.6943581191948094
1.4365505949539936	3.597732062452268	1.8129080690403916	4.084435410757074	2.294000415019406
4.8495443711624855	3.3714664599528974	4.015412961660067	1.9916332010570643	32.96405574900743
2.8138184098035706	1.8506785418311045	2.54377418698975	3.2503352441399254	4.0754676968177455
3.852711174812896	3.0178185822189434	4.50641513457999	1.3145269278489136	39.858531201450624
2.1424149833493766	4.880350696141575	2.4919459842562923	1.9138621800179456	13.613901118138454
3.9640654459110554	3.8974966592822247	1.5064581339447227	2.3877078329236365	9.747706631943645
3.9616505313658017	4.9825205445147995	2.08615169689042	3.4379391466874156	11.977687026487999
2.191923558982208	4.25544342060682	4.4529533679599735	1.4364047557977782	28.916221174188447
3.2490178042560047	2.9479069745667656	3.5197812932484718	2.5109725323989123	13.425781739831505
2.998979824892168	2.2638661296499696	4.4802060653854845	1.2421211921716149	24.488281234546523
2.0806295132288124	1.9342196616351093	4.5647868240187774	2.9860091567414107	6.152192469477263
3.706599876344379	2.032792334387842	3.913142185873855	4.1982468932292205	7.023059930903085
4.569919764455764	4.07381975315896	2.4136594844678267	3.095762290081724	14.515058131007967
4.232977894528768	1.0103861522474449	1.4771862267148368	4.325098355947253	1.4607390769804771
2.497892906057932	1.9406375438847032	3.975914323463359	4.877756785686792	3.9512555528465927
1.91533176395026	4.889048080512326	4.559887937177666	1.7528907902131996	24.359458494992975
1.0187079616381038	2.5261726015938644	3.1770625326487747	1.9042299063215389	4.2935754819400085
4.180529883531147	2.260406724217212	1.5364395766738816	2.493857627310321	5.821859924956225
3.861356427710101	4.971252580323377	2.714981670250173	1.7463933316280702	29.842180886102057
3.914313296040882	3.759148174131285	4.95934444181844	1.027306695856792	71.03447601958088
2.8766115904700897	2.2216066459654145	3.149605941318252	2.326316765468981	8.652383537796647
4.770132510549948	1.3061620358342636	1.462410475345323	4.033175115395379	2.259174152406581
3.0568984913240778	2.8802795423054994	3.6163278793553197	3.5736053212648287	8.90998290355116
4.71422789373087	3.335558739527851	4.453851012397704	2.9120644578951684	24.04993282530818
4.823199779522174	4.600481873712573	4.494692881762547	3.5048627655837072	28.45558899456871
1.4283952361757442	2.81530834070448	1.7606273517491582	1.5785807328404178	4.48512970368095
1.5205666601024783	4.69381147408046	2.7332893718409603	3.070664772188217	6.353079825446341
2.8899678481801265	2.5632048245514816	1.1018366165870614	4.1365091766732265	1.9731474098603727
4.067465940169348	4.204080994933026	1.6053207835801913	3.95411000657956	6.942375182116763
3.98521643093228	4.0691633393818725	1.8258978122940457	4.166340177934277	7.106876635348248
1.7621378105159184	4.430076532671414	2.085852736810597	3.2417382866256	5.022926142906896
2.0548868907290343	4.292686390807804	1.3874525068175545	3.910564810768088	3.129649636273453
4.213365420961605	2.846668098309713	2.3908940982914526	4.818492365328662	5.951344983373724
2.974906962209185	2.9448433547723196	3.927120789568373	2.8193471641520538	12.202850457996345
1.8676790725991887	4.869882087699634	1.3731686916247097	4.878633655140304	2.5600378358393123
2.641162989569552	4.0976565427358915	4.503070098549426	4.817592007009969	10.116014584353193
2.4203563790819627	3.144889018810211	4.910227635269234	3.2830486633165044	11.384368563875876
4.707092009704441	4.144158054421537	3.800353046253425	1.42365198611691	52.07258092520434
3.619098620641005	3.574126476663923	1.5408749061602145	1.9200610689721151	10.380605224250498
3.234283760348878	3.810478790466575	4.779261137012091	1.113562733230542	52.89367486683239
3.5694556524625747	4.644510602140556	2.2830371329964434	3.433236992279128	11.02430299780046
3.4406562846491457	3.5663679559130586	3.035615757999205	4.41568586287964	8.435601736446378
1.360145651511016	4.072186143151252	4.275962735676631	1.8564261502107613	12.757608585597215
1.8417134516880584	2.1551827390809883	2.8288201587657325	1.6802029570413426	6.682665972017207
1.2477068653126664	3.901644699793522	4.660178228769508	2.0539025061558793	11.045439080129588
4.294495870449401	3.696082942580024	4.496203185776151	4.518603080426579	15.794127257845128
1.0181663614660312	1.3976332041707669	2.0486699647170736	2.8560212787397035	1.0207573503630427
3.5602889727075917	4.127656218209116	3.1560028150666297	3.1248636464721518	14.842090599078968
2.2161574645359314	4.9519672158668016	4.967364133544644	4.127606476135831	13.207058084984975
2.2754120242088063	2.403841851149247	1.808210111344959	3.614347587344529	2.736433625431168
1.784418725484317	3.5186992047360035	1.0839077863777105	3.9738883790786983	1.7125986082596494
4.073262964880036	4.165269529112491	4.036390006659933	4.708994411930727	14.542882826762266
1.659818514619348	2.6064987931569505	2.9652606524190963	1.4055977327408908	9.126829965537409
4.4124329035462955	4.276364339587978	4.184937255829304	2.1323552882987897	37.03242886594581
3.656536398447383	1.1043612304965942	2.191081610253494	4.252049914937111	2.0808522893715358
2.1973033309420322	1.6128563572477206	1.1447283807772257	1.6732167744623683	2.4245767977834185
1.7334809716526127	3.9584043331737213	1.7150813215320315	2.56482680227536	4.588448968341038
1.6241064815191222	2.7885553782455705	3.0243024386794244	2.2693408101742056	6.035583597138762
4.207591591974353	3.855129700430736	3.6354610744199714	3.4895386386440177	16.899118832702207
3.873034484553936	1.3749491026139489	2.970313568686425	1.8826370618177943	8.401825956166508
1.0460934970503222	2.0132677904775966	1.0788546244973198	3.3813207581326394	0.6719680197901884
3.0802853730675066	3.8412831437945454	4.782285570251191	4.419949246250237	12.802226240250844
4.4657399138106335	3.5920972038033767	1.1620397075567346	1.3659111308124148	13.647089214942506
4.029390275882723	4.8437753790593785	4.5247963129847815	1.37416618557486	64.26627169122854
2.000899094014478	4.201212547711773	1.4128480419416318	4.30044133849797	2.761736677373836
1.6935762713743894	2.134864938491525	3.545268591870691	4.929084956068059	2.6005068646472824
2.8428019008730763	3.787025066270924	1.8344585305883203	3.9388389206233914	5.0140014460687485
2.65479942791188	4.424130644553764	2.759695974239712	2.9797310249978466	10.877869284997187
3.264852395464098	4.1304895303660025	4.620371534102736	3.4074214777265817	18.28589072810593
2.09605753907851	4.487919552978135	4.765601602715757	3.167640897732704	14.152398714465717
2.98067884812612	2.4254946674147404	2.1156541704996945	3.2348666722375112	4.728286706078627
1.6730204075908106	2.8285944611391662	1.3789877091059315	1.2261321539550352	5.3222471615087885
2.459204313408529	3.338580718839667	4.451140109822221	4.81638955721772	7.587630115805084
2.789816474432209	4.6663059120957335	2.8885611127416952	2.4060010406089463	15.629122338979707
3.3453986899911814	1.391372584701292	1.730437774699752	4.94820578919746	1.6277944308735541
4.2170391479351315	1.7560662586997058	4.187311839690169	1.8330275088453103	16.916669070740404
1.7661140214685886	1.8516431556421808	4.078014006000997	3.6990726748314784	3.605220914528872
2.888136176494162	3.6616066920646326	4.845041139314242	4.703340539017291	10.893825246747667
1.89862346244872	2.4292834227014146	2.933043790212218	3.9556816313335226	3.4199066083361287
