q	epsilon	r	target
4.895589960118277	3.143141806839564	1.3410922864309636	0.09242139759947683
2.6421278860176454	1.541406398498078	3.2838215431386666	0.041538161033513474
1.650467438055094	1.3163955468430362	1.436170826019271	0.06947116658232624
4.935392540384943	4.121722204048389	4.244966037650215	0.022447030595321327
1.7937885100160915	2.9465582735359974	4.34908046704928	0.011139069053858905
3.2913274325185826	2.1071056490205784	1.7194518788225817	0.0722911091479258
4.328935097415949	3.190341651262324	4.815224170177944	0.02242422830926907
1.211780727154224	1.5429944945226866	4.4902683459926935	0.013918021546711332
3.2229063948724845	3.3620366501316337	4.174139084608665	0.01827546638315623
4.067812073038051	4.6297395387449365	4.1006086270208035	0.017050854044084927
4.587702335424784	2.7845404599595533	2.630641785204608	0.049839091932415695
3.3050291324623724	2.4469497297300995	2.483466112996639	0.04327949077793677
2.293597584708938	2.0120046097581685	3.362745772173904	0.026976422312659263
1.939162014090172	2.337902421396465	2.651365728156542	0.024894775387620798
2.646757464445692	4.321217821254645	1.1617022843448304	0.04195688917740023
2.95870376114268	3.3363714424390967	1.6676538019696123	0.0423166545998801
4.138721956046885	2.6029587608229248	3.704784540900687	0.03415278653189306
3.233887053231716	3.0679017178832595	2.5107577279474125	0.03340940436401105
2.524771956971798	4.115638700561896	1.8158836149564441	0.026883576262579475
2.0919469533414854	2.9300674004917857	4.944689405802986	0.01149010972337548
4.798566762378028	1.4267823095981629	3.143432933290766	0.08514119915666325
4.098505264440713	1.9633041451659852	2.610512006660275	0.06363592403036482
1.95101891151851	4.199907197596725	3.082244626208166	0.011993468996215138
3.1817370109985985	3.3465096306920157	4.753787555829601	0.01591558356502229
4.83968853920275	1.155260570975782	1.9082919527807929	0.1746959268498699
2.8385697144825355	1.4325124871688946	1.7882484903825533	0.08817864426946583
4.680410255226496	4.970873853313106	1.768208431916	0.04237481926599225
3.1761910233008663	1.9128912769723887	2.3996080182565493	0.055063797421049526
3.756229440630388	1.142678127625233	3.106038846108232	0.08421926574944183
2.262243496387093	4.729013656987989	1.5314597898660458	0.024857263591611844
3.20397832050004	1.2917320053503398	4.7046171138353285	0.041954929963974166
3.386214433589476	2.488868714682784	2.0553402438578887	0.052676738550467235
4.303025276297803	2.144820492197657	4.80030756288348	0.03325860418954482
3.635148100178768	4.069205349354672	4.599039859865048	0.01545736509402584
4.594146203703707	1.1320737468421103	3.2368274905015375	0.09977016144997074
1.355264880682511	3.4086111366358622	4.522892043338183	0.006995530270232071
1.0323361426366433	4.791615629824435	1.5494229141867364	0.011065201353566123
3.338528236000007	1.852706643938632	4.242026747474277	0.033803769225424114
1.599156817043886	2.74119027372486	4.680850847258976	0.009917842444099295
1.7500203760145918	2.274056444737936	4.768967406109766	0.012841260224272032
3.2201370343085016	4.916619368032828	2.795165668250493	0.018646200447253385
1.5464290666751848	2.2348274610375585	3.4925029275823074	0.0157666476430359
4.621642233197067	4.871638620746124	2.4777324746946694	0.0304689144505794
1.0182301338706363	1.1293774782813408	2.843875038801892	0.02522821068780111
2.570761248481729	3.540644570232404	3.1319059352811984	0.01844849058253159
3.9989332365337273	4.769011491938487	4.8330394882551015	0.013806562937457136
2.9950094955495237	3.879696143583141	4.338337513127957	0.014160131624660415
4.809583830710125	2.0273557823874064	2.344437445013627	0.08052468145716704
1.3771142976386208	1.0785060593156084	2.1191265904311063	0.04794911909685302
1.6679329677105894	3.6952107382596115	4.42991499733753	0.008108380576421393
3.97343295042934	1.4568699527966404	2.2572845868023226	0.09614991894789532
3.1418641439123878	2.947474948820029	3.807655853759005	0.022277667953047968
1.632043107735798	3.205773951541797	3.6449895629133535	0.011114567735213295
3.0237072881432865	3.061475573560748	4.047841051208507	0.019416709521072027
4.3734967219573315	2.3200849436786584	3.788144073394173	0.03959939652768303
3.101858753281644	2.271698125715365	3.0564973825776844	0.035549828167071834
1.6666089960561634	4.327552410084634	2.268400557543408	0.013510199935482735
1.9783221910952824	2.4373266774921984	2.434318153211845	0.026533593952327662
4.354798493023359	4.238136057310644	3.7552470784530727	0.021774329381290418
2.3382117700469967	3.1010094385136298	3.19793624982925	0.01876294857543297
2.2650828705689667	2.337723926584073	3.4891306579729275	0.02209854993602204
3.3439453087239714	3.8432461138111456	4.240273782235383	0.016328910417001016
1.133781269267807	4.134098238577352	4.2541128579933005	0.005130144690954411
2.6444607597942302	1.5625714713242789	4.427550547832987	0.030417522925592987
4.556396323702062	4.08721454316389	3.781856413064773	0.02345736134640985
3.2090626480779934	2.168057010601956	1.713325326463356	0.06874764073765219
1.2506492767685955	3.6735711105777047	2.0896933889045397	0.012964466578345423
4.450434914653401	4.064433410630542	4.728166547890299	0.01842891688430112
3.5959304223332733	2.083592852781078	4.0083210361449435	0.034263053073426294
4.947403233106454	2.7594212180892894	3.058991537349649	0.04664135615663942
1.1615995518793678	2.9845420049868148	3.0914851057900505	0.010018477281597785
4.030074434420918	3.7731096051215647	4.381457100758666	0.01939926244385824
3.168370161859155	3.6030964933222163	3.770432741624393	0.01855918750855342
4.981991582762858	1.4428614591558406	1.827817397946084	0.1503265483233665
1.2602786352858637	4.187821017549772	4.969390637213379	0.004819094696597789
2.2903992309682386	3.0296954608012228	4.612444811402469	0.013042809950426169
2.6629920854649445	3.2706566671044635	3.1062970299082715	0.020858451946988224
4.69003777016612	1.926849246784908	2.00526258841714	0.09659340759298446
2.312613379166464	3.7139572570576718	3.86645413699804	0.012815731662557912
1.2605889235579353	3.039724806021072	2.8803270945062103	0.011457438781155198
4.205377990572758	4.616341396702493	1.5681326965853533	0.04622899413736832
2.940265915372332	3.1030292114483724	2.5295968945768843	0.029808461539373218
2.9391078414403817	1.7194713096184229	1.8809998388924491	0.07231393013484877
2.9227611551350825	4.823817839571944	1.1264114966180254	0.042805097341245116
3.0676302796234483	3.928187381115564	2.5690514804661406	0.02418957001927545
4.2358241590411865	3.537873969768452	3.729012560639326	0.025550055913167974
2.9474116678516595	4.7169151151441175	3.4935697652574675	0.014233229536800352
2.7107473819385155	1.035697286024119	3.5564012587063587	0.058564655034374476
4.088324950879826	4.69276389119436	3.689159948347826	0.018792274793691475
4.4510550106305935	4.615216371024047	1.3410988648829756	0.05722690206559493
1.5784353168570968	1.1397124711882445	1.6223066503729062	0.06793423300457388
2.423847057003196	3.1650731576126163	2.8738229405542497	0.021205649978672355
4.8178029690006055	1.4310623152715145	4.284635372192726	0.06252687972509607
4.9590490911327185	4.7652523736994175	4.731711609497348	0.01750186662624693
1.6521541155234067	4.598520311485478	4.276655187360239	0.0066852606957426295
3.9541825951960834	1.7854706232172863	1.1823751866254881	0.14905235427875474
1.6602422049242258	1.813058328770473	3.6879027557017774	0.019759245116057585
4.421535646023185	1.084246675537374	2.6387557783726803	0.1229804194711238
3.1032467247032742	3.599557686575325	2.1106414765985733	0.03250445101554135
4.1873051812755175	1.3499650674177683	3.7637247500558053	0.06558195592581584
2.5040059270130564	1.522765083864721	4.472387839591992	0.0292585716206752
3.724819879949372	2.6827740292359463	2.6298098220855266	0.04201331748466195
1.7130057958947131	1.3533368413807243	4.565796736212174	0.022061065823875837
2.8962970436124422	4.9456240677066905	2.6765295588387508	0.01741165654108634
1.8656049878892211	3.0774764444189664	4.0911036210684415	0.011791650900307218
1.7130159141893233	4.679618397820621	3.0038366719960914	0.009697611437495332
4.6661515305732975	4.413447428267934	3.562569487270689	0.02361607244707259
4.210450685528701	3.3995176559298383	1.1505548118893412	0.08566316315433803
3.9061534320162634	4.059227934947123	1.9424691369769231	0.039422291808397056
3.4667907347486278	2.9021021178384583	2.65677356672056	0.035780839955364595
3.5061560861441965	2.139043890560924	4.016372478546831	0.03247638667538115
4.172010778438477	3.8269666626547636	1.0171636412664131	0.08528841643796421
4.438384287915811	3.0774462494500314	1.8364425724634692	0.06249527876641544
4.7821717862834285	1.81506126391454	4.586550843596114	0.045712798397781536
2.154954030289093	4.39997707211029	4.522861114794581	0.008617166428752118
1.3151574429717272	3.1931895762731646	3.7204477411457852	0.008809433297577982
4.353514824544324	3.718592541028973	2.4644253691314773	0.037803838483023315
4.023414684806448	2.3095865923119194	3.326958432793594	0.04166806262029312
3.139396235813198	2.0859443463969667	2.5748514587585727	0.046513751901145685
3.695504788221163	4.08945576212607	4.626169253891384	0.01554450413892996
3.8514286065383314	2.5297215550977112	2.5585184707387967	0.04735335015360409
2.782024797770817	4.38640413322034	3.1358566741224503	0.016094825997017254
1.1443989453440362	2.2267190174102662	2.0979353330057675	0.019494408812130718
4.298683900568853	4.671431636358491	1.753708268106298	0.04175594335332209
4.18953994580846	2.1572270175594186	3.368556714286366	0.0458792972530677
4.425405848901148	3.600367228699909	3.488572460905003	0.02803810729626768
2.9543331247988074	1.8702474778142848	4.212884936281917	0.02983808346686675
3.77143151902906	4.7532875122232445	1.003049625450168	0.0629476987737558
4.2690166295495935	1.784796167327174	3.8039445459260386	0.05003745133357743
3.0200510617274494	3.848016757879098	1.7413052679479375	0.0358667935741722
4.478305889767136	2.949976100056472	3.71380647469394	0.03252865633028431
4.032726008471455	4.846860161521343	4.8192975196753896	0.013738667845766259
1.95870729290406	1.3974119916926877	3.943971435475336	0.02828143551442369
1.9530569624055905	3.582815128173288	2.933734220328218	0.014786312481933747
1.2172947023809102	3.597028012827863	4.544463343990321	0.005925969927410512
4.137645364189515	2.937969728197802	1.3162703147675394	0.08514340164178716
3.5140962123402075	3.7410193983357614	1.8591469058194836	0.040206856095031066
3.9161716761764316	4.4072435024783685	3.746500547547477	0.01887378534579756
2.7472433425268417	2.4736027183703797	2.2610229703005094	0.03908880031758286
2.9199968860282923	2.505896522030736	2.4457930692707195	0.037913133571403385
1.9577607430516424	2.3397004874556435	4.0831667897259045	0.016307686946043988
1.2150455695358882	4.009938534786695	2.7279347559931217	0.00883916024656542
2.2013810722255083	2.3448220091726992	4.4764532616464745	0.016689427056966823
3.781391597752775	2.6229698968439235	3.533060918426361	0.03247112673532368
2.931812649902083	3.4060409281826045	3.734567511250802	0.01834155588000421
3.28677331206666	1.1412955888653231	2.287661956222371	0.10017743308439657
1.4051203991321284	2.1862374400527385	2.1085023599518147	0.02425673009665755
2.5150327724081025	1.122728530018848	1.409713442352157	0.12645272270660493
2.630788459097397	4.458835195676358	1.844397347543896	0.02545658569181778
2.682555954965004	1.1245061792413502	2.016013568378156	0.09416372462800464
2.911506974898172	1.4640714746066097	1.4383225182395805	0.11002450211497823
1.5073820175602188	4.326853395696424	1.1743129247976265	0.023607904769918503
2.297018063404214	4.906292023450729	3.811676995222971	0.009774286425658531
2.866511661588097	3.901280241421485	4.788290281719262	0.012211140545388702
2.2738489428002526	2.1146198728782064	3.065306823485983	0.027915504743352342
2.7229488098903643	3.6449579771571416	4.224744484375192	0.014071378320241449
2.5121668278288705	4.065394125404931	2.2567916011870985	0.02178936131286332
3.741990938601984	2.6746497419205637	2.7354502175428936	0.04070025543447158
1.7662069747371048	1.979985868714312	2.9621624154261417	0.02396408070624077
4.7548412278986625	1.7044523380786587	3.01488218799888	0.07363273773142133
4.747113676489276	3.213887128033928	2.0567536194581093	0.05714876862261733
1.5065090527767504	1.7341840247435965	1.4426769587612407	0.04791788102268089
4.974041143754098	2.4527108132036197	4.082987871120128	0.0395252907872745
2.424507596489638	4.3997430134649065	3.4340644535533196	0.012769618795953508
2.816363683583994	2.5944714982616635	4.379153786214259	0.019726033689857748
2.374797599246285	4.158405501105498	4.236331847444943	0.010727534696408018
1.889060054574514	3.0679718824061992	2.8411059878392613	0.017246345817775708
2.911859966659596	3.467949557406338	2.6480627140020507	0.025232459418584544
1.6429521701896523	2.1530757717058995	1.2548883878678765	0.048389445095897585
1.3367996234657902	3.0002859038321645	2.905681362824424	0.01220241584396224
4.754753758187472	4.070617320620129	2.2039905842805574	0.04217432644572963
4.54977946338207	4.596944624830657	2.0403711830905875	0.03860130868294456
2.6620717788684196	3.2578907391782117	1.6110076913617175	0.04036228720485735
3.2500246043329843	1.8304030034905392	2.4109259627099155	0.05860655469508469
4.532527666704596	1.802562814090649	4.713144401879787	0.04245505875117591
4.154765570869703	4.845979267214902	4.423112652136441	0.015425068729757787
3.1051598520787302	4.806612260680829	4.075885035988694	0.012612845693467212
2.097842831035666	2.167048426310928	2.3828209125134454	0.032329803469195374
4.352832353114712	2.3793274936568856	4.726846996465485	0.030798978244112468
2.9245389279412484	4.976671089160133	2.63822385907462	0.01772543736561869
3.862663618023288	3.2411216387852533	2.71404925163108	0.03494330429522725
