mu_drift	q	Volt	d	target
4.129865044545232	3.150856962184529	1.1710954926064834	3.06801874812098	4.96705362218638
2.8216475503438723	4.470514809939523	1.9795538679573843	1.2716811432462038	19.635836001333136
1.5138959140068249	3.4938513644326465	4.974093349827557	1.088887024035773	24.16192606847743
1.5653503306093906	1.199055970407171	2.7721319841784036	4.476800148767482	1.1622437023115113
1.2207304731349575	1.9853235775389264	4.991509790566678	2.8331889308663794	4.269799452604388
1.175288332766566	1.2416335605472222	2.392595142966921	1.914865862935064	1.8233444839482569
2.6735575995542598	4.712857389337629	2.088659658528463	4.246001609509655	6.1981397981616295
1.76117534518495	2.3096167793467925	2.2180541749820257	4.273042566856914	2.111433721622521
2.8186730817286776	1.1655264100140563	2.41513743388249	4.8182062830527554	1.6467333710389227
2.9413554913523265	3.3778892438142125	2.6119168063426126	4.039396795303468	6.424446919712699
3.79020758871757	3.508653570261476	1.4444922474429256	1.1536788008349323	16.650749594909268
3.985559189396152	1.351201190603066	1.0419262059654164	3.740535752420924	1.5000731361470785
1.1755854493894176	2.3113914497875117	3.76871294056234	2.5648870127440064	3.992569868001794
1.5851794820239409	1.1484768315057878	2.4030521608747755	2.568995070680701	1.7029449445166915
3.7722278620302383	1.8153799629044125	1.5630855258477396	2.262545436828905	4.7309775603307065
1.1022724460586923	3.282672836465105	4.852907911138802	3.6321433616979135	4.834545156738801
3.5811269838045505	4.945948426445043	3.323636180222772	4.535729671520589	12.978832260631853
4.730022162699539	2.0670857900492234	1.361167584159185	4.335763852683181	3.0695001202863352
3.986605739163057	2.9866367922250783	1.5606355579029942	4.215208243846391	4.408269743846705
3.0880560401263732	2.7336303825698622	2.510781598231015	4.149305335252036	5.108089620833862
4.749157131043568	4.2354845161383965	1.3713530634587432	2.9939417243114708	9.213519845152923
3.888645082939031	4.3051339528116666	3.8974088786876067	2.7871647355086977	23.409832565553714
2.855086607971117	2.4745403947926734	3.497541031284725	2.528206981367371	9.77381302187415
2.1620472509603306	4.9154500992155805	1.1198864149397518	4.335573847162689	2.745085407564245
1.137503919529108	4.460924282957017	2.3362242197007737	1.9978654304594718	5.933706259942945
1.4437994470923554	2.888909587146208	1.9787236789501	2.4456967956110907	3.374608201606136
1.6306318838735114	2.7403012437136947	4.91035468174174	4.783774062147046	4.5866588697119335
1.2216314503635035	1.3319834336935013	2.7544275070743365	2.561608607952032	1.7496758647505402
4.7059827234465335	4.044599901584604	2.42025301907096	1.968445956893058	23.40254936992948
1.2710527407607617	4.3434215996491305	1.3564786934833752	2.284695772585952	3.2777826845121165
2.5628689880992748	4.175107706558857	3.007339517304842	3.928357104926037	8.191540644014404
3.4840683268347936	4.7970632332949	3.892918719995741	3.936113775700718	16.52988375408986
1.6473069473668158	3.992916004923312	3.174924964568357	4.052066429762942	5.153729420703939
2.339364682342605	2.4902552536919127	3.1989966278759896	1.5648565925318259	11.909157323852064
4.202544540868339	1.0199370360595643	4.757030052633628	3.4617821943162745	5.890088802711308
3.647784910222157	4.888251077442714	4.918490245268503	3.8391534407649686	22.844363995325583
4.6533158133203205	4.431450944777675	1.091271070412386	1.6610359950783802	13.547590876893294
4.957754130845461	4.370148464388116	1.05675292297938	4.765027431174838	4.8049539405501065
1.7443681396439406	3.951855344701192	4.001253388402976	2.8001061035578823	9.85055616613422
3.5460495932586986	3.7520613778009593	4.25611513424173	3.0579062693566166	18.518420339951508
4.272004164253377	4.138347534122491	1.9987766119218788	3.8182481495932175	9.25462308607794
4.518223558189431	4.301954032882812	3.574501748864242	3.9724920339581336	17.48984497893107
2.9925837783491587	3.455755816838797	2.3958153370470554	1.9385387816858344	12.781099392953408
4.952667993210472	2.3027395411681337	2.2534563649495087	3.884661992808685	6.615763177915772
2.92902069705284	2.6425342801077902	2.365403369218559	2.353820918438958	7.778124015886822
3.429387957101638	3.2719381293323213	1.081546299221768	1.9732886353984382	6.150015383648891
2.0163535674718394	3.998501501517595	4.700870073618315	4.198704828509081	9.026655225535293
3.3732395126542314	2.1664982662316903	3.99227189531094	1.9818616215377345	14.721508307330728
2.038681664215342	3.2464862607482927	2.2545932441639	4.0755228485596415	3.661405716260016
4.1176927705828215	2.129881412410004	2.9967221854045505	2.3080618951833882	11.386975737691152
1.9717838198365456	4.89432745890291	1.3512583991596705	1.388375726174068	9.392554328151316
1.6483602163595008	1.2840974144143136	2.5502735674176087	1.4724742961795805	3.6659719942766835
2.6196420564238343	4.041109358233585	3.9326809852238216	4.328145484993897	9.61898893342286
3.192208983416628	2.0033453799435668	1.0083094988395445	4.477001135801941	1.4403027775140318
4.715481055175892	2.03073483515342	1.0602212838546383	1.9548178974566683	5.193611203002736
4.052141265321082	2.0569328311760406	2.142506070478881	2.003435317597716	8.913564737339863
3.3638683385335075	1.8559360777804863	3.22373292041067	1.5737435802828506	12.788720211405733
4.111347743740517	2.954618442987753	3.480988317316851	1.2624310968860355	33.495039783151434
4.6635565101261935	3.5377057144814885	2.2446910269439213	4.676614641732045	7.918883106166469
2.7070858370824293	1.238953966937145	2.4343177800941045	3.3984453015814484	2.4024490390833653
3.176784565189025	3.580576111564158	4.681367519613678	2.680401157781468	19.866145621123344
2.9541718559878563	2.647525770470553	1.4514986657419038	1.7531010204457733	6.475684044416747
4.0558830168524	1.4178787158585622	4.170135793246712	1.2595039560381114	19.04036041102969
2.0884606604333515	4.547149741145443	2.7596416421132277	2.6546833608422618	9.872008419327381
1.1476823853786688	3.0099374156817986	1.8292287487744407	2.16261895788519	2.9219124185617296
1.1730508148764027	1.2229197758800483	4.957678995204233	1.5889052663436158	4.476052711654266
1.65337999953488	4.92215157779571	3.074360512234507	3.394786113189036	7.370043307004929
2.5336792106031525	3.1057918422300608	4.307211761826036	1.8413640010715528	18.406895579607067
4.035639664094832	1.1252141270379163	4.639903356843381	1.1153463326699695	18.890643367375745
1.8818422077019648	4.926442320190463	3.2735339277369935	2.9148685425078824	10.411528218076247
4.613004962195832	2.8510489433844524	3.739803433479185	4.779404813853102	10.291141601306052
3.5319983607498764	3.525032982009028	3.262359696999701	2.3273382286140176	17.45243455601332
1.780829108658334	2.6179425054361123	1.3401466725457074	2.4721036796220144	2.5273652021714494
2.619711368538355	2.9071275669759795	2.6960567610502406	4.9590483376038845	4.140456477596879
2.672711854110228	2.381239792333707	2.381377902489119	1.563382811882409	9.694340231796481
2.8907266616224714	3.786465320930148	1.7958557296298627	4.564229348253555	4.306703735919891
4.1472227972326765	3.3542959316486	2.441743281341101	3.73175600290104	9.102181766393748
3.2042819550202943	2.28833314939983	4.330495878175771	1.2169116818743282	26.09327223722398
2.684090870284216	4.573531410231659	2.813425069368464	1.0943482514488605	31.55939619707607
4.964836457241826	2.5440327721069886	1.0583268930466805	3.9779946165309656	3.3603405283700285
2.6636495130283824	3.9607424144270618	2.4410209222119508	3.5607886760994116	7.232342420306966
4.4599747408197565	2.236387177151076	3.2042933485661864	3.6471884605293723	8.763012994762015
3.592262301004756	1.7083292033744812	3.216713938508768	1.1380043898674042	17.346350171612055
4.632455601885322	2.262040220488233	2.5004431915778205	2.7130879647220416	9.657499751104284
3.542992522457188	2.103271304499365	2.9723245118663084	1.5434610687023853	14.350468371591194
4.3289566934051935	1.3938316035508818	3.4968157629668335	4.053724133982427	5.204896635876754
3.0390111319665487	4.669726325985929	1.335108758398667	3.446213878148797	5.497916476695238
2.1915060261328674	1.8758056401966956	4.500286420627217	1.6723623152655411	11.062169004809531
3.359685756821653	2.5906593312302264	2.350750585232769	4.534978548722568	4.511700700733545
2.183787393315994	2.314786139046186	1.445508149008865	3.317164182561432	2.2027986651021934
2.47159092682202	1.0702559335432924	1.0597276570579208	2.007641080340376	1.3962797247047414
3.2417345041841577	3.7712673439323376	4.3268657489005244	1.6730975333462692	31.616728184117893
1.5484481970459187	4.6806020610805525	4.317387238699167	4.359556480312541	7.177564356276841
3.9067837938459946	2.2082426479594424	1.3229908681785996	3.4994431634143863	3.261550242170154
1.620458189360722	4.608784461567085	4.601893006221381	1.192637774709432	28.817226786616267
1.375379288477733	1.597205229889048	2.267726927215701	2.572225415697956	1.9367115186379376
2.072933528294325	4.848017649308536	2.2097788129109737	3.6438460703380673	6.0945037844742975
1.7258961077642032	4.3013070996634095	2.0966485250372204	1.9600513512687607	7.940965031857549
1.695323909089919	1.4083209084011783	1.7702455991240087	2.8072649945549277	1.5055820456811908
1.7320520086899558	3.673798609272799	2.8666991244170847	1.5219708907930003	11.985386444128551
1.0829612776604591	3.9720051235167135	2.284656119860586	2.556959266874292	3.8434369335136718
2.5205865280741118	1.9862575946298209	1.2122733599184508	3.853233470051504	1.575115550022417
3.0496263030354536	2.5418347127101115	1.374325322515122	2.761455733356018	3.8578505015795823
4.182796581724626	1.8387958294122266	3.070058610894199	2.02155189281698	11.680515959714851
3.5785391809050147	2.672734673723816	4.34001618371842	1.8028335100908035	23.02487873226756
1.0502750905611156	4.531383712007324	3.914234552313684	4.0812722496086655	4.564415639093373
3.5471773166348304	4.703686637656287	1.2613664436885277	2.5703310965130095	8.1879179573939
2.75483931417544	4.3352514423022175	2.9099561231603754	3.2667273711416884	10.638591000809944
2.6830448716043405	2.4030261441966747	3.5146372019477545	4.322337989586804	5.242617941735632
1.8090122567819464	4.0392427001581686	2.429815369903808	4.642026296482469	3.824785961920748
4.967623516035111	2.3047606043173805	3.3970675639346632	3.013719690427771	12.905529418580313
4.628399017938051	4.412893420431184	3.3659990004536304	3.583690552844488	19.183935791022048
3.236911272753152	3.335190043201353	2.5877122210989603	1.2560065706293724	22.24208244391632
1.9321002579191384	4.856733076341866	2.4589477564816318	4.980786743156207	4.632604751378804
3.8170072761831593	2.324749253095878	1.6861375135739634	2.8882387452248963	5.1803488406640215
1.4167733183210438	2.409306989736191	1.3963477192131788	3.7156867407433465	1.2827646910602242
3.1907286215756883	1.5860994363844778	1.1633135488900672	1.907427829832819	3.0865189686624563
1.043959351766298	4.7023180160449485	3.99892878602543	4.579851211958445	4.2863525347142675
2.5020483913164218	2.6252861097653986	4.2009645593857385	2.5830179030847944	10.683017679915508
3.651634101224389	2.5838087454623557	3.4392896531758232	3.4596075845963847	9.379712579937404
1.153017132899835	4.464889985815852	2.2831003311918403	2.8078280275490504	4.186017265111393
3.7248278116931743	2.171069490359383	3.8158600947748393	2.5449054419845085	12.12552966751517
1.3448177157628345	3.701527630246502	4.947958529658399	1.1277887405637028	21.83950112812902
4.785294681996684	3.8317426579373146	3.5629235577966907	1.6346643499096016	39.965286849536
4.444809796327432	4.490019414053835	3.990722232994535	1.1636204008098725	68.44497573150548
4.667120105690566	4.472746578688922	3.934630989576657	1.721056074740232	47.72349672600275
2.428258677316184	2.8506505962221347	3.590458893783589	2.6359370853235764	9.428744278830457
1.9035813778168469	1.9864889920991697	1.0346590551162156	1.9297169876384637	2.027501822652558
2.21555289308779	2.9372923715490056	3.611394325772349	3.201069923511544	7.341909899030634
3.060877324564589	2.173038969560734	4.4274416168565045	2.7779767394096155	10.600776464910265
2.7710868958520365	4.919302102302544	2.871070306303977	3.4773083854731768	11.255226999651091
2.3546023675631793	1.7121395000036823	4.654185581273525	2.6157153025756044	7.173150558706797
3.0097883492244173	1.1707859484603302	4.600804275828363	4.88696742412127	3.3174758673973734
