q	v	r	target
2.1616833507082043	4.18530996511921	3.785304512009341	17.436134919565916
4.459680708955428	4.0871942075948064	2.87610485272191	26.183333123855345
1.0536255294836017	4.8368971309979765	1.4631002905978303	3.7010664203230985
1.3984029798004722	2.963608560678914	3.705192055667285	7.65005751780702
2.5831257585717844	2.5159315419402057	2.6921223122185527	8.873953797445715
2.4268782843180468	1.3357109247300256	3.705924420106869	6.053688608660432
1.2081563274784792	2.240991518882779	3.3806388953672384	4.607815358896368
4.831501678981048	3.86198885215785	2.4759891002680297	22.951159749073863
3.860558251200167	2.687500131562456	3.292387087932472	17.180722698028234
1.9624633749011893	3.5313061093474394	3.5432967593747846	12.362751394252939
3.2854218134763284	4.407819230404359	3.0516842169946408	22.490617673741614
3.8531955384836096	3.884726221117313	3.706471047453228	27.70494283214807
3.504589828668131	4.167748051692684	2.982803471620078	21.986553943150827
2.847375500271944	3.431325877447508	2.3457369597409223	11.498553255567288
2.344092678008833	1.0538062677442532	2.9388983299830733	3.607202920791764
3.2686776612152983	2.2273416159739368	2.45635922570876	8.994697357547844
3.1434330802891424	1.2944512001724815	4.767089070253999	9.63257897301604
3.882552614426906	2.180230272802829	3.3163023529577687	14.164807187037516
4.564234648115499	1.9037188651889947	2.547149468568979	11.227532989510216
1.8068929109117955	3.1722206062272837	3.775202988046017	10.76672635171165
4.009152505889344	1.0907169205370917	2.6438469750098834	5.725834935457911
4.135695065000432	4.522850454007712	4.158116554194246	39.27107775238026
2.8606255771923714	3.349022433799924	4.969051157989514	23.978938309502496
2.676135856489976	3.1565088439614435	4.115043627783245	17.08704698827101
1.9221813086305737	1.4158010890767216	1.4109834617376058	1.8854428876679556
1.9272426452477247	3.634812303158431	3.6952364833647593	13.091220935291746
2.436148655832828	1.233015039813412	2.6411934219724458	3.9422597929591037
1.6405486811257532	3.4712209819080946	4.890082318388595	13.807743185596227
2.7209715135822123	3.3749941037270426	2.002591958469538	9.290499065906952
3.288342109801613	1.4875032073445282	4.438576044535246	10.712147096934432
3.8918746217315294	1.1737187696743483	4.304765985526212	9.885355123108694
3.0531750279680576	4.1016417771488936	3.3324396410578507	20.926595546274463
1.9093337463383195	3.2451864868620537	4.071402060376848	12.643795661433877
2.079078309769538	1.5697271294982325	4.382062213194041	7.156206861542839
3.831540137542484	2.6910299334243604	1.2795557150212664	6.554065243651695
2.5556929673929587	1.2918676769663169	4.000598831611899	6.526851664809277
2.6772787348287266	4.461588466289399	1.3303786029410989	8.082792440541203
4.672221142539197	4.0253423998654405	4.195704056389952	39.85578353587798
2.200540605887403	4.038473093578562	4.6183591374983886	20.823106941459145
1.829861778862264	3.4106905119645066	2.593920123265141	8.072621976746362
4.400359351048456	3.047326093777655	2.3010212598559683	15.414601090734042
3.0565269791061147	3.5818903706165672	1.4375891299655472	7.911187980648668
3.6247686880665895	4.7863022586544535	4.195656652759643	35.852717878387615
4.471416654056722	3.597729288897185	3.638666880260472	29.39432860294554
4.032919178250096	1.4753626546698189	1.7841322978018332	5.316249779935517
4.374574797991565	2.806543132637185	1.1390130799176914	6.885506377677011
4.457308299677441	4.9716116005750335	4.739171987502502	52.35749827723608
3.611084865286184	2.991689896937288	1.5663493792639231	8.345210342871757
3.9238473530612175	2.4961322826362644	4.450310370360327	22.208855512001847
3.0152625446633734	4.667010486366834	4.2173727926543085	29.879363503103605
3.559519522717284	4.215414023678667	4.3497852032816935	32.70571485734989
4.157770245380887	4.799433899220352	3.240192415629676	32.46147619539922
2.533095280605452	4.222851433309192	4.991716811209859	26.909346715579176
3.036182270887044	1.2568347207106243	1.4853031801990535	2.864755094327901
3.863756933898738	1.710119422002585	3.031549025704734	10.07473769160864
4.461699142768665	3.808205777103741	4.898229732590044	41.528099702682766
4.445609289346108	4.404285630897464	4.473133880049045	43.701518701162925
3.0781834373232395	4.28417948207563	4.840456290736488	31.949718926225675
2.8580989673490955	1.197970987362102	4.025147980475099	6.801610055052844
3.3726253844857896	2.5641262778587324	3.064375921427612	13.3744582348102
2.7730608487467987	4.101989477519354	4.651693809242552	26.489989498747608
1.3982397011418106	3.297932138459557	4.17476500678175	9.362548665264441
4.587297384937651	4.3564546843979866	3.870255980473361	38.49363566545244
1.1494969682481733	4.902228758104849	1.542137698491083	4.289696766044249
2.909515108402524	4.374982987095397	2.681256982421481	17.157986446977727
1.763016340967916	2.259705408673496	4.514164717441085	9.12655308483422
1.095628968427382	4.974582979868043	3.8777647028723568	10.615343657020027
