Y	sigma	target
2.1340656155764144	4.907044261224356	0.18094293520001326
2.2010922486526834	2.9374977900461343	0.2791643227892255
1.5051199388467729	1.7945779273040388	0.2724076007286359
4.98158290948445	1.0748848618078144	1.2028499606962642
1.8205671261568168	3.2260093056928065	0.21726264797138523
3.3056929960979984	3.1525978895370423	0.40362249820801704
4.193783694903649	1.9503112150959927	0.7145188509743804
3.4844160030372846	2.745319799189709	0.46294016630675594
4.28977939688383	4.082486758518638	0.4180291427442802
2.2409894701292967	4.488835585426084	0.2007280084399451
4.603854643088292	4.783708535476729	0.3928489811387779
1.3300731938070578	3.820539504239988	0.1370203035935893
4.680734703736729	4.488256519606297	0.4279128984281723
1.8429333594409405	1.7691806021456244	0.3350328065418159
3.544356740717144	4.105412028717082	0.345321870016614
3.177047314450739	3.744700088625181	0.33340687926726853
3.205074895804206	2.2148224945772257	0.4950934717135366
3.4322853732307457	1.8456348480512887	0.6081472160388309
2.1950876124171748	2.052578022642151	0.36091009822024384
2.742851792645216	4.8638644317816855	0.23272346506162728
4.477823391058039	1.8402750044670235	0.7853146312404303
2.9091650984332325	4.7176452640806055	0.2532388208376349
4.885645886970781	1.5926055437596611	0.9305855659745724
1.460338938986856	1.2426313920438368	0.3243289840910414
4.624105104945866	3.450844401911336	0.5144327949947505
4.316241169790828	4.524143667838915	0.3936914212170783
1.2060142875400084	3.700966260631166	0.12841047175145737
4.464095474112876	3.410541954293865	0.5102695563347509
4.268927806347824	2.0268371707760986	0.6957334107675617
2.941504924018	2.7318642557402013	0.3967692397816084
3.7569539977275865	4.786820486523928	0.3247479130405507
2.1728489125056205	1.1719764367845058	0.5076354041922118
3.493797770627692	4.5532329382320045	0.3131170412383579
4.8779204677367884	1.2159307077587351	1.1039031608543608
1.896644406046996	3.854749198032012	0.1944547057021321
2.646224780733593	4.001691699491089	0.26333698566535607
2.6206649780576243	4.490027212644785	0.2406721652845853
1.7857593240633352	4.876880870074562	0.15145859371702608
2.7241814982175816	3.170580716946698	0.3241236590584469
1.2663366315519125	4.559451290053168	0.11309970237780871
2.967243135566851	2.200363220365129	0.464701316470134
2.309652125809457	1.7197563432741192	0.4340811025965448
2.398211572005104	1.2519016106898475	0.520820654566738
3.3818313816859003	2.9194643472260977	0.4422179713502013
3.9053724113579946	4.104676703669108	0.3803449551425136
2.930620935385297	1.2436837120126696	0.6627117130827612
1.7102115282266968	3.715159118861256	0.18121233930891417
4.1687311808470415	2.041135963896088	0.6746275214074535
2.190038021398177	2.8373220146255345	0.27892734350600557
3.6468306764136393	2.109631945061341	0.5831108462173666
1.3787436022768849	4.793275271090573	0.11775013824935453
1.214375183920129	2.2763598905040747	0.18722207010448869
3.270244480134373	1.4695158503000676	0.6734277986923601
1.966385389181144	3.0705358446857924	0.24454385952956798
3.0736620762164284	3.8569477024750136	0.31545829073513465
2.119447468631616	4.464913607278117	0.196514082118033
3.0082894531846853	4.422853425752787	0.27851733317425686
4.316848048152643	3.285342581549654	0.5086098300853399
1.933723441085018	3.006339681236052	0.24040839824978372
3.721318704084064	2.7242779524408536	0.5003625495283862
3.8585328502919474	3.2447151698818497	0.45092341409729814
2.59347507298484	1.7680534158648618	0.4673646208066472
1.8915479855037027	2.413820883822771	0.276757914512807
1.1026684940493658	2.6627591830718056	0.1510209210944424
2.0784296421153847	2.626936872648012	0.28502495292643487
4.959374101521885	3.852745888488348	0.5150326842327136
4.35201329054552	3.756756092118972	0.4547737956462297
1.1389559048482636	3.665376389207285	0.12049423167986982
2.68814515270023	1.0565969267661548	0.6468526075587894
4.1849424360188525	4.35430770059244	0.3918282570868201
2.9936893050519733	2.5566716319143468	0.4205791074266619
3.542701785965076	1.6812557246934237	0.6581718427872045
4.51629645179975	4.852683788222214	0.38491883280718814
4.974228556349488	4.569762284327648	0.4510117788809845
3.2432444392036768	4.311351554983903	0.3045308364325562
3.419804339813288	2.8438928430608	0.4428817182697654
4.3603974319955645	2.649277553513813	0.598493634104125
2.3470984016159773	3.772696146103288	0.2472272304575781
1.1821096983913764	1.7137128822572776	0.21837713395669744
4.489118220916482	1.1137537277016114	1.0639168723414105
1.4525936372783406	2.82507781087406	0.18937622592206566
1.1595170518021292	1.6850447256059522	0.2128338565044775
2.488885688051397	3.7654686915369737	0.2620550773828636
4.882735190982271	1.897856823213256	0.8288496625850287
2.708723240120474	4.480015155230367	0.245053622648063
4.187350560551938	4.155214489898575	0.41206528072503673
1.7873184727902458	4.786745858934546	0.15693623032740187
4.601838636192863	2.790748941551956	0.6101170688636234
1.2071854632982228	3.5709250670990387	0.13086266643167999
2.8995351971208385	4.943651427857894	0.2432922657890657
1.2103412361914705	1.3923095021812153	0.2557793062001271
1.7939888048254018	1.4143133553105978	0.3725650970373335
1.3856326139261117	3.376870476604392	0.1589938781530778
4.714711025001495	2.9880001260871216	0.5939686581670127
