mu	Nn	target
4.003624016681196	3.044064656643421	12.170461937876675
3.662165855150296	3.4504213883379102	12.641966591560658
4.068818480832982	4.956681021828051	20.048712336846545
1.8620840088018933	1.843708154938294	3.442974342139324
2.2908908461023585	3.867132739185589	8.640789465829995
4.574071402968878	4.91044077175655	22.657856847966084
4.907665250031776	1.2912245314588988	6.376297566488323
3.2852414729302186	1.8820489046240088	6.23351309147937
2.8508395711959533	4.020271319423442	11.639225987710438
2.3436667319487667	2.7293791849310587	6.381342989447784
2.7464422753301325	3.468591391191396	9.519760265637258
4.704941705797483	2.5878582886389	11.9878269437888
4.179831066489878	3.9575521824365216	16.589990738493942
1.575192171415018	3.50260633899835	5.637704248648277
2.513099944646879	3.249512058873804	8.045037772743509
1.4603849604633607	4.44007682522237	6.465328602457058
1.7691636364476897	3.46842918171158	6.08458843883884
1.8188118213208333	2.600965417627151	4.7908706206300105
3.2841343043997586	2.5552263317736044	8.462799983832468
1.9929925347558808	4.779591821900208	9.557105481952284
1.5023793607331788	4.421871090586952	6.672864183460544
1.5618457954453129	1.7509691526451363	2.6798934678539306
2.818505216746968	2.008326222219165	5.669223165354205
1.5977148517156694	1.68193210077111	2.69081001290153
1.6792116199898688	3.33976164999362	5.527521720467699
2.0129581631748823	3.7426561903104982	7.5980575577619005
2.9078420155117346	1.1857294896317137	3.5213265437974783
3.2710257309983635	3.376204836070131	11.077223292893972
2.636833644850024	3.256400559061478	8.6934139738987
3.534985873842904	4.750607405267084	16.719443755995062
2.0430285482702133	1.178891527955535	2.4203744142393573
1.2111173067228518	2.7112282564243566	3.316255531013233
4.9975857393878345	4.751740157067745	24.050565915791463
3.590846690278054	4.642688136294629	16.600784068627178
3.709541723515611	4.478597307080372	16.4867322271947
2.7699632455874705	4.694845819389348	12.813115044833252
3.06387883203923	4.323467399180898	13.360056888330712
3.833174597741445	2.448430988552793	9.263891238535294
2.0731798361721308	3.0634210874250765	6.417940686003173
3.1112475347935296	4.06819881096183	12.733296102752389
2.853104598095592	4.991325449088471	14.236315558696928
3.030027390282368	3.300967009334783	10.071351572051912
1.9024825940785195	3.7691683540900143	7.176845205284203
3.670915198410632	3.613740772060632	13.133638450965144
1.5471975013380934	1.993834624337826	3.0631366827987274
1.845459876520276	2.859475675260529	5.30764846789073
3.1919892911523244	1.3136381370185242	4.26117184986717
4.885922219799894	4.9920160769123285	24.60147311021667
1.1795608156675748	3.9449319212256384	4.582322928333665
2.2586832581086256	1.559493374073626	3.5173897601785584
2.263894149976665	2.9425166131413767	6.715113817694157
2.5248327097074	3.5546129983905077	9.001406522274818
1.2199638631003444	3.785358295740292	4.629836455497455
2.7821479925668595	4.9220813243721455	13.674149330664324
2.356588461539214	4.927513784988079	11.577162145091018
3.9626289249401463	1.418951998731811	5.596197427714098
2.190705764933854	3.3028299256419302	7.299462271451321
3.955093875894371	1.3328934090820326	5.23993497007657
2.824712827053013	3.1730718388902788	8.987932826590878
4.884281090053512	2.8533722607713146	13.857619939352764
1.9904000467553369	3.957673214841613	7.7596958610670175
4.614613917010988	3.4369550081959583	16.15666620525777
1.7300229395027134	2.899104485482462	5.027439045204591
2.2112689725108896	3.995472285257806	8.786639737692644
2.1163503806698567	2.336300027961437	4.962623677118675
2.933110766596766	2.1488121965882456	6.431379072219518
2.250194935740488	3.632620470883946	8.268199001409455
4.9115573070061584	3.486976561820584	17.223665989946266
1.143440438353549	3.203561291525248	3.6774120051810493
3.498355949641005	2.9152274640819047	10.2030817230148
4.003858351737991	4.952537073054497	19.62415204772284
2.2983805813206097	3.8035571396732775	8.706454684536585
4.198828453448492	4.412039436258514	18.378722353110653
4.550864093738059	2.10187343660546	9.66988816873244
1.325608440400292	1.3829886901339052	1.8480558227533286
3.5768828695221107	2.881419697246008	10.320406090044212
1.123766527076372	2.6919985902926347	3.02568799784452
2.3276382810931926	1.2747177930147595	2.9699941637099356
2.3137812192262146	3.1414712601212607	7.361870282180805
2.936064798329382	3.9593378288407206	11.564556464324998
2.4456777962902074	1.9793624111460264	4.844289998839748
3.6744913181771817	2.5870306626715056	9.625607083084041
2.3269601657307244	2.8355791780042687	6.570311046245973
1.1847242857103106	1.59033537272648	1.8972408148952586
1.1192002986898184	4.135403449480911	4.627209054704216
1.4657452045422046	4.033062169238251	5.9249954749378775
1.6699886581276866	2.946125814037826	4.936711633508027
3.581673025520021	1.1908847278321109	4.252117486228145
4.922087052933788	4.13136184724249	20.053579253301304
3.2375474661166463	1.2625114859824134	4.092858847365318
1.4206504826243518	4.874769250018674	6.900181130794331
1.5167423278730157	3.5434183427182315	5.337299720259791
1.7092579081117134	4.434678014267679	7.589736179200824
1.192024264576972	4.595765889169775	5.504490372563292
2.3460619248867403	4.714861580401365	10.848301393160662
4.534967562609896	1.9460495002329783	8.893277647433333
2.449559261056726	3.4177382592193	8.2788101864106
2.1456362055542915	3.7333703534016434	8.019538682991957
4.2672860287463	4.425583440719174	18.902414992777903
2.7948791036235496	2.5634328133895767	7.147656551386098
2.690782395274767	3.5520339416598863	9.654417951460974
3.5665982092161346	4.33519565282025	15.425434360571755
4.798677891765389	4.593470828578999	21.895754069059038
2.085283626459648	3.780894429352129	7.900127946741728
3.82784274191261	1.704810200488358	6.585207743037104
3.783612610617345	3.06495938737366	11.486141933938258
1.1814271979245947	3.3016113727876637	3.8955206569612364
4.1942543570959865	2.4346884152271904	10.046199864152388
3.454808075137623	1.793738005319443	6.164807998348547
4.311250852763687	2.525120690489692	11.03055551866102
2.1012169302424946	2.6950338142298658	5.6663793846838315
