q2	Ef	target
1.5136553900271208	4.4456482739479695	6.702779280237669
3.806081703802601	3.1531424732082614	11.923720170698891
2.732730569029993	4.332527502964053	12.022486250772822
3.609582835304316	1.521476667679829	5.533246481060339
2.046366232265188	4.605346751924307	9.34900480396829
2.3652448439661256	4.718537542581178	11.205419079558064
3.936137638409616	2.6924871155724848	10.46747548183574
4.476303466763326	1.7485350798381734	7.858617435838568
2.340688150489348	1.2736695021208742	3.008286284353088
2.4065593275830715	1.8993307272289304	4.536475881082966
3.0582652394124974	3.2735086755735616	9.865197077410878
1.84196476829402	2.451202406810915	4.430560739204899
3.3065697163782843	1.4475120469124154	4.807363836241626
2.867472335634365	1.3311481112830663	3.8125765451897076
1.4901146909264265	1.312042387313487	1.955685295431574
4.31761374435566	1.2562078740503022	5.374342957143943
2.520559288669016	4.69500710722674	11.817732289492639
3.8729363232884673	3.6618525030985785	14.02108999025058
1.845813057187124	4.037975112437035	7.4265726883374725
4.0801081717569545	2.2143295723479093	8.990977633696703
1.4469082792411505	1.1660204473265008	1.691959231231641
2.164376368053951	4.168690968606491	9.001923119148177
4.576214602448832	2.409253452399489	11.031603203702138
3.339552127855132	2.207316194986098	7.357340841125095
2.9530991708591525	3.4063734856815016	10.052362310133404
1.4707306746284328	3.453189363119635	5.113832310503597
3.7946372512565314	2.729043562301544	10.383822270015362
3.6180047331205953	3.28723755875224	12.059182803243157
3.201608241215065	3.3071738383832736	10.74405213818179
4.77327310944409	4.386680367435497	20.78999581522422
4.6828180357951865	2.097171539982156	9.983664320074212
4.089185310316023	3.728247734634247	15.233446862333986
2.555904699733518	2.934605957826121	7.602178629280814
2.489079684855915	2.2511007287195297	5.630210538725579
1.127812816280295	2.7972236117965363	3.2003353780966006
1.6805380011344515	1.235990610524448	2.1105912171224555
4.542505670850629	1.4621035747245306	6.607960469614204
4.601401483722672	3.749872829825332	17.35986097549819
1.8047873087667297	1.6544639231182972	2.983434040087559
1.6543405887030374	3.4235061004865392	5.705692575086224
4.173011279400495	4.937055711519408	20.69872600354857
3.6507021297491216	4.662387593415904	16.952069461384074
1.3059409400912854	2.291722817848374	2.997180750166173
2.97923940161961	1.3683084332636248	4.123727749785699
2.474540991832224	1.828688364259312	4.499753072525067
4.417689823143425	3.1996847387888425	14.19377109662956
2.8280909861472434	4.500423586569272	12.902171401383793
1.9288416206451764	1.3320729445724615	2.528824304901216
4.5865273243563465	2.2076071507870094	10.00495759912287
2.623106451147776	2.6907605563249724	7.012040873232429
1.1061848440677808	1.6240611283711717	1.7909097427921452
4.713090052480207	4.755744334869103	22.590088508087092
2.228722831925918	4.176184698492478	9.309641964151648
2.9532776596858152	3.763882847792505	11.357726147307567
1.6933718736926708	3.165056014515024	5.34030817415081
3.133647327453032	3.10697646957295	9.927637658362869
1.0153167969576034	2.298184098661293	2.2859670423968663
4.678428733421031	1.4059955146676495	6.544423271537824
3.0610548051107305	2.6300071150627606	7.972794749286595
3.415724459872961	1.887698766547889	6.329487470170009
3.563202168827297	2.204142345969484	7.8652295445363345
2.668349484837814	3.341305721677231	8.946172167769634
4.860167978374715	4.26076978827982	20.920000246387787
2.522535237778228	2.7699011971104284	7.003562205109635
4.533789506904791	3.0777450319819217	13.973495867517682
1.520548478668271	4.582819963839893	6.955398411330028
4.97207761415538	1.5286325285473832	7.511132956649206
1.1647751114989289	2.647724121921569	3.0640968749055757
3.565103875447962	2.3361028802385344	8.350287786567323
3.460997257009692	3.3298138894329545	11.559219358711827
2.9574168645416554	2.203073282856814	6.547345828841638
1.6567450136274169	4.449977887438293	7.3662435684834975
2.2957568304376195	1.7526941670523946	4.05859747184267
3.220445090515625	1.8058179592968395	5.847596882226062
1.6734415719824072	2.929419182630137	4.910133055049084
4.667805793651251	1.5547663262145672	7.207209798968293
1.3770948609432323	2.9869588622772114	4.083395926548616
2.692269108120963	1.000154432454937	2.6678774347047725
1.6132695857643653	2.4510833670403183	3.9194363003234884
3.76577548026322	1.5715681499827538	6.056563705280341
3.5000259257103945	2.825361357299136	9.915939475129042
1.0457557957755492	1.1137239909863608	1.163395882255355
2.625937985551248	1.5402949150574647	4.035609536478937
