n	h	target
1.1761802320507648	2.2441686358695305	0.4221835995084921
2.74556957932656	3.2447181239083736	1.4158872493634103
3.930192534719608	3.218455790084932	2.0262139978017655
3.8865927098399338	1.0745022914017874	0.6747782563722526
1.6984606534700464	1.4093719811511054	0.38008711550318397
2.5605194321408176	4.639274682358892	1.8861675053039353
4.795237669799687	4.875578517977119	3.7797342562647467
2.531901936092745	4.123709579217189	1.6744619640006955
1.0152354194219546	3.4267322126924693	0.55109104922292
1.0345765552755832	1.3462261507492794	0.22286954474501586
3.859274539699621	4.699428294378636	2.8731186289968624
2.612364088245384	4.652025159907803	1.9251675297639383
1.6736651512134553	1.073009077418512	0.28651123759194436
4.064800442086375	3.14160465318126	1.9935223235276311
3.4323944752846645	3.253208661392615	1.746516373241599
3.7603574707581098	2.470327997321452	1.470127526250809
4.385585737027824	4.766811334749884	3.2934767656918806
4.79906011960424	2.6446238612890896	2.026295841730159
4.007335304065908	1.6958761776818974	1.0717868942100723
2.063531426153954	1.4784708350012792	0.47870360639389425
2.5820547426053606	4.975406008944743	2.0745941080604426
1.9883702182118888	4.476228254440022	1.4133442713236049
4.348672656608684	1.8551335992596567	1.284828651722153
1.3827692719458864	3.4445605698310025	0.7472597197857489
1.1289873594388231	4.988758046365295	0.891519751883443
4.491473342517665	4.466350547514081	3.1962683035104544
3.811861851548223	1.3306207938953132	0.7979651024039054
2.1790178628314623	1.9663063815974016	0.6844798838785864
2.39175411704348	3.098773797667344	1.1724926548758605
2.1865555903048093	4.7509491563131885	1.6485130007111284
2.798126085843938	3.003792043240304	1.3296465232835035
3.011696974550431	3.0159337814170093	1.4723937106532339
3.6598961252287614	4.116764055600413	2.3976525379755227
4.830222605307545	4.97232810591284	3.7820651860148615
2.5256768830094494	4.227054345405179	1.7131421784713186
3.2903511494697404	4.1493622455096295	2.1463920152973026
2.4865762591366694	1.0149678439732983	0.40251339246243756
1.8143878003645284	1.7701193530185804	0.5011382625116658
3.294252423660561	4.803256441726738	2.484882696323786
3.232436068953944	2.7471120051662803	1.416056427727375
1.4368668248484666	3.0232616783555866	0.6964785157534293
2.962025388080244	1.458379656254547	0.6886889451813298
1.8487834186854453	1.8827481417465133	0.5533448240177712
2.8485930041327365	4.054768692548203	1.8327657915038715
3.8621759105825992	4.3310944040168575	2.622894067872131
2.720992038220412	4.140944771854967	1.7803659962240015
1.5951902360825474	1.1758965366712184	0.2971642596595274
4.337439531739571	1.1611564869458295	0.8100489148067186
3.663672042584854	1.9167902556414085	1.1215046333357244
1.6981570280968317	3.1066136800814155	0.8248218225099179
