pr	V	target
3.5050277679496395	4.780071239089807	25.13101112590365
2.290557929587896	2.9556327255408337	10.175406726678196
3.8637908817943263	3.120462870845806	18.210805861690798
1.6163499176141447	4.641217394202407	11.408032515025958
1.0604797982104308	2.9817521290154296	4.730324288312255
4.849789984285437	2.8734127470534645	21.066708381215566
1.2391376821008897	2.600069841296456	4.842298731299517
2.3596931308463267	4.696359268047206	16.65121519761605
4.657876175247666	2.0934569057511183	14.721584358384623
4.481850466658829	3.6535769399826585	24.40442593132007
1.0046958908169632	2.9514690387877898	4.430510179744818
2.487122917444478	1.9367298518768503	7.1940994416281
1.526805945776902	1.92044178566634	4.321443322000317
1.356908187069782	2.1055724590353395	4.253599752255744
3.703795127729674	1.861165892521587	10.362102728264654
3.8062952424654366	1.7505390248620794	9.861987077624573
4.18874769582454	1.934073039360332	12.20625385387554
1.6719146543590635	4.154485411303913	10.37960567822324
2.8285235553217567	3.089532647627756	13.233765001105747
4.462927994182733	4.858685517502668	32.558802041871104
4.429100916695353	4.1129284716638415	26.70187349383709
4.588490922788775	1.7951382388461763	12.380267791050747
1.765506675658863	3.635151499909593	9.576684611110819
4.459966879646117	1.8773754227452248	12.612038450280773
4.4779782304080005	2.9332045825288926	19.737256810126883
2.298535905752868	2.2158523089288686	7.64150630472802
2.6732665307732404	1.028838686797804	4.168846717074952
1.2427252147417218	4.329828631642586	8.109203345538983
3.98947936679022	4.572345571730459	27.553666644072067
2.046139988624525	4.12556466426957	12.49646491513947
4.109675125712985	1.0490705129301388	6.520390823400713
2.078379954958632	3.8130770514897567	11.806893798025481
2.574076173243569	2.207046483864356	8.432610054425021
4.537476654187321	1.4087280694452469	9.803188172568696
2.873338989101579	1.6642465297002014	7.101663837054519
1.7099616947714749	2.898875631695246	7.450804535474974
4.21595472309207	3.4386947219038926	21.996890007161102
1.4003923566060197	3.1835534172287416	6.631514528268528
4.15920303171813	4.301436556853719	26.97596624907538
2.1384162179982047	1.8673911578476563	5.948455774650935
3.2416183109067034	2.861826460438816	13.967944402701274
3.0755812893611325	3.0014614090087792	13.609919917639605
3.2302412138377763	2.439946801888938	11.865518039782563
3.2079638103328434	1.102798116033462	5.229489196400995
3.309292950409904	3.198331491326433	15.811607224711459
1.658029791050862	1.625897737151481	4.085304120738938
2.615265609101171	2.747254987070012	10.875848882474681
2.6490164139130887	2.02779837897681	7.910877157096411
3.516044125619917	1.7330477048254784	9.210796582005571
4.7652815829416415	1.3351123550952706	9.58827419253628
3.31206069724066	2.198398301895338	10.943733496432511
2.022527484918304	2.7337439964082644	8.256458445297737
3.955407390795128	2.635294465201178	15.469890794214471
2.531499431309471	4.2027096502993455	16.19181726554425
3.9952793516455016	1.892933269652596	11.101015737808464
4.572153282337681	4.8981612135369526	33.14728766913735
4.078657783933112	3.9203658361045335	23.909667679852227
2.6564638376205725	1.321963248315571	5.4211465070448215
4.7364797345330425	1.361735975374268	9.720682220291048
3.227624900545913	4.404869836655456	21.191235876070756
4.569987256520792	1.776201790210019	12.226740417630687
1.9522349034147	1.7887503809229923	5.16609651378179
1.8860648137488896	2.085422857389424	5.847179508253428
4.122266131543318	4.285998218348617	26.191121871963325
2.4844781049756883	1.2833636245090716	4.83422354047356
1.9444580044788449	3.956028582373742	11.585219652394148
4.379774296720695	2.1600714903632885	14.303833801128153
3.2825819993457204	1.185864194227722	5.859382492924346
3.775413629414942	2.0578482695228324	11.628228483261363
2.9317776330801	3.5484591680991637	15.679294869083634
4.178285494219264	2.4024175222589257	15.151418254851242
3.238831211741928	4.375388756861029	21.530781219630438
3.0892966915056257	1.6921442260416972	7.634874937239936
2.292755821120414	4.667585322277515	16.235267328097457
1.1522457664676935	3.37783332657832	5.92883465450392
2.215242786747952	1.1187494286744275	3.701697819507001
3.946797328272529	2.1934139957703507	12.990325629636663
4.8509614632605045	1.8126053362599188	13.380100273369402
1.7973539050556817	2.422708445545453	6.49803945324895
3.4893420392410803	2.082239324732797	10.70844398095796
1.6843619316758338	1.5667472047235895	3.8934074747001763
2.9518265476273364	3.944911850131852	17.34822004531233
2.6816721721136934	4.261282064650364	17.05499627920594
1.5378877527944952	1.989816424763972	4.5978861644604345
4.21649194505566	3.4488747430021034	22.08851849540495
3.026566207700001	4.8290955498845305	22.21707961673009
1.6641257411073735	4.282412653255991	10.678982666576637
1.552408054456644	4.770522318728017	11.112967163382095
2.115066099805468	2.2621493208878536	7.150848477111085
4.257532720087013	2.9123828920180403	18.34739211231029
4.776001270249539	3.174465862427424	22.871153251093208
3.578555162926019	2.190384629181452	11.817394206811192
3.074165976919633	4.055959890328261	18.53081296943754
1.7910987834130538	2.3062664003269293	6.144801204513131
4.738691953520002	3.7958805970425735	27.174493296329874
1.3175022338703983	4.886151990943793	9.750288356969376
4.8512845770058375	2.81171936237062	20.148249085087315
4.668116144182326	4.272281177884566	29.712380178859934
4.679421090159375	2.2389892543921737	15.799892846289193
1.7283254024973067	3.837053172461879	10.026931925090388
2.032045531950389	2.5921019368963254	7.837029692084058
4.918072229668214	4.852289653941531	35.39284809823003
4.035152862340317	1.5196864194800033	9.11447005917715
3.1928464275729387	2.133046180715873	10.138225090422779
4.464309674075108	4.133611601210999	27.984194101744848
2.8944317359639755	4.770163827014242	20.363768631148016
3.5230879775095696	4.877224011122958	25.32220078117891
4.373642758955716	2.3496713214751006	15.466932273801309
2.4923327587015947	1.141528260232635	4.262866572978757
4.955758674066145	3.676223833435341	27.32324645244705
3.0231312630492906	2.7623670583573188	12.354097286798124
3.634943496050676	2.304081857106292	12.650533846635694
1.146708047075596	3.450662513026235	5.932830596410148
4.424680603966153	1.544085498986311	10.11934278798445
3.896850637227121	4.417182951915508	26.39283332374426
3.4542046816841423	4.783084279498034	24.819598107607522
2.580815128558413	1.8460310327619416	7.065143521214781
4.614087660281311	3.5490679718038414	24.741074753187423
1.2318918926881826	4.038883456179296	7.351285178779798
1.8596165038622985	3.34464558112656	9.3762104994521
2.6708884225681366	2.273704762513541	9.113854644152543
3.4246507736327074	4.671104365990953	24.018659785901143
3.741158823068493	1.7184188436098855	9.673367880953391
2.49104845032795	2.7269637768355945	10.043992932607326
2.2323954005341173	3.34181169176956	11.120899903712427
4.328448942691646	4.493249940963588	28.979312819157276
4.8620874230296485	3.3376371305725785	24.36390654066561
2.9349322963667275	1.4986029975895088	6.642245623777853
2.060139746630976	4.9630787720824925	15.584297735975003
4.732784786907012	1.6679365763331535	11.972072245769638
3.943182773176009	2.2942460782501506	13.636080455206008
2.754695832390045	4.266367151107271	17.602447897278697
1.1912759023345787	3.9859790402672126	6.945776968449706
3.1747685536603583	3.3773654475447885	15.92618445044554
4.717748238660034	2.940326622290168	20.61244093804805
1.6952239970933982	4.021660282117678	10.126347929235369
2.259389303898113	4.445919927030396	15.228445924722635
3.8950905969388505	4.9080628108627895	28.61359341627988
2.1434909571179275	2.6380275613753885	8.568165101298279
4.4080481554485775	2.9231293788178085	19.496103208514015
3.3861363344837123	3.610568745319935	18.52462913153242
2.1169098678720784	1.0018398705164904	3.161083620590146
2.4694849806553534	1.4512097696660198	5.346529475644302
4.792980538855893	1.6404740231545392	11.90119428207586
2.832202924776582	1.625894786266474	6.952139409469849
4.29341156123729	1.9174778583744625	12.514922822067549
3.4694231914994464	1.8874777262953928	9.682247882172053
3.980718658144068	3.4815860530115548	20.784581851424985
4.337607263121749	4.93931544909611	32.64027198976279
3.2946742585496165	1.4016482009972109	6.822801670261789
2.4855916868802472	1.961526607881656	7.368192928236511
3.280276566270951	3.0373702597608023	14.84548355663576
1.4044149492662457	4.8385696283221815	10.143193164579062
4.927711170833293	1.0150321259402628	7.654002022582037
1.7279008361212886	4.291146523713116	11.292638645209871
3.247343411424297	3.0326790923457487	14.932010555845896
2.389453283036425	4.468897582364817	15.893761452930159
1.7030127125191084	3.909268253158328	9.757768847259117
3.44704483043976	3.590703079830896	18.864861584495724
1.4340598755460854	1.5257081177742462	3.2972053233040843
1.3868250030026077	4.684722989551738	9.72633212343249
4.860217612508149	1.867445179339312	13.708201125688719
1.8672089336146869	1.4166321411383174	3.9658237251292348
2.6108747466353	1.8301930169731015	7.245200466654873
4.482519193511238	1.1752333410930969	8.042878374747605
3.399421716843713	4.854679540431602	24.56905032993147
3.246832874308984	1.3924352628273025	6.797281699548059
1.2608117994823833	2.0555523159533258	3.9101646066382103
2.250293112937128	4.659510674880093	15.900044378136815
3.1825761635322616	4.103957086448482	19.620758216732845
1.6974708565797347	4.797849411603137	12.378106777230235
1.9448301743302383	3.3407933096120983	9.776894156237008
2.2224523956311617	4.702896588368926	15.722689751736997
2.8720149274924904	3.9433090411209752	17.254969625796722
4.800090397768608	1.0201561182416192	7.307536237833902
4.4785909217180615	2.921739857775198	20.174612270447874
3.3917218962807216	4.531784005207023	23.17611499215871
2.214727781613878	1.364721479585104	4.6082417085067435
2.948470609655641	2.503451091012438	11.171123144711569
3.5548950376259	3.4458481573761013	18.251526831440437
4.260629713192913	1.858448663696751	11.85291491624877
1.3122532112291492	4.265871931870317	8.430887533646118
1.5436286388774247	4.516797834194684	10.460294215515734
1.7415276902809382	4.103388198578643	10.87623959931741
1.3649999302116216	1.1261574597306343	2.2876238510979574
3.8829068427382754	4.485554058153	26.305272842112075
3.6568502384355552	2.792772859797761	15.20790718310427
4.530667709097289	1.8231080847728385	12.39587599622461
4.794170717678403	3.308118616927511	23.96077830122469
3.337890271587886	3.98012878644351	19.872859198763404
3.222506827909837	3.359009190486756	16.236674871197817
1.4841860430810798	4.969345928936368	10.970555548566265
2.5946504644037582	3.787471145071107	14.762384504681144
3.8018236353128527	4.826925424399695	27.619245655094744
1.318558574322943	2.3630286133441007	4.608108133126091
4.0462631682386485	4.9363681293430055	29.847221064032425
4.9871564719843535	2.1404422633900166	16.00679161579523
3.6220359894098895	3.8087078132425582	20.81276039969198
2.2164629485645486	3.0743529291563725	10.174836738629061
2.2150940313706005	3.4296301387773096	11.355333573194514
3.6515812421267615	1.1669743204404353	6.313351844086035
4.877973917737627	2.577897103439512	19.443511743254188
4.934232354744888	1.3651631128444026	10.12590996731302
3.1839628069734447	1.81461710915358	8.641017540728372
4.657933505085586	4.34978733761575	30.85091180690487
4.939067891099033	3.873589832135424	28.79142847572995
3.65813021077228	1.8753710641381087	10.256996383208882
1.7530446256618082	3.888178554760964	10.146534115538344
2.6833500480391392	1.997891068992028	8.020269082259404
1.88308421530238	1.5860858797563435	4.467710396785279
3.5739080361585733	4.082632647746486	21.833903839388384
3.4025456320063365	1.0987104548692042	5.578005781576045
3.957261265148088	1.039831652438024	5.996548781739486
4.42532478586447	4.385988374667392	29.311357353441856
3.919249304395081	1.492184651878348	8.729870619327844
1.7383306910395708	1.919069161678504	4.949811104026736
4.19314488698738	3.060129354036973	19.577355751003655
1.5274257565397846	4.194954991101996	9.609343941349007
3.617030248217039	4.972333124624567	26.748747848370336
3.2474422367998965	4.337987718133638	21.3228698856818
3.648052052234045	2.33252023866445	12.808552173049867
4.1125582959460925	3.8913798750775728	24.29656005190079
3.337972686660942	1.4268968277999612	7.1400593660110285
2.0590658924644947	3.740994233006598	11.490972696292534
3.2781873948854505	2.761111735390125	13.671644811818975
2.8856819948715384	2.888099263955741	12.451150359883997
1.7286295451644742	3.6174405791620456	9.330979420691678
