q	C	target
3.8453053896074216	4.82307622091942	0.7855236056846447
3.50985961813169	2.025232771877336	1.715680823621179
1.0271493629476458	4.518057803961637	0.2259174630621656
2.19142449601336	4.5974276203753535	0.47644575012753676
3.6273282832317872	3.751562134612613	0.9772343793593046
2.7697141023644347	3.3591247909413564	0.8310911662642143
3.0674917096831447	2.4913886335641315	1.2186343774930393
4.503181737272183	3.878102101448918	1.1693292405481668
1.4727422467038722	2.794094943275562	0.5320633805864419
3.2170929893814386	3.4697359569773565	0.935132149801868
3.285004791463744	3.812170574745164	0.8730118154886396
4.128302268567226	4.776462076972241	0.8486149469644053
3.0749967431499563	3.735444511354578	0.8192297861573832
4.379929723684663	1.9048323463580727	2.3175521335389764
4.500552459855942	1.6333112128000833	2.7583875376917932
3.3833325249530195	4.496819820284297	0.7509970108266883
3.346886708174156	3.172955362243197	1.0514679777474878
1.0860389306452287	4.0947523539807085	0.2646839144654568
4.615562959765572	3.921047078782317	1.179498645296197
3.24888556232676	4.43982835084428	0.7401621866367127
3.866497907463034	4.5359849246215616	0.842070080992644
3.298528878141146	1.5032457182634331	2.187079461642071
2.7974682410203786	1.7732874399371537	1.6083169877904708
3.917755648285489	2.9442791367724275	1.321727267422985
4.832701347789842	1.1861836333236195	4.041786758381135
2.811048103239372	3.063459938112429	0.9087550675669962
3.6459177295563854	1.04493670505871	3.499451503194419
1.8682670043350869	4.416709325774775	0.42488568010968175
3.7931473208821447	1.2909777883811184	2.9266804109516786
1.6372230208852478	4.915185123674815	0.33039510008626455
2.7568783278266573	4.6943670422176185	0.5833948002894735
2.648725243289249	4.244663239483197	0.6214663144439432
3.8618742173862888	2.663559323136508	1.4442826932645014
2.9272854510168527	3.554787888696412	0.8292854131882017
3.772906848494913	3.917951764148549	0.9646680349870845
1.6772560434888186	3.026660909386801	0.5445439657657282
1.6942628556060535	2.7625573478177583	0.6075496000989171
4.032791577131052	1.6139969681252295	2.489046671655619
2.8158627900348576	1.779031775649055	1.5763863384869383
2.3380193936574485	3.6374664245038857	0.6536419610290688
1.380897486150786	1.4117980548814968	0.9761836977354275
1.082065829884951	1.1811982972253134	0.8907362319893132
1.6308276224031792	3.2776522994806943	0.48721267939666
2.2260739663973186	2.895588400195567	0.7641930914896015
3.1327429378227034	1.0825186057621172	2.8821920989221983
1.3816822758838696	4.031068235947821	0.3410412136627497
4.5489492544059456	4.293951291357317	1.0614403951464089
1.4922952643143774	3.724924881890217	0.39588471349890375
1.5333877072052349	1.005840479748263	1.5256490259833484
3.5426453281428767	3.2064457155188286	1.108122369380974
2.8926065556840186	3.0867434324534795	0.9469559009348122
2.5130417351762016	1.0165085364033608	2.455873549460966
3.2135431716624017	1.8814822243515428	1.7182532595978666
1.5854223914463503	1.3804531540354752	1.158712087798768
4.820301762693191	1.5505438735090094	3.106794587267785
1.2790758378305278	1.8938672608849485	0.6813243987967209
2.642512877598751	2.6225911191602367	1.0072195924607668
4.387475647791678	4.635369707129134	0.9429382548653086
3.917654374930632	1.5213053714372848	2.619689559955465
1.0909307526692484	1.3010380141180065	0.8324220201078627
4.354098790074991	4.27565043475153	1.0147695967633137
2.024312237333659	2.772162505698566	0.7323485773680586
3.716292870900392	1.0589977438882467	3.506575370783136
1.164562430257705	3.827831800506587	0.30176377387025527
1.2181213795854928	1.4914008744912084	0.8264428997353259
2.052918129958176	4.989754522186624	0.4122491652695179
2.9360232084480016	1.209779763159304	2.42740938395117
1.2457777755125727	1.7566508617587442	0.7218459537911935
2.219972794127288	1.4906083472062543	1.4912787756434247
1.7409837089630742	1.2042976222756732	1.4347799653152815
3.336565067874562	3.7834283726989417	0.8854253314135397
1.0328314232124884	4.356756642161445	0.23373543109224218
3.1010868161828227	3.91162131384478	0.78069601462458
3.549930760247652	4.589462262358089	0.7698038827317724
4.138785579990927	3.5266872236504083	1.1907167881764376
3.1545488192424984	4.544311907086512	0.6900255063722573
4.867606556307457	3.2154572776112054	1.5060435218745136
3.2058385385195205	4.496624745300019	0.6966422800843308
1.5991131879190688	1.8547225234588016	0.8553525252776676
4.061333833906152	4.94644713188275	0.8335424322660312
3.1722662301131845	4.3228627781473525	0.73082143354014
3.138989928983872	4.959198534483878	0.6248982412196697
4.195710336479072	1.38383067786819	3.0485193982130974
3.55310649260419	2.2789837266957287	1.5447783398806678
2.9392187778621155	3.756340413894472	0.7793889448461371
1.7012546484638038	1.2084619797172156	1.3937413827684846
1.3470065493091028	4.53443497537446	0.2989179514437521
3.677946274248319	3.136405329233804	1.1748458088492795
1.7179859241960744	2.07967128658725	0.8263623396674107
3.9129316649836063	1.4330543055577172	2.7919276811568325
1.4103572160789803	2.937720928795455	0.48513712484184796
3.387991540174535	1.1578538111455456	2.937482735014835
3.348496541307612	4.099162989928722	0.8120266227622471
1.044701966823415	4.206022485186893	0.24678879199828985
1.3965767131830449	2.3309197775616832	0.6061063730710745
1.025362315706326	4.6538456468055545	0.22484619386966315
1.5890950497479723	2.00700790712582	0.8188139005817378
1.7044081211244522	4.176737587344412	0.40307118522415564
