q	epsilon	r	target
4.895589960118277	3.143141806839564	1.3410922864309636	0.09247968109566862
2.6421278860176454	1.541406398498078	3.2838215431386666	0.0422633470902086
1.650467438055094	1.3163955468430362	1.436170826019271	0.0699617368709824
4.935392540384943	4.121722204048389	4.244966037650215	0.02240061778109188
1.7937885100160915	2.9465582735359974	4.34908046704928	0.010991924610660755
3.2913274325185826	2.1071056490205784	1.7194518788225817	0.07196504893633046
4.328935097415949	3.190341651262324	4.815224170177944	0.022583061087036407
1.211780727154224	1.5429944945226866	4.4902683459926935	0.014228196193844795
3.2229063948724845	3.3620366501316337	4.174139084608665	0.018401257107817655
4.067812073038051	4.6297395387449365	4.100608627020804	0.017064184600134053
4.587702335424784	2.7845404599595533	2.630641785204608	0.050222130507083254
3.3050291324623724	2.4469497297300995	2.483466112996639	0.043073095865234494
2.293597584708938	2.0120046097581685	3.362745772173904	0.027129517880294458
1.939162014090172	2.337902421396465	2.651365728156542	0.024873207589863777
2.646757464445692	4.321217821254645	1.1617022843448304	0.04146691957945886
2.95870376114268	3.3363714424390967	1.6676538019696123	0.04270539565147714
4.138721956046885	2.6029587608229248	3.704784540900687	0.03464723913913886
3.233887053231716	3.0679017178832595	2.5107577279474125	0.03315933787623426
2.524771956971798	4.115638700561896	1.815883614956444	0.02681255045287948
2.0919469533414854	2.9300674004917857	4.944689405802986	0.011711392436232117
4.798566762378028	1.4267823095981629	3.143432933290766	0.08597675304357767
4.098505264440713	1.9633041451659847	2.610512006660275	0.06438776194607031
1.95101891151851	4.199907197596725	3.082244626208166	0.011991520910193107
3.1817370109985985	3.346509630692016	4.753787555829601	0.015896520918298906
4.83968853920275	1.155260570975782	1.9082919527807929	0.17519089675049968
2.8385697144825355	1.4325124871688946	1.7882484903825533	0.08806023806242035
4.680410255226496	4.970873853313106	1.768208431916	0.0420983543942147
3.1761910233008663	1.9128912769723887	2.3996080182565493	0.0544216508069807
3.756229440630388	1.142678127625233	3.106038846108232	0.08496455217318617
2.262243496387093	4.729013656987989	1.5314597898660458	0.024705249427122506
3.20397832050004	1.2917320053503398	4.7046171138353285	0.042023711197108606
3.386214433589476	2.488868714682784	2.0553402438578887	0.0522848730141723
4.303025276297803	2.144820492197657	4.80030756288348	0.0327065208184213
3.635148100178768	4.069205349354672	4.599039859865048	0.015678951376585717
4.594146203703707	1.1320737468421105	3.236827490501537	0.09969827147576724
1.355264880682511	3.4086111366358622	4.522892043338183	0.006903765614518239
1.0323361426366433	4.791615629824435	1.5494229141867364	0.010961546203581174
3.338528236000007	1.852706643938632	4.242026747474277	0.03399957848525217
1.599156817043886	2.74119027372486	4.680850847258976	0.009859574408931893
1.7500203760145918	2.274056444737936	4.768967406109766	0.012953987107952307
3.2201370343085016	4.916619368032828	2.795165668250493	0.018958475290661584
1.5464290666751848	2.2348274610375585	3.4925029275823074	0.0156241849869219
4.621642233197067	4.871638620746124	2.4777324746946694	0.030475332260423742
1.0182301338706363	1.1293774782813408	2.843875038801892	0.025165677396717195
2.570761248481729	3.540644570232404	3.1319059352811984	0.01867652171427188
3.9989332365337273	4.769011491938487	4.8330394882551015	0.013686230083388729
2.995009495549524	3.879696143583141	4.338337513127957	0.014250746802177475
4.809583830710125	2.0273557823874064	2.344437445013627	0.08053013901635106
1.3771142976386208	1.0785060593156084	2.1191265904311063	0.04763409642333824
1.6679329677105894	3.695210738259612	4.42991499733753	0.008049963970522796
3.97343295042934	1.4568699527966404	2.2572845868023226	0.09536435195384033
3.141864143912388	2.947474948820029	3.807655853759005	0.022200743140260625
1.632043107735798	3.205773951541797	3.6449895629133535	0.01119833075392176
3.0237072881432865	3.061475573560748	4.047841051208507	0.01958452303495987
4.373496721957332	2.3200849436786584	3.788144073394173	0.03932319962779918
3.101858753281644	2.271698125715365	3.0564973825776844	0.03584267104734498
1.6666089960561634	4.327552410084634	2.268400557543408	0.013695705367471668
1.9783221910952824	2.4373266774921984	2.434318153211845	0.0263569048032656
4.354798493023359	4.238136057310644	3.7552470784530727	0.02175141621871707
2.3382117700469967	3.1010094385136298	3.19793624982925	0.01882117344263741
2.2650828705689667	2.337723926584073	3.4891306579729275	0.022444568390434325
3.3439453087239714	3.8432461138111456	4.240273782235383	0.016063983418391704
1.133781269267807	4.134098238577352	4.2541128579933005	0.005115253593288788
2.6444607597942302	1.5625714713242789	4.427550547832987	0.030821821356524885
4.556396323702062	4.08721454316389	3.781856413064773	0.02384064731618757
3.2090626480779934	2.168057010601956	1.713325326463356	0.06925115627149099
1.2506492767685955	3.6735711105777047	2.08969338890454	0.012964040634962721
4.450434914653401	4.064433410630542	4.728166547890299	0.018334299120017997
3.5959304223332733	2.083592852781078	4.008321036144944	0.03422785247609186
4.947403233106454	2.7594212180892894	3.058991537349649	0.04711404885080794
1.1615995518793678	2.9845420049868148	3.0914851057900505	0.009888985483399752
4.030074434420918	3.7731096051215647	4.381457100758666	0.01940423793824976
3.168370161859155	3.603096493322216	3.770432741624393	0.018885750549730487
4.981991582762858	1.4428614591558406	1.827817397946084	0.15159707287247207
1.2602786352858637	4.187821017549772	4.969390637213379	0.0048902752650705865
2.2903992309682386	3.0296954608012228	4.612444811402469	0.013017196055012075
2.6629920854649445	3.2706566671044635	3.1062970299082715	0.021270624832852733
4.69003777016612	1.926849246784908	2.00526258841714	0.09618356996483995
2.312613379166464	3.713957257057672	3.86645413699804	0.01275604691512513
1.2605889235579353	3.039724806021072	2.8803270945062103	0.011620756440757458
4.205377990572758	4.616341396702493	1.5681326965853533	0.04637380137957692
2.940265915372332	3.1030292114483724	2.5295968945768843	0.030047174636148786
2.9391078414403817	1.7194713096184229	1.8809998388924487	0.07240065686548144
2.9227611551350825	4.823817839571944	1.1264114966180254	0.04312119300602215
3.0676302796234483	3.928187381115564	2.5690514804661406	0.02403365032645626
4.2358241590411865	3.537873969768452	3.729012560639326	0.02564993869272023
2.9474116678516595	4.7169151151441175	3.4935697652574675	0.014335983001546452
2.7107473819385155	1.035697286024119	3.5564012587063587	0.05825849922739868
4.088324950879826	4.69276389119436	3.689159948347826	0.01861760081560843
4.4510550106305935	4.615216371024047	1.3410988648829756	0.05799811342075719
1.5784353168570968	1.1397124711882445	1.6223066503729062	0.06811382960507376
2.423847057003196	3.1650731576126163	2.8738229405542497	0.02092856493548624
4.8178029690006055	1.4310623152715145	4.284635372192726	0.06385102342258352
4.959049091132719	4.7652523736994175	4.731711609497348	0.017305489764545417
1.6521541155234067	4.598520311485478	4.276655187360239	0.006649300922036196
3.9541825951960834	1.7854706232172863	1.182375186625488	0.14730488067528028
1.6602422049242258	1.813058328770473	3.6879027557017774	0.02000533737321564
4.421535646023185	1.084246675537374	2.6387557783726803	0.12325998780198504
3.1032467247032742	3.599557686575325	2.1106414765985733	0.03304906970353546
